gene	chrom	status
PTBP1	chr19	BAE
PTENP1	chr9	rMAE
PTGIR	chr19	rMAE
PTK2B	chr8	BAE
PTPN1	chr20	BAE
PTPN23	chr3	BAE
PTPN7	chr1	BAE
PTPRVP	chr1	rMAE
PTTG1IP	chr21	BAE
PVRIG	chr7	BAE
PVT1	chr8	BAE
PYCRL	chr8	BAE
R3HCC1	chr8	BAE
RAB8A	chr19	BAE
RAB8B	chr15	BAE
RABGAP1L	chr1	BAE
RAC1	chr7	BAE
RAC2	chr22	BAE
RAF1	chr3	BAE
RANGAP1	chr22	BAE
RASAL3	chr19	BAE
RASGRF1	chr15	BAE
RBM18	chr9	BAE
RBM23	chr14	BAE
RBM33	chr7	BAE
RBM47	chr4	BAE
RBMS2	chr12	rMAE
RCC1	chr1	BAE
RCL1	chr9	BAE
RCN1	chr11	BAE
RCSD1	chr1	BAE
RDH13	chr19	rMAE
REC8	chr14	rMAE
RFTN1	chr3	BAE
RFX5	chr1	BAE
RFXANK	chr19	BAE
RGS3	chr9	BAE
RHBDD1	chr2	BAE
RHOBTB3	chr5	BAE
RHOD	chr11	rMAE
RHOT2	chr16	BAE
RILPL2	chr12	BAE
RIMBP2	chr12	rMAE
RIN3	chr14	BAE
RNASE6	chr14	BAE
RNF114	chr20	BAE
RNF126	chr19	BAE
RNF157	chr17	rMAE
RNF166	chr16	BAE
RNF181	chr2	BAE
RNF19B	chr1	BAE
RNF213	chr17	BAE
RNF220	chr1	rMAE
RNF40	chr16	BAE
RNF6	chr13	BAE
RPAP3	chr12	BAE
RPL13	chr16	BAE
RPL27A	chr11	BAE
RPLP0	chr12	BAE
RPN1	chr3	BAE
RPRD2	chr1	BAE
RPS16	chr19	BAE
RPS6	chr9	rMAE
RPS6KB2	chr11	BAE
RPSA	chr3	BAE
RPTOR	chr17	BAE
RPUSD1	chr16	BAE
RRAGD	chr6	BAE
RRM1	chr11	BAE
RRP1	chr21	BAE
RRP7A	chr22	BAE
RSU1	chr10	BAE
SAFB	chr19	BAE
SAMD4B	chr19	BAE
SAMM50	chr22	BAE
SAP130	chr2	BAE
SAP18	chr13	BAE
SART3	chr12	BAE
SBDSP1	chr7	rMAE
SBNO1	chr12	BAE
SCAMP3	chr1	BAE
SCAMP4	chr19	BAE
SCARB1	chr12	BAE
SCRN1	chr7	BAE
SDC1	chr2	rMAE
SDF2L1	chr22	BAE
SDHAF2	chr11	BAE
SEC24D	chr4	BAE
SEC61A1	chr3	BAE
SEMA4A	chr1	BAE
SEPT1	chr16	BAE
SEPT2	chr2	BAE
SEPT9	chr17	rMAE
SERPINH1	chr11	BAE
SERTAD3	chr19	BAE
SETD5	chr3	BAE
SETD8	chr12	BAE
SF1	chr11	BAE
SF3A3	chr1	BAE
SF3B1	chr2	BAE
SF3B2	chr11	BAE
SF3B3	chr16	BAE
SFT2D1	chr6	BAE
SFXN1	chr5	rMAE
SGK223	chr8	rMAE
SGSM2	chr17	BAE
SGTA	chr19	BAE
SH2D3C	chr9	BAE
SH3BP2	chr4	BAE
SH3GL1	chr19	BAE
SH3TC1	chr4	BAE
SHARPIN	chr8	BAE
SHB	chr9	rMAE
SHC1	chr1	BAE
SIN3B	chr19	BAE
SIPA1	chr11	BAE
SIPA1L1	chr14	BAE
SIPA1L3	chr19	BAE
SIRPA	chr20	BAE
SIRPB1	chr20	rMAE
SKA3	chr13	rMAE
SLC12A7	chr5	rMAE
SLC17A9	chr20	BAE
SLC19A1	chr21	BAE
SLC1A5	chr19	BAE
SLC22A23	chr6	BAE
SLC23A2	chr20	BAE
SLC24A6	chr12	BAE
SLC25A32	chr8	rMAE
SLC25A38	chr3	BAE
SLC25A42	chr19	BAE
SLC25A46	chr5	rMAE
SLC30A5	chr5	BAE
SLC35E1	chr19	BAE
SLC36A2	chr5	rMAE
SLC38A10	chr17	BAE
SLC39A1	chr1	BAE
SLC39A6	chr18	BAE
SLC43A2	chr17	BAE
SLC44A2	chr19	BAE
SLC4A2	chr7	BAE
SLC4A5	chr2	rMAE
SLC5A6	chr2	BAE
SLC7A5	chr16	BAE
SLC7A6	chr16	BAE
SLC9A1	chr1	BAE
SLC9A8	chr20	BAE
SLFN12	chr17	rMAE
SLFN13	chr17	BAE
SLMO2	chr20	BAE
SMARCA2	chr9	rMAE
SMARCA4	chr19	BAE
SMARCD2	chr17	BAE
SMG6	chr17	BAE
SMPD1	chr11	BAE
SMUG1	chr12	rMAE
SNAP29	chr22	BAE
SNAPC2	chr19	BAE
SND1	chr7	BAE
SNRNP200	chr2	BAE
SNW1	chr14	BAE
SNX1	chr15	BAE
SNX11	chr17	BAE
SNX19	chr11	BAE
SNX20	chr16	BAE
SNX29	chr16	BAE
SNX6	chr14	BAE
SNX7	chr1	rMAE
SOCS1	chr16	BAE
SON	chr21	BAE
SORBS2	chr4	rMAE
SORD	chr15	rMAE
SORL1	chr11	BAE
SP100	chr2	BAE
SP110	chr2	BAE
SP140	chr2	BAE
SP2	chr17	BAE
SPATA13	chr13	BAE
SPATA2	chr20	BAE
SPECC1L	chr22	BAE
SPEN	chr1	BAE
SPG21	chr15	BAE
SPIB	chr19	BAE
SPPL2B	chr19	BAE
SPRN	chr10	BAE
SPRYD4	chr12	rMAE
SPSB1	chr1	rMAE
SQSTM1	chr5	BAE
SRGN	chr10	BAE
SRP68	chr17	BAE
SRPR	chr11	BAE
SRRM2	chr16	BAE
SRRT	chr7	BAE
SS18	chr18	BAE
SSNA1	chr9	BAE
SSR1	chr6	BAE
SSSCA1	chr11	BAE
ST14	chr11	rMAE
ST3GAL1	chr8	BAE
ST6GAL1	chr3	BAE
STAP1	chr4	rMAE
STARD7	chr2	BAE
STAT1	chr2	BAE
STAT6	chr12	BAE
STIM1	chr11	BAE
STK10	chr5	BAE
STK17A	chr7	BAE
STK24	chr13	BAE
STK25	chr2	BAE
STK33	chr11	BAE
STK35	chr20	BAE
STK38L	chr12	BAE
STK40	chr1	BAE
STRA13	chr17	BAE
STT3A	chr11	BAE
STX10	chr19	BAE
STX16	chr20	BAE
STXBP2	chr19	BAE
SUGP1	chr19	BAE
SUGP2	chr19	BAE
SUMF2	chr7	BAE
SUPT16H	chr14	BAE
SUPT5H	chr19	BAE
SWAP70	chr11	rMAE
SYF2	chr1	BAE
SYK	chr9	rMAE
SYNGR2	chr17	BAE
SYNPO	chr5	BAE
TAB1	chr22	BAE
TACR1	chr2	rMAE
TAF10	chr11	BAE
TAF5L	chr1	BAE
TAF6	chr7	BAE
TANC1	chr2	rMAE
TARBP1	chr1	BAE
TARS	chr5	BAE
TATDN2	chr3	BAE
TBC1D1	chr4	BAE
TBC1D10A	chr22	rMAE
TBC1D4	chr13	rMAE
TBC1D5	chr3	BAE
TBC1D9B	chr5	BAE
TBL2	chr7	rMAE
TBL3	chr16	BAE
TCEB3	chr1	BAE
TCF25	chr16	BAE
TCOF1	chr5	BAE
TECPR1	chr7	BAE
TELO2	chr16	BAE
TEX261	chr2	BAE
TFG	chr3	BAE
TGFBRAP1	chr2	BAE
THOC5	chr22	BAE
TIAL1	chr10	BAE
TIAM2	chr6	rMAE
TIFA	chr4	BAE
TIMM44	chr19	BAE
TK1	chr17	BAE
TLE3	chr15	BAE
TLN1	chr9	BAE
TLR10	chr4	BAE
TM9SF4	chr20	BAE
TMBIM1	chr2	BAE
TMEM140	chr7	BAE
TMEM143	chr19	BAE
TMEM156	chr4	rMAE
TMEM25	chr11	BAE
TMEM39B	chr1	BAE
TMEM43	chr3	BAE
TMEM50A	chr1	BAE
TMEM63A	chr1	BAE
TMEM8A	chr16	BAE
TMF1	chr3	BAE
TNFRSF10B	chr8	BAE
TNFRSF13B	chr17	BAE
TNFRSF14	chr1	BAE
TNFRSF1B	chr1	BAE
TNFRSF8	chr1	BAE
TNFSF14	chr19	BAE
TNFSF9	chr19	BAE
TNIK	chr3	BAE
TNIP1	chr5	BAE
TNPO1	chr5	BAE
TOLLIP	chr11	BAE
TONSL	chr8	BAE
TOP1	chr20	rMAE
TOP3B	chr22	BAE
TOR1AIP1	chr1	BAE
TOR3A	chr1	BAE
TOX	chr8	rMAE
TOX4	chr14	BAE
TP53	chr17	BAE
TP53BP2	chr1	BAE
TP53INP1	chr8	BAE
TPCN1	chr12	BAE
TPCN2	chr11	BAE
TPP1	chr11	rMAE
TRAF3	chr14	BAE
TRAK1	chr3	BAE
TRAP1	chr16	BAE
TRIB1	chr8	BAE
TRIM22	chr11	BAE
TRIM25	chr17	BAE
TRIM38	chr6	BAE
TRIM5	chr11	BAE
TRIM56	chr7	BAE
TRIM6	chr11	rMAE
TRIM66	chr11	rMAE
TRIO	chr5	BAE
TRIOBP	chr22	BAE
TRIP6	chr7	rMAE
TRMT2A	chr22	BAE
TRMT6	chr20	BAE
TRMT61B	chr2	BAE
TSEN54	chr17	BAE
TSPAN14	chr10	rMAE
TSPO	chr22	rMAE
TSPYL1	chr6	BAE
TSPYL4	chr6	BAE
TSTA3	chr8	BAE
TTC3	chr21	BAE
TTC38	chr22	rMAE
TTC9C	chr11	BAE
TTF2	chr1	BAE
TTLL12	chr22	BAE
TTYH3	chr7	BAE
TUBB6	chr18	rMAE
TUBG2	chr17	rMAE
TUBGCP6	chr22	BAE
TUSC1	chr9	rMAE
TXLNA	chr1	BAE
TXN2	chr22	BAE
TXNL1	chr18	BAE
TXNRD1	chr12	BAE
TXNRD2	chr22	BAE
UBAP2L	chr1	BAE
UBE2E1	chr3	BAE
UBE2L3	chr22	BAE
UBE3B	chr12	BAE
UBR4	chr1	BAE
UBR7	chr14	BAE
UBTF	chr17	BAE
UBXN6	chr19	BAE
UCK1	chr9	BAE
UCP2	chr11	BAE
UQCRC2	chr16	BAE
USF2	chr19	BAE
USO1	chr4	BAE
USP20	chr9	rMAE
USP21	chr1	BAE
USP36	chr17	BAE
USP8	chr15	rMAE
VAMP1	chr12	BAE
VAMP5	chr2	rMAE
VAMP8	chr2	BAE
VANGL2	chr1	BAE
VAV1	chr19	BAE
VAV2	chr9	rMAE
VDAC3	chr8	BAE
VEGFA	chr6	BAE
VPS16	chr20	BAE
VPS4A	chr16	BAE
WARS	chr14	BAE
WBP11	chr12	BAE
WDFY4	chr10	BAE
WDR1	chr4	BAE
WDR11	chr10	BAE
WDR36	chr5	BAE
WDR4	chr21	BAE
WDR41	chr5	BAE
WDR43	chr2	BAE
WDR5	chr9	BAE
WDR73	chr15	BAE
WDR76	chr15	BAE
WDR90	chr16	BAE
WDR91	chr7	BAE
WIPF1	chr2	BAE
WIPF2	chr17	BAE
WNK1	chr12	BAE
WNT7B	chr22	rMAE
WRNIP1	chr6	BAE
WSB1	chr17	BAE
WWP2	chr16	BAE
XAB2	chr19	BAE
XKR8	chr1	rMAE
XPC	chr3	BAE
XPO1	chr2	BAE
XPO5	chr6	BAE
XPO7	chr8	BAE
XRCC1	chr19	BAE
XRCC3	chr14	BAE
XRCC5	chr2	BAE
YARS	chr1	BAE
YDJC	chr22	BAE
YLPM1	chr14	BAE
YME1L1	chr10	BAE
YPEL5	chr2	BAE
YRDC	chr1	BAE
YWHAB	chr20	BAE
YWHAG	chr7	BAE
YWHAZ	chr8	BAE
ZADH2	chr18	BAE
ZBED3	chr5	rMAE
ZBED4	chr22	BAE
ZBTB32	chr19	BAE
ZBTB7B	chr1	BAE
ZC3H3	chr8	BAE
ZC3HAV1	chr7	BAE
ZCCHC2	chr18	BAE
ZDHHC18	chr1	rMAE
ZDHHC3	chr3	BAE
ZDHHC5	chr11	BAE
ZDHHC6	chr10	BAE
ZDHHC7	chr16	BAE
ZFP36	chr19	BAE
ZFP36L1	chr14	BAE
ZFYVE19	chr15	rMAE
ZFYVE27	chr10	BAE
ZHX2	chr8	rMAE
ZMIZ1	chr10	BAE
ZMIZ2	chr7	BAE
ZNF146	chr19	BAE
ZNF195	chr11	BAE
ZNF207	chr17	BAE
ZNF213	chr16	rMAE
ZNF276	chr16	BAE
ZNF282	chr7	BAE
ZNF326	chr1	BAE
ZNF335	chr20	BAE
ZNF462	chr9	BAE
ZNF598	chr16	BAE
ZNF609	chr15	BAE
ZNF710	chr15	BAE
ZNF76	chr6	BAE
ZNF768	chr16	BAE
ZNF777	chr7	BAE
ZNF800	chr7	BAE
ZNF83	chr19	BAE
ZNHIT1	chr7	BAE
ZWINT	chr10	BAE
ZXDC	chr3	BAE
ZYX	chr7	BAE
