gene	length
Defa32	983
Defa33	982
Defa34	937
Defa35	964
Defa36	959
Defa36	959
Defa37	965
Defa37	965
Defa4	167
Defa5	982
Defa6	841
Defb1	18631
Defb10	3110
Defb11	1059
Defb12	2903
Defb13	1861
Defb14	982
Defb15	2898
Defb18	971
Defb19	4227
Defb2	3556
Defb20	2872
Defb21	2200
Defb22	4473
Defb23	5566
Defb25	698
Defb26	3981
Defb28	3193
Defb29	1328
Defb3	1979
Defb30	3760
Defb33	5057
Defb34	2789
Defb35	2527
Defb36	8403
Defb37	4823
Defb38	3066
Defb39	11985
Defb4	2844
Defb40	3177
Defb41	14161
Defb41	4615
Defb42	1616
Defb43	6318
Defb44-ps	13512
Defb45	3295
Defb46	2228
Defb47	3084
Defb48	6987
Defb5	3237
Defb50	7758
Defb6	2732
Defb7	2679
Defb8	1837
Defb9	3722
Degs1	6990
Degs2	15515
Degs2	12085
Dek	21455
Dennd1a	488395
Dennd1b	212334
Dennd1b	208322
Dennd1c	12456
Dennd2a	95457
Dennd2c	42178
Dennd2d	20581
Dennd2d	16991
Dennd2d	20600
Dennd3	59683
Dennd4a	108657
Dennd4b	14152
Dennd4c	102048
Dennd5a	66642
Dennd5a	66690
Dennd5b	113612
Dennd6a	60465
Dennd6a	48860
Dennd6a	54773
Dennd6a	60465
Dennd6b	14262
Denr	21558
Depdc1a	34523
Depdc1a	34523
Depdc1a	34523
Depdc1b	73221
Depdc5	92580
Depdc5	130513
Depdc5	130513
Depdc7	21015
Deptor	146957
Deptor	125838
Dera	83296
Derl1	22917
Derl2	12402
Derl2	11864
Derl2	11864
Derl2	11864
Derl3	2544
Des	8288
Desi1	23618
Desi2	65181
Det1	19738
Deup1	68070
Dexi	12848
Dffa	13987
Dffa	16512
Dffa	16512
Dffb	10633
Dfna5	54367
Dfnb59	8282
Dgat1	9983
Dgat2	29051
Dgat2l6	21271
Dgcr14	10640
Dgcr14	10640
Dgcr2	51373
Dgcr2	51373
Dgcr6	5230
Dgcr6	5230
Dgcr6	18773
Dgcr6	5230
Dgcr8	35204
Dgka	23921
Dgkb	752706
Dgkd	91203
Dgke	23167
Dgkeos	7134
Dgkg	190663
Dgkg	190663
Dgkh	74843
Dgkh	155481
Dgkh	59682
Dgkh	59682
Dgki	453955
Dgki	453955
Dgkk	74880
Dgkq	13726
Dgkz	17522
Dgkz	30742
Dguok	26756
Dguok	26756
Dhcr24	28076
Dhcr7	25244
Dhdds	31808
Dhdh	15234
Dhfr	34271
Dhh	7386
Dhodh	15426
Dhps	3405
Dhrs1	6665
Dhrs11	8276
Dhrs13	5552
Dhrs2	19434
Dhrs3	34819
Dhrs3	34509
Dhrs4	8820
Dhrs4	11583
Dhrs7	14476
Dhrs7b	27793
Dhrs7b	27793
Dhrs7c	17732
Dhrs9	22625
Dhrsx	20333
Dhtkd1	44733
Dhx15	37223
Dhx15	40344
Dhx15	40344
Dhx16	12891
Dhx29	41395
Dhx30	16769
Dhx30	33298
Dhx30	31264
Dhx32	55869
Dhx32	39335
Dhx32	55869
Dhx32	61851
Dhx33	20342
Dhx34	24773
Dhx34	24773
Dhx34	24812
Dhx35	63414
Dhx35	63414
Dhx36	38347
Dhx37	19645
Dhx38	17578
Dhx40	38812
Dhx57	52173
Dhx57	52173
Dhx58	9388
Dhx8	34402
Dhx9	31903
Diablo	12835
Diaph1	91876
Diaph1	91876
Diaph1	91876
Diaph2	716092
Diaph3	484792
Dicer1	64211
Dido1	21149
Dido1	44140
Dido1	29046
Dido1	44064
Dido1	36167
Dido1	26113
Diexf	25849
Dimt1	13096
Dio1	15704
Dio2	14486
Dio3	1868
Dio3os	2684
Dip2a	82243
Dip2b	180810
Dip2b	65078
Dip2c	392402
Diras1	5788
Diras2	26462
Dirc2	74454
Dis3	23137
Dis3l	33702
Dis3l	34018
Dis3l	34502
Dis3l2	346294
Dis3l2	346294
Disc1	206957
Disc1	206957
Disp1	135266
Disp1	61294
Disp1	135266
Disp1	135266
Disp2	15457
Disp3	51109
Dixdc1	74983
Dixdc1	65232
Dkc1	13923
Dkk1	3612
Dkk2	95013
Dkk3	43039
Dkk4	3504
Dkkl1	4359
Dlat	25148
Dlc1	165316
Dlc1	384704
Dlc1	46205
Dld	19910
Dlec1	45217
Dleu2	79538
Dleu7	16751
Dlg1	209422
Dlg1	119007
Dlg1	209914
Dlg1	209422
Dlg1	209422
Dlg1	209422
Dlg2	214277
Dlg2	1358461
Dlg2	386853
Dlg3	50689
Dlg3	50689
Dlg3	43916
Dlg3	50689
Dlg3	41140
Dlg4	26927
Dlg4	26927
Dlg5	111968
Dlg5	111968
Dlgap1	852341
Dlgap1	852341
Dlgap1	254983
Dlgap1	299304
Dlgap1	396622
Dlgap1	391938
Dlgap1	299520
Dlgap1	299520
Dlgap2	751812
Dlgap2	751812
Dlgap3	67819
Dlgap3	64143
Dlgap4	43399
Dlgap4	150667
Dlgap4	150667
Dlgap4	150667
Dlgap4	43085
Dlgap5	30629
Dlk1	9882
Dlk1	9882
Dlk1	9882
Dlk1	9882
Dlk1	10514
Dlk2	5789
Dlk2	5344
Dll1	8470
Dll3	8231
Dll4	9883
Dlst	23259
Dlx1	4537
Dlx1as	7254
Dlx2	3347
Dlx3	5175
Dlx4	5355
Dlx4os	13995
Dlx5	4268
Dlx5	4268
Dlx6	4637
Dlx6os1	48988
Dlx6os2	1354
Dmap1	7540
Dmbt1	89553
Dmbt1	89553
Dmbx1	24808
Dmbx1	24808
Dmc1	43612
Dmc1	43612
Dmc1	43612
Dmd	2256181
Dmd	156756
Dmd	156756
Dmd	96117
Dmd	156756
Dmd	156756
Dmgdh	78388
Dmkn	17311
Dmkn	4662
Dmkn	17311
Dmkn	17311
Dmp1	11486
Dmpk	9972
Dmpk	9972
Dmpk	9972
Dmpk	9972
Dmrt1	98623
Dmrt1i	3083
Dmrt1i	2481
Dmrt1i	2481
Dmrt2	6581
Dmrt3	13385
Dmrta1	6569
Dmrta2	5660
Dmrtb1	7873
Dmrtc1a	3337
Dmrtc1a	5466
Dmrtc1a	3249
Dmrtc1b	7329
Dmrtc1b	4033
Dmrtc1c1	6980
Dmrtc1c1	6978
Dmrtc1c2	5728
Dmrtc1c2	6988
Dmrtc1c2	6986
Dmrtc1c2	5726
Dmrtc2	7595
Dmtf1	42909
Dmtf1	42909
Dmtn	33865
Dmtn	16386
Dmtn	26864
Dmtn	24882
Dmtn	27971
Dmtn	24882
Dmwd	6576
Dmxl1	132477
Dmxl2	136469
Dna2	27160
Dnaaf1	23220
Dnaaf2	9343
Dnaaf3	9486
Dnaaf5	36283
Dnah1	63522
Dnah10	109224
Dnah11	321062
Dnah17	107497
Dnah2	128300
Dnah5	268280
Dnah6	204025
Dnah7a	309783
Dnah7b	306813
Dnah7c	381960
Dnah8	248329
Dnah9	337228
Dnaic1	68365
Dnaic2	30475
Dnaja1	12498
Dnaja1	12044
Dnaja1	12036
Dnaja2	17632
Dnaja3	23624
Dnaja3	23624
Dnaja4	16759
Dnajb1	4479
Dnajb1	4106
Dnajb11	14621
Dnajb11	21790
Dnajb11	14621
Dnajb12	18426
Dnajb13	11796
Dnajb14	41257
Dnajb2	9270
Dnajb2	9270
Dnajb2	9270
Dnajb2	8991
Dnajb2	9270
Dnajb3	1017
Dnajb4	26213
Dnajb4	9975
Dnajb5	5639
Dnajb6	22071
Dnajb6	31204
Dnajb6	50581
Dnajb6	31204
Dnajb7	1186
Dnajb8	989
Dnajb9	4172
Dnajc1	179080
Dnajc1	186498
Dnajc10	38590
Dnajc11	48240
Dnajc12	22278
Dnajc12	26398
Dnajc13	111334
Dnajc14	13771
Dnajc15	48701
Dnajc16	28647
Dnajc17	36296
Dnajc18	32040
Dnajc19	4070
Dnajc19	4070
Dnajc19	4004
Dnajc19	24075
Dnajc2	27889
Dnajc21	23754
Dnajc22	5224
Dnajc24	36842
Dnajc24	36842
Dnajc25	20206
Dnajc27	28039
Dnajc28	4743
Dnajc28	4743
Dnajc3	43771
Dnajc30	1160
Dnajc4	4362
Dnajc5	32396
Dnajc5	32396
Dnajc5	32396
Dnajc5	32396
Dnajc5b	102268
Dnajc5b	102268
Dnajc5b	79616
Dnajc5g	4206
Dnajc5g	4206
Dnajc6	92206
Dnajc6	134824
Dnajc6	146152
Dnajc6	134824
Dnajc7	37333
Dnajc8	18184
Dnajc9	4273
Dnal1	29183
Dnal1	29183
Dnal4	13019
Dnali1	10319
Dnase1	2880
Dnase1l1	9117
Dnase1l1	8520
Dnase1l2	2334
Dnase1l3	28993
Dnase2a	2838
Dnase2b	34226
Dnd1	2544
Dner	326383
Dnlz	3993
Dnlz	3993
Dnlz	3993
Dnm1	44859
Dnm1	44859
Dnm1	44859
Dnm1l	46804
Dnm1l	46348
Dnm1l	46804
Dnm1l	46348
Dnm1l	46804
Dnm2	82239
Dnm2	82239
Dnm2	82852
Dnm2	82239
Dnm3	490729
Dnm3	487812
Dnm3os	7928
Dnmbp	93384
Dnmbp	32954
Dnmt1	45774
Dnmt1	45774
Dnmt1	52683
Dnmt1	45418
Dnmt1	45774
Dnmt3a	107464
Dnmt3a	22700
Dnmt3a	107284
Dnmt3aos	2952
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3b	38282
Dnmt3l	8288
Dnmt3l	13664
Dnmt3l	8288
Dnmt3l	13781
Dnmt3l	21336
Dnmt3l	8288
Dnpep	8453
Dnpep	9073
Dnph1	2830
Dntt	30251
Dntt	30251
Dnttip1	22205
Dnttip2	10858
Doc2a	5153
Doc2b	27790
Doc2g	3621
Dock1	502961
Dock10	257486
Dock10	164285
Dock11	187731
Dock2	557085
Dock3	339085
Dock4	400436
Dock5	181645
Dock6	52456
Dock7	184257
Dock7	184257
Dock8	202904
Dock9	255696
Dock9	156379
Dock9	160053
Dock9	196891
Dock9	196891
Dohh	3925
Dok1	2536
Dok1	2536
Dok2	4114
Dok3	5304
Dok4	12485
Dok5	147969
Dok5	147969
Dok6	468002
Dok7	24199
Dok7	24199
Dok7	31074
Dok7	24199
Dolk	2126
Dolpp1	8276
Dolpp1	8276
Dolpp1	8276
Dolpp1	8276
Donson	9464
Dopey1	88653
Dopey2	28372
Dopey2	98682
Dot1l	39142
Doxl2	3603
Dpagt1	6756
Dpcd	17673
Dpcr1	7941
Dpep1	15579
Dpep2	11478
Dpep2	6828
Dpep2	6828
Dpep3	5900
Dpf1	13582
Dpf2	16356
Dpf2	16356
Dpf3	218726
Dpf3	273986
Dpf3	218726
Dph1	12841
Dph2	3361
Dph3	5176
Dph3	5176
Dph3	5176
Dph3	5176
Dph3	5176
Dph3	4770
Dph5	41141
Dph6	138511
Dph7	11050
Dpm1	21332
Dpm1	21332
Dpm2	2714
Dpm3	619
Dpp10	713422
Dpp3	21059
Dpp4	82159
Dpp4	79009
Dpp6	822723
Dpp6	465566
Dpp6	910144
Dpp6	678302
Dpp7	4043
Dpp8	50194
Dpp9	32208
Dppa1	22265
Dppa1	22265
Dppa2	9240
Dppa3	3848
Dppa4	10558
Dppa4	10558
Dppa5a	1146
Dpt	27535
Dpy19l1	91362
Dpy19l2	139246
Dpy19l3	68955
Dpy19l4	57053
Dpy30	24471
Dpy30	16960
Dpy30	16738
Dpy30	16921
Dpyd	870741
Dpys	74774
Dpys	88986
Dpysl2	65737
Dpysl3	72399
Dpysl3	117308
Dpysl3	52294
Dpysl4	15791
Dpysl5	87475
DQ267100	71
DQ267101	72
DQ267102	71
Dqx1	9376
Dr1	11625
Dram1	34272
Dram2	27544
Dram2	27544
Dram2	27544
Dram2	27544
Drap1	2176
Drap1	2176
Draxin	32262
Drc1	25046
Drc3	40954
Drc7	23039
Drd1	4476
Drd1	3597
Drd2	66553
Drd3	60712
Drd4	2996
Drd5	3015
Dreh	821
Drg1	16465
Drg2	14089
Drosha	110477
Drosha	110477
Drp2	51794
Dsc1	31303
Dsc1	31303
Dsc2	28922
Dsc2	28922
Dsc2	28922
Dsc3	41168
Dsc3	41168
Dscam	578657
Dscaml1	323421
Dscc1	14378
Dscr3	28906
Dse	56159
Dsel	6217
Dsg1a	32481
Dsg1b	35455
Dsg1c	37692
Dsg2	46453
Dsg3	31037
Dsg4	35647
Dsn1	12014
Dsp	47284
Dspp	9425
Dst	296838
Dst	296838
Dst	400438
Dst	23574
Dstn	27994
Dstyk	49507
Dtd1	168795
Dtd2	9001
Dtd2	18202
Dthd1	74496
Dtl	38189
Dtl	38189
Dtna	162238
Dtna	349700
Dtna	244311
Dtna	162238
Dtna	188823
Dtna	220369
Dtna	244311
Dtna	162238
Dtnb	208358
Dtnb	209008
Dtnb	209008
Dtnb	209008
Dtnbp1	80017
Dtwd1	13137
Dtwd2	59457
Dtwd2	59457
Dtx1	31406
Dtx2	38081
Dtx2	38081
Dtx2	38081
Dtx2	38082
Dtx3	5332
Dtx3l	12513
Dtx4	35661
Dtymk	1440
Dtymk	9359
Dubr	6023
Duox1	32301
Duox2	17729
Duoxa1	10182
Duoxa2	3986
Dupd1	38005
Dus1l	7194
Dus2	42363
Dus2	42363
Dus3l	5343
Dus4l	14772
Dusp1	2882
Dusp10	41176
Dusp11	19399
Dusp12	11353
Dusp13	9485
Dusp13	15228
Dusp14	20313
Dusp15	6473
Dusp15	10588
Dusp16	77161
Dusp16	77161
Dusp18	6057
Dusp19	14448
Dusp2	2219
Dusp21	823
Dusp22	51174
Dusp22	51174
Dusp23	2206
Dusp26	7386
Dusp27	29751
Dusp27	29751
Dusp28	1632
Dusp3	13648
Dusp4	12285
Dusp5	12005
Dusp6	4259
Dusp7	7092
Dusp8	15798
Dusp9	4074
Dut	11802
Dut	11535
Dux	2025
Duxbl1	6828
Duxbl1	6843
Duxbl2	7162
Duxbl2	7177
Duxbl2	7177
Duxbl3	7162
Duxbl3	7177
Duxbl3	7177
Dvl1	11987
Dvl1	11987
Dvl2	9484
Dvl3	15124
Dvl3	17028
DXBay18	12219
DXBay18	12214
Dxo	2168
Dxo	2168
Dydc1	19287
Dydc2	19866
Dym	268195
Dynap	4156
Dync1h1	65550
Dync1i1	302401
Dync1i1	302401
Dync1i1	302401
Dync1i1	302401
Dync1i1	302401
Dync1i2	51357
Dync1i2	51357
Dync1i2	51597
Dync1i2	51597
Dync1i2	51357
Dync1i2	51597
Dync1i2	51597
Dync1i2	51597
Dync1i2	51357
Dync1li1	34947
Dync1li2	25374
Dync2h1	248544
Dync2li1	29066
Dynll1	3881
Dynll2	7061
Dynll2	18774
Dynll2	8009
Dynlrb1	13745
Dynlrb1	13745
Dynlrb1	13670
Dynlrb1	13670
Dynlrb2	10901
Dynlt1a	11131
Dynlt1b	6184
Dynlt1c	6113
Dynlt1c	6885
Dynlt1f	9334
Dynlt1f	6229
Dynlt1f	7001
Dynlt3	8714
Dyrk1a	124613
Dyrk1a	125314
Dyrk1a	84101
Dyrk1b	7816
Dyrk1b	7816
Dyrk1b	6983
Dyrk2	9555
Dyrk3	9794
Dyrk4	45641
Dysf	202462
Dysf	191674
Dysf	191674
Dytn	64077
Dyx1c1	14283
Dyx1c1	14283
Dzank1	56842
Dzip1	49951
Dzip1	47648
Dzip1l	40498
Dzip1l	40545
Dzip3	69885
Dzip3	69885
E030003E18Rik	63696
E030011O05Rik	21257
E030013I19Rik	11070
E030018B13Rik	3683
E030019B13Rik	38993
E030024N20Rik	6361
E030025P04Rik	5079
E030030I06Rik	36221
E030030I06Rik	4967
E030044B06Rik	14324
E130006D01Rik	27445
E130006D01Rik	27445
E130006D01Rik	27445
E130008D07Rik	12251
E130008D07Rik	8935
E130008D07Rik	8935
E130018N17Rik	1911
E130102H24Rik	9725
E130112N10Rik	8659
E130114P18Rik	16717
E130201H02Rik	851
E130215H24Rik	1439
E130218I03Rik	2111
E130218I03Rik	2111
E130304I02Rik	35483
E130307A14Rik	110597
E130308A19Rik	128093
E130308A19Rik	95191
E130309D02Rik	14289
E130310I04Rik	15820
E130310I04Rik	6839
E130311K13Rik	14690
E130317F20Rik	3595
E230013L22Rik	2313
E230016K23Rik	41633
E230016K23Rik	41633
E230016M11Rik	44054
E230025N22Rik	11003
E230029C05Rik	19913
E230029C05Rik	19913
E2f1	10027
E2f1	10493
E2f2	23783
E2f2	15275
E2f3	77817
E2f3	79489
E2f4	7708
E2f5	27639
E2f6	15788
E2f6	15788
E2f7	41920
E2f8	14613
E330009J07Rik	28636
E330011O21Rik	4592
E330012B07Rik	28054
E330013P04Rik	17917
E330014E10Rik	28361
E330014E10Rik	28343
E330017A01Rik	3142
E330017L17Rik	2771
E330020D12Rik	10048
E330021D16Rik	15251
E330023G01Rik	71489
E330033B04Rik	6712
E330034G19Rik	16596
E330034G19Rik	16746
E430016F16Rik	137155
E430018J23Rik	2786
E4f1	11615
E4f1	11615
E4f1	11615
E530001F21Rik	1128
E530011L22Rik	3304
Eaf1	14780
Eaf2	81943
Eaf2	15822
Eaf2	35376
Eapp	25555
Eapp	25555
Ear1	875
Ear10	471
Ear12	471
Ear14	462
Ear2	878
Ear3	471
Ear4	467
Ear6	875
Ear7	468
Ears2	32925
Ebag9	21386
Ebf1	389997
Ebf1	389997
Ebf1	389997
Ebf1	389997
Ebf2	197661
Ebf2	197661
Ebf3	120775
Ebf3	120775
Ebf3	120775
Ebf4	74543
Ebi3	4400
Ebna1bp2	6978
Ebp	8184
Ebpl	20683
Ecd	28263
Ece1	102993
Ece2	16065
Ece2	16065
Ece2	34315
Ece2	7269
Ece2	34315
Ecel1	8702
Ecel1	8482
Ech1	6902
Echdc1	33496
Echdc1	33162
Echdc2	13872
Echdc2	13872
Echdc3	24530
Echs1	10701
Eci1	12634
Eci2	16397
Eci2	16397
Eci2	16397
Eci3	17196
Ecm1	5422
Ecm1	5422
Ecm2	27980
Ecscr	8403
Ecsit	13182
Ecsit	13182
Ecsit	13182
Ect2	56657
Ect2	56633
Ect2	56633
Ect2l	81869
Eda	425155
Eda	425155
Eda	425155
Eda	425155
Eda	425155
Eda	425155
Eda	425155
Eda	425155
Eda	425155
Eda2r	43369
Eda2r	43369
Eda2r	39435
Edar	74909
Edaradd	49242
Edc3	41594
Edc4	12345
Edc4	12345
Eddm3b	1239
Edem1	30716
Edem2	27803
Edem3	66955
Edem3	66955
Edem3	66955
Edf1	4183
Edil3	501754
Edil3	501754
Edn1	6515
Edn2	6155
Edn3	23424
Ednra	61424
Ednrb	29087
Ednrb	29087
Ednrb	29862
Edrf1	35343
Eea1	104856
Eed	26323
Eef1a1	3271
Eef1a2	9324
Eef1akmt1	21972
Eef1akmt2	25191
Eef1akmt2	25187
Eef1b2	3656
Eef1d	14549
Eef1d	14549
Eef1d	14549
Eef1d	14549
Eef1d	14761
Eef1d	14549
Eef1d	14549
Eef1d	14761
Eef1e1	13338
Eef1g	11140
Eef2	5879
Eef2k	64389
Eef2k	63620
Eef2k	56031
Eef2kmt	11802
Eefsec	189206
Eepd1	122514
Efcab1	17877
Efcab10	6416
Efcab11	165912
Efcab12	27684
Efcab14	39255
Efcab2	77369
Efcab3	25319
Efcab5	99054
Efcab6	52662
Efcab6	69384
Efcab6	198638
Efcab7	83284
Efcab8	14304
Efcab9	4842
Efcc1	25043
Efemp1	73539
Efemp2	7165
Efemp2	7120
Efhb	64433
Efhc1	39216
Efhc2	187320
Efhd1	46428
Efhd2	16779
Efl1	129239
Efl1	129239
Efna1	9222
Efna1	7916
Efna2	10529
Efna3	7929
Efna4	4636
Efna5	278361
Efna5	278361
Efnb1	12962
Efnb2	43335
Efnb3	6146
Efr3a	86772
Efr3b	76362
Efs	10246
Eftud2	42504
Eftud2	42504
Egf	77746
Egf	47510
Egf	47510
Egfbp2	4272
Egfem1	608480
Egfem1	608480
Egfl6	62710
Egfl7	6053
Egfl7	8819
Egfl7	8819
Egfl7	11627
Egfl8	2622
Egflam	192271
Egflam	192271
Egflam	192276
Egfr	161705
Egfr	135456
Egln1	40668
Egln2	8145
Egln3	24894
Egr1	3750
Egr2	4259
Egr2	4320
Egr3	5169
Egr3	4819
Egr3	5169
Egr4	2421
Ehbp1	280970
Ehbp1	280970
Ehbp1l1	18944
Ehbp1l1	18944
Ehbp1l1	18944
Ehbp1l1	18944
Ehd1	23201
Ehd2	18549
Ehd3	27253
Ehd4	65089
Ehf	39764
Ehhadh	26550
Ehmt1	128841
Ehmt1	128841
Ehmt1	128841
Ehmt1	128841
Ehmt2	15077
Ehmt2	15077
Ehmt2	15559
Ehmt2	15559
Ei24	18241
Ei24	17916
Eid1	2543
Eid2	1288
Eid2b	2424
Eid3	1304
Eif1	2151
Eif1a	12522
Eif1ad	4699
Eif1ax	13505
Eif1b	2722
Eif2a	31681
Eif2ak1	30856
Eif2ak2	30023
Eif2ak3	60727
Eif2ak3	20311
Eif2ak4	86123
Eif2ak4	86618
Eif2b1	8918
Eif2b2	7148
Eif2b3	67445
Eif2b3	53853
Eif2b4	5582
Eif2b4	5582
Eif2b4	5582
Eif2b5	10509
Eif2d	19028
Eif2d	20265
Eif2s1	24939
Eif2s2	21497
Eif2s3x	23943
Eif2s3y	17987
Eif3a	29578
Eif3b	24054
Eif3c	19456
Eif3d	11827
Eif3e	32697
Eif3f	7528
Eif3g	4242
Eif3h	78899
Eif3i	8675
Eif3j1	25053
Eif3j2	25049
Eif3k	10517
Eif3k	9854
Eif3k	10517
Eif3l	19178
Eif3m	17371
Eif4a1	5488
Eif4a1	5488
Eif4a2	6665
Eif4a2	6665
Eif4a2	6665
Eif4a2	6665
Eif4a2	6742
Eif4a3	11681
Eif4b	23401
Eif4e	33506
Eif4e	32429
Eif4e1b	4461
Eif4e1b	4461
Eif4e1b	4461
Eif4e1b	4461
Eif4e1b	4461
Eif4e1b	4461
Eif4e1b	4461
Eif4e2	26575
Eif4e2	14945
Eif4e2	26578
Eif4e2	14920
Eif4e3	41635
Eif4ebp1	15330
Eif4ebp2	20173
Eif4ebp3	2265
Eif4enif1	41594
Eif4enif1	41570
Eif4enif1	42236
Eif4enif1	42006
Eif4g1	20157
Eif4g1	20157
Eif4g2	15046
Eif4g2	15046
Eif4g3	213624
Eif4g3	213624
Eif4g3	213624
Eif4h	19538
Eif4h	19538
Eif5	8653
Eif5	8653
Eif5a	5247
Eif5a	4675
Eif5a	4236
Eif5a	4236
Eif5a	3919
Eif5a	4675
Eif5a	4374
Eif5a	4564
Eif5a	4675
Eif5a2	17536
Eif5b	57570
Eif6	7089
Elac1	19442
Elac2	23042
Elane	1905
Elavl1	40319
Elavl2	125730
Elavl2	121289
Elavl2	121289
Elavl2	149218
Elavl2	125726
Elavl3	37019
Elavl4	83098
Elavl4	83775
Elavl4	83098
Elavl4	148175
Elavl4	83791
Eldr	16574
Eldr	16574
Eldr	16574
Eldr	16574
Eldr	16574
Elf1	101298
Elf1	66818
Elf1	66818
Elf2	24795
Elf2	87925
Elf2	24795
Elf2	87925
Elf3	4899
Elf3	4899
Elf4	52084
Elf5	38891
Elf5	26921
Elfn1	66782
Elfn2	48107
Elk1	17214
Elk3	63744
Elk3	63744
Elk3	63744
Elk3	63744
Elk4	18080
Ell	53184
Ell2	64875
Ell3	3575
Elmo1	135367
Elmo1	517847
Elmo2	38449
Elmo2	38449
Elmo2	32796
Elmo2	28321
Elmo3	5023
Elmod1	63842
Elmod2	19855
Elmod2	19855
Elmod3	32492
Elmod3	32492
Elmsan1	69708
Elmsan1	44842
Eln	44729
Eloa	18280
Elob	4370
Eloc	15395
Eloc	14101
Elof1	1181
Elovl1	4860
Elovl1	4860
Elovl1	3252
Elovl2	38022
Elovl2	37781
Elovl3	3796
Elovl4	27614
Elovl5	67155
Elovl6	106108
Elovl7	72704
Elp2	34870
Elp3	62667
Elp3	62667
Elp3	62667
Elp4	207245
Elp5	12105
Elp5	13010
Elp6	16911
Emb	53843
Emc1	26149
Emc1	26149
Emc10	6576
Emc2	50549
Emc3	16752
Emc4	5009
Emc6	1540
Emc6	1506
Emc7	12412
Emc8	14199
Emc9	3731
Emcn	89992
Emcn	89992
Emd	3207
Eme1	8753
Eme2	2936
Emg1	7809
Emid1	45957
Emilin1	7488
Emilin2	58790
Emilin3	5902
Emilin3	5902
Eml1	128932
Eml1	168412
Eml1	128932
Eml1	116749
Eml2	25313
Eml2	30062
Eml2	25313
Eml3	11889
Eml4	129429
Eml4	129429
Eml4	129429
Eml4	129429
Eml5	114881
Eml6	282983
Emp1	15681
Emp1	20243
Emp1	20243
Emp2	32220
Emp3	3404
Emp3	2827
Emsy	65964
Emx1	16533
Emx2	6668
Emx2os	33532
En1	5505
En2	6471
Enah	123595
Enah	123595
Enah	123595
Enah	123595
Enam	18075
Enc1	11936
Endod1	27253
Endog	2546
Endou	20387
Endou	10132
Endov	19846
Endov	20119
Eng	36075
Eng	36075
Eng	36075
Engase	12239
Enho	2159
Enkd1	4517
Enkur	24635
Eno1	11677
Eno1b	11550
Eno1b	3049
Eno2	9621
Eno2	9621
Eno3	5338
Eno3	5338
Eno3	5338
Eno4	27997
Enoph1	28772
Enoph1	28772
Enoph1	28772
Enox1	565001
Enox1	565001
Enox2	278536
Enox2	278536
Enox2	278536
Enox2	278536
Enox2	278536
Enox2	278536
Enpep	63573
Enpp1	74246
Enpp1	74246
Enpp1	74246
Enpp2	81246
Enpp2	81246
Enpp2	81246
Enpp2	81246
Enpp3	62382
Enpp4	9499
Enpp5	7760
Enpp5	7760
Enpp5	7760
Enpp5	7760
Enpp5	7760
Enpp5	7760
Enpp5	7760
Enpp6	109875
Enpp7	4654
Ensa	7138
Ensa	5514
Enthd1	108231
Entpd1	129237
Entpd1	81833
Entpd2	5450
Entpd3	28509
Entpd4	29592
Entpd4	29592
Entpd5	27059
Entpd5	35154
Entpd5	27059
Entpd5	35154
Entpd6	22594
Entpd7	44165
Entpd8	5397
Eny2	9575
Eogt	37940
Eomes	7944
Eomes	7944
Ep300	65864
Ep400	106345
Ep400	106345
Epas1	79547
Epb41	148669
Epb41	125650
Epb41	151887
Epb41l1	122306
Epb41l1	122306
Epb41l1	122306
Epb41l1	122306
Epb41l1	122306
Epb41l1	67681
Epb41l2	115151
Epb41l2	163721
Epb41l3	133178
Epb41l4a	210880
Epb41l4aos	1098
Epb41l4aos	1098
Epb41l4b	81431
Epb41l5	54177
Epb41l5	103968
Epb42	18987
Epc1	1966
Epc1	54907
Epc1	80158
Epc2	100124
Epcam	15149
Epdr1	28123
Epg5	96561
Epgn	7696
Epha1	14782
Epha10	36016
Epha10	4724
Epha2	28164
Epha3	318940
Epha4	147904
Epha5	362618
Epha6	952049
Epha7	154373
Epha7	134309
Epha7	154373
Epha8	27398
Ephb1	432566
Ephb1	432566
Ephb2	188472
Ephb2	188472
Ephb3	18510
Ephb4	24414
Ephb4	24414
Ephb6	15026
Ephb6	15026
Ephx1	28014
Ephx1	28014
Ephx2	40151
Ephx2	28015
Ephx2	40151
Ephx2	26289
Ephx3	5780
Ephx3	5694
Ephx4	26519
Epm2a	114033
Epm2aip1	7247
Epn1	17944
Epn1	17944
Epn2	62439
Epn2	62439
Epn2	62439
Epn3	10376
Epo	2797
Epo	2797
Epop	2330
Epor	4678
Epp13	25940
Epp13	29152
Eppin	5229
Eppk1	18708
Eprs	65261
Eps15	107542
Eps15	44761
Eps15l1	80479
Eps15l1	80478
Eps15l1	44058
Eps8	172041
Eps8	93765
Eps8	93765
Eps8	172041
Eps8	42651
Eps8l1	15753
Eps8l1	15639
Eps8l2	24015
Eps8l3	15671
Epsti1	98418
Epsti1	59940
Epx	11539
Epyc	37833
Eqtn	21577
Eqtn	21577
Eral1	7008
Erap1	52004
Eras	4332
Erbb2	25233
Erbb3	20134
Erbb4	1075873
Erbin	101801
Erbin	101801
Erbin	101801
Erbin	101801
Erc1	277355
Erc1	277355
Erc1	75444
Erc2	856131
