name	chrom	h3k27me3_norm_sum	h3k36me3_norm_sum
NOP10	chr15	3.18584179294787	3.99009366877544
NOX5	chr15	7.67220221660509	0.983674897919502
NPAP1	chr15	2.48555452003728	0.930102516309413
NPTN	chr15	2.31534090909091	5.0069871007371
NPTN-IT1	chr15	2.30407732864675	9.94725834797891
NR2E3	chr15	4.39425214640759	1.01739719837325
NR2F2	chr15	9.62615543663342	0.978928484553637
NR2F2-AS1	chr15	4.22391468810434	1.18671392528478
NRG4	chr15	5.23808067731457	1.08208309175674
NSMCE3	chr15	2.94581039755352	2.34923547400612
NTRK3	chr15	6.51451348269592	0.930755585688311
NTRK3-AS1	chr15	9.11244129537671	0.62596185055078
NUSAP1	chr15	2.10269940588021	8.96088938262731
NUTM1	chr15	2.21242066522289	2.59749884205651
OAZ2	chr15	1.62630198778825	4.60726602840139
OCA2	chr15	3.00777032697149	1.07094519166365
ODF3L1	chr15	6.17568366592757	0.859393939393939
OIP5	chr15	1.74237288135593	4.41246981101424
OIP5-AS1	chr15	2.44503744043567	7.4840571817563
ONECUT1	chr15	10.9268062352061	0.868034144008242
OR4F13P	chr15	10.8733751196468	1.38608083490289
OR4F15	chr15	8.86162162162162	1.80951351351351
OR4F4	chr15	9.76039072039072	0.230769230769231
OR4F6	chr15	6.63087811900192	1.70045585412668
OR4M2	chr15	4.64947472745292	0.561942517343905
OR4N3P	chr15	3.06427125506073	0.49568030653557
OR4N4	chr15	5.58140127388535	1.39108280254777
OTUD7A	chr15	5.23457339065586	1.11035426861379
PAK6	chr15	7.31264873957895	0.854000197907132
PAQR5	chr15	7.59510059893341	0.883261822538951
PARP16	chr15	1.7643468419781	3.73959017702103
PARP6	chr15	2.1912816669165	7.163235496927
PATL2	chr15	2.52577083428781	2.284861257464
PCAT29	chr15	9.11519685597658	0.873752874087129
PCSK6	chr15	7.06076718824087	0.835285443338075
PCSK6-AS1	chr15	3.38932135256562	0.88933554031686
PDCD6IPP2	chr15	7.4990717751063	1.41134203627061
PDCD7	chr15	2.83514625900338	9.53747010008953
PDE8A	chr15	2.27034733002899	3.86521824246392
PDIA3	chr15	2.0398515686495	8.1492859552457
PEAK1	chr15	2.66046988245763	2.19737861848243
PEX11A	chr15	3.0551081612586	2.32300884955752
PGBD4	chr15	3.37394160401628	2.88514374203861
PGPEP1L	chr15	3.39333584228353	1.16958573372319
PHGR1	chr15	10.2590031663678	1.01452523557014
PIAS1	chr15	2.47508060558563	6.11967332947579
PIF1	chr15	1.57971032019575	6.01450414605732
PIGB	chr15	2.16723610837762	5.51452076362921
PIGBOS1	chr15	3.32347972972973	3.38260135135135
PIN4P1	chr15	4.80041997344286	10.1920760893061
PKM	chr15	2.22365749391766	10.6418528633564
PLA2G4B	chr15	1.88768798033266	3.8075457907909
PLA2G4D	chr15	8.36115010141988	0.965539553752535
PLA2G4E	chr15	4.60904690405675	0.931526964666988
PLA2G4E-AS1	chr15	6.42161465907674	1.19950305397432
PLA2G4F	chr15	5.47113978494624	0.782795698924731
PLCB2	chr15	3.69164078319753	2.48423237478278
PLEKHO2	chr15	2.03996020560438	6.45737025368927
PLIN1	chr15	6.49605582524272	1.08950242718447
PML	chr15	2.41647884089438	7.83636401595023
POLG	chr15	2.10839884947268	11.3312128475551
POLR2M	chr15	2.93223036138884	7.53203689208548
POTEB	chr15	4.15062914483436	0.978241477967266
POTEB2	chr15	4.15062914483436	0.978241477967266
POTEB3	chr15	4.14213704613705	0.982429702429703
PPCDC	chr15	1.6869609751902	3.82777106643835
PPIB	chr15	2.17948717948718	9.37288981288981
PPIP5K1	chr15	2.20798518641811	4.70718708388815
PPP1R14D	chr15	4.16954616588419	1.15471744044514
PRC1	chr15	2.24803343344593	7.4872439907039
PRC1-AS1	chr15	2.24926138023207	8.40889176056151
PRKXP1	chr15	3.20769311246731	1.50880557977332
PRTG	chr15	6.43084640284555	1.07447856465481
PSMA4	chr15	2.36890595852079	8.09480961264128
PSTPIP1	chr15	2.48575768186991	2.37244856867723
PTPN9	chr15	1.89352106597616	4.68317419215623
PWAR1	chr15	2.71404837973528	0.860337745321771
PWAR5	chr15	5.04267053701016	7.02569908079342
PWARSN	chr15	2.86863604240283	7.07542049469965
PWRN1	chr15	2.54574410125309	1.25685428104438
PWRN2	chr15	1.84188278400592	0.681336874128107
PWRN3	chr15	2.34657777832851	1.02407048283468
PWRN4	chr15	2.74477286010308	1.15028425694703
PYGO1	chr15	7.48479749622046	1.01259846696549
RAB11A	chr15	2.53069746035731	6.46695954144178
RAB27A	chr15	2.79681952505474	2.77451580670536
RAB8B	chr15	2.0639438923798	4.86570724183148
RAD51	chr15	1.75087249097473	5.82390873646209
RAD51-AS1	chr15	0.800995024875622	0.549897570968686
RASGRF1	chr15	5.08482901790806	1.30796547659785
RASGRP1	chr15	2.12734244259347	4.9365973591774
RASL12	chr15	5.09656078693018	0.681508763704559
RBPMS2	chr15	5.28749954448831	0.90109322805952
RCCD1	chr15	1.96313171230648	4.01039733895748
RCN2	chr15	2.74182383864392	4.34057504559597
REC114	chr15	5.84375	1.45593468468468
REREP3	chr15	4.55904933135606	1.0758562010875
RFX7	chr15	2.69114845502255	5.18318495811662
RGMA	chr15	9.83786953334962	0.990227217200098
RHCG	chr15	7.80901189189189	0.787372972972973
RHOV	chr15	2.41516469857054	1.65073958980733
RLBP1	chr15	4.98770576131687	0.801104252400549
RMDN3	chr15	2.06635259112323	6.66789585916191
RNF111	chr15	2.30438226115234	6.14835348316768
RORA	chr15	6.13819898501729	1.58352772148998
RORA-AS1	chr15	3.53926330243879	3.53420713401785
RORA-AS2	chr15	7.48076380662267	2.29123183091706
RPAP1	chr15	2.17740192623914	5.80107493540052
RPL4	chr15	3.13277617675312	9.85991034261928
RPLP1	chr15	1.58606480025165	5.51028625353885
RPP25	chr15	6.53711434511434	0.871517671517672
RPS17	chr15	2.37894040708355	7.78173267690499
RPS27L	chr15	2.25978210833205	4.5012659199018
RPUSD2	chr15	1.43991351351351	4.12391891891892
RSL24D1	chr15	2.08110488894482	5.77122003397722
RTF1	chr15	6.71168400077916	6.91041850944728
RYR3	chr15	7.57635574774775	1.02067529472329
SALRNA2	chr15	9.09519933434628	1.27658997178207
SALRNA3	chr15	9.62572307692308	0
SAXO2	chr15	5.77751788151788	1.50663390663391
SCAMP2	chr15	2.07111896505735	5.91833688983729
SCAMP5	chr15	4.88748303013847	1.67848415499787
SCAND2P	chr15	2.85884320643973	3.28380562348223
SCAPER	chr15	2.90950784184264	2.46234508437152
SCG3	chr15	5.62735083237185	1.66914764298665
SCG5	chr15	3.37029245981287	3.37815566225731
SEC11A	chr15	2.40887127537829	6.22808318851637
SECISBP2L	chr15	2.47588900065085	5.41481253574739
SEMA4B	chr15	2.74603524666499	4.61140243513671
SEMA6D	chr15	4.0973831483723	1.05957044098949
SEMA7A	chr15	1.96962811239839	7.62625616078858
SENP8	chr15	2.66136975141572	1.88355537734753
SERF2	chr15	3.30562998814527	3.94857469202214
SERF2-C15ORF63	chr15	1.67050250493396	6.50306664642478
SERINC4	chr15	1.68435512421753	7.90385356347128
SH2D7	chr15	2.94091130640278	0.971493981242153
SH3GL3	chr15	7.28430437426284	1.0132920155601
SHC4	chr15	5.67100615312719	1.10882779032635
SHF	chr15	4.32474510438582	1.28781356206506
SIN3A	chr15	1.96494740521816	6.93867498376984
SKOR1	chr15	21.115502328676	0.725964737192282
SLC12A1	chr15	6.45433078899966	1.06341755118979
SLC12A6	chr15	2.21376457286898	6.17552944229237
SLC24A1	chr15	2.5570925566677	3.69341139643375
SLC24A5	chr15	2.61650351980672	1.46834673220311
SLC27A2	chr15	5.16848409597828	0.988438240305889
SLC28A1	chr15	6.68257760801597	0.987624222042493
SLC28A2	chr15	3.48963406765601	1.26163886072449
SLC30A4	chr15	5.28153305992388	1.33343168205824
SLC51B	chr15	3.52335421193915	1.02747794963569
SLCO3A1	chr15	7.10071126035855	0.975897741428804
SLTM	chr15	2.52284843778003	8.76623852480236
SMAD3	chr15	2.36364053205226	4.57799152825916
SMAD6	chr15	7.97956001302507	0.793083686095734
SNAP23	chr15	2.05409955175998	5.56574932093314
SNAPC5	chr15	2.28326401343153	8.10962242912199
SNHG21	chr15	3.63661620927862	9.32287946849874
SNORD108	chr15	3.97674418604651	2
SNORD109A	chr15	1	2.76238805970149
SNORD109B	chr15	1	2.76238805970149
SNORD115-14	chr15	0	0.733955659276546
SNORD115-15	chr15	2.3966283114798	0.97982338774418
SNORD115-21	chr15	2.3966283114798	0.97982338774418
SNORD115-24	chr15	0.902926829268293	0.792682926829268
SNORD115-26	chr15	0	1.59317073170732
SNORD115-30	chr15	0	0.0292682926829268
SNORD115-31	chr15	1.12975609756098	0.959024390243902
SNORD115-32	chr15	0.784878048780488	0
SNORD115-37	chr15	0.189024390243902	0.684878048780488
SNORD115-38	chr15	1	0.768292682926829
SNORD115-39	chr15	0	0.391414141414141
SNORD115-4	chr15	0.500129232359783	0
SNORD115-41	chr15	0	0
SNORD115-42	chr15	1.45121951219512	1
SNORD115-45	chr15	0.0524100994644223	0.849655700076511
SNORD115-46	chr15	3.26092307692308	0.747076923076923
SNORD115-47	chr15	6.32	1.66545454545455
SNORD115-7	chr15	0.70099573257468	0.312944523470839
SNORD116-10	chr15	1	8.41076923076923
SNORD116-11	chr15	1.07690572846189	4.78867839422643
SNORD116-12	chr15	1.0684136475554	1.45427365459022
SNORD116-13	chr15	2.51617021276596	3.62893617021277
SNORD116-14	chr15	0.192340425531915	4.7863829787234
SNORD116-15	chr15	2.79574468085106	6.65574468085106
SNORD116-16	chr15	4.70353477765108	11.0735461801596
SNORD116-17	chr15	0.269035532994924	3.25279187817259
SNORD116-18	chr15	1.85	2.4416
SNORD116-19	chr15	0.269035532994924	3.25279187817259
SNORD116-2	chr15	1.00423529411765	4.72635294117647
SNORD116-21	chr15	0	1.53465648854962
SNORD116-22	chr15	2.53152088258471	4.51142631993696
SNORD116-26	chr15	3.00225056264066	6.05776444111028
SNORD116-27	chr15	1.01241379310345	1.81758620689655
SNORD116-29	chr15	1.40584166026134	4.84499103253907
SNORD116-30	chr15	1.83035714285714	3.52797619047619
SNORD116-5	chr15	0.382361349342481	2.04145225843339
SNORD116-6	chr15	1.00423529411765	4.72635294117647
SNORD116-7	chr15	0.382361349342481	2.04145225843339
SNORD116-8	chr15	0.256760374832664	2.34203480589023
SNORD16	chr15	1.37089284149654	3.09515464820818
SNORD18B	chr15	3.35869565217391	10.9395652173913
SNORD18C	chr15	1.68179104477612	4.67820895522388
SNRPA1	chr15	2.29349736379613	8.08998783290523
SNRPN	chr15	2.81434161434161	1.91127127127127
SNUPN	chr15	1.97646131640234	7.01936615041309
SNURF	chr15	2.73876166242578	4.91815596467595
SNX1	chr15	2.55131243745274	7.25589128446451
SNX22	chr15	2.6518018018018	7.94283783783784
SNX33	chr15	4.64810789210789	1.07672327672328
SORD	chr15	2.26360003302378	5.04483795053136
SPATA41	chr15	5.16991019545695	0.748811410459588
SPATA5L1	chr15	2.15038064448848	6.69360725831682
SPATA8	chr15	4.84142982143436	0.785883267978092
SPATA8-AS1	chr15	2.7841402825134	0.846955674622504
SPESP1	chr15	7.12567713659606	0.898159240321402
SPG11	chr15	2.22849514069761	7.86760994218896
SPG21	chr15	2.54672315840154	7.30724699085219
SPINT1	chr15	2.76150904544786	2.29416090601559
SPPL2A	chr15	2.03556046532905	5.99487043506843
SPRED1	chr15	3.074143922294	1.96085649157771
SPTBN5	chr15	7.14266705846585	1.07824280609629
SQRDL	chr15	2.13947717811199	4.52537673930165
SRP14	chr15	2.12107623318386	7.68671524663677
SRP14-AS1	chr15	2.21511914102706	2.49268327610228
ST20	chr15	2.88721750395854	4.06645714377109
ST20-AS1	chr15	1.72261993679977	0.605837403045102
ST20-MTHFS	chr15	2.5749513386332	4.43565648283484
ST8SIA2	chr15	8.35075936662023	0.860725360657948
STARD5	chr15	2.59383212243005	5.61116401298501
STARD9	chr15	2.0079532982064	3.80855740843289
STOML1	chr15	2.22670764910358	2.55776354617944
STRA6	chr15	4.53018825710359	1.21879246971586
STRC	chr15	8.16141140463336	1.05981744641664
SV2B	chr15	6.90173537191957	1.01648763129974
SYNM	chr15	5.2820295351922	1.26658682959761
TARSL2	chr15	2.39780082663963	5.23447118459019
TBC1D21	chr15	9.25347060325023	0.752914149578831
TBC1D2B	chr15	2.10992245589313	4.98316277398346
TCF12	chr15	2.42909270662524	3.69196035856944
TERB2	chr15	4.12767564648003	0.845208787509932
TEX9	chr15	2.71087867138244	4.5911290173766
TGM5	chr15	4.58364468392797	1.63862464259065
TGM7	chr15	7.90826073131956	1.08754636989931
THAP10	chr15	3.04955125774238	1.46497059195313
THBS1	chr15	8.46917537997197	0.821817397865689
THSD4	chr15	7.29707890262552	0.984025604485562
THSD4-AS1	chr15	6.73154571428571	1.06442857142857
THSD4-AS2	chr15	8.27443223443223	0.745562130177515
TICRR	chr15	2.39034011895786	8.0172539163944
TIPIN	chr15	1.48833090483715	5.05135756356845
TJP1	chr15	5.06266374650512	1.00522833178006
TLE3	chr15	2.16734345186796	8.04738650519161
TLN2	chr15	6.01240821125452	1.14363396826563
TM2D3	chr15	2.32165452408931	5.4544
TM6SF1	chr15	2.41298593009726	3.00848160209101
TMC3	chr15	6.01225238082169	1.47956747262398
TMC3-AS1	chr15	6.23333646124695	1.12209690517008
TMCO5A	chr15	5.29324634589359	1.01816097086362
TMCO5B	chr15	8.91720445062587	1.07672693555865
TMED3	chr15	2.08338158393331	3.38465378299861
TMEM202	chr15	8.60414814814815	1.08313840155945
TMEM266	chr15	6.11947035695581	1.16210853994084
TMEM62	chr15	2.1803911764731	5.89307365254184
TMEM87A	chr15	2.13944338465731	6.21608870418313
TMOD2	chr15	2.71372791961261	2.29997562411116
TMOD3	chr15	2.1393173058338	5.37061887220068
TNFAIP8L3	chr15	7.36387769659193	1.05944330542308
TP53BP1	chr15	2.48215353810761	5.36016231414817
TPM1	chr15	6.19335260842238	1.28296668761785
TRIM69	chr15	2.8005711874858	2.41732904942719
TRIP4	chr15	2.07416639517024	5.37215510535169
TRPM1	chr15	4.04566840747895	0.964450094664969
TRPM7	chr15	2.11863267263841	7.27051511873241
TSPAN3	chr15	2.05806444446913	3.66566293832124
TTBK2	chr15	2.31802718888645	2.90883393048855
TTC23	chr15	2.25142395352168	3.01274870796633
TTLL13P	chr15	8.544056906838	0.923015144561726
TUBGCP4	chr15	1.65069387345834	6.1922861726662
TUBGCP5	chr15	2.26833224794269	7.654848143982
TYRO3	chr15	7.34095276584996	0.598534983581713
TYRO3P	chr15	1.90977708040255	4.72116112974786
UACA	chr15	4.66212585764364	1.03822628808837
UBAP1L	chr15	1.54814668640026	5.17507975661898
UBE2Q2	chr15	2.23072627142094	4.4175066326373
UBE2Q2L	chr15	5.28687006265323	0.911462816671207
UBE2Q2P1	chr15	4.13578095265146	1.60692475928082
UBE2Q2P2	chr15	3.55666331180997	1.97933822183881
UBE3A	chr15	2.84242454584219	6.32570318285948
UBL7	chr15	2.43548934955227	7.35714074737739
UBL7-AS1	chr15	2.14018895303577	4.18439009605424
UBR1	chr15	2.06227140282044	5.82635607888489
ULK3	chr15	2.4066954954955	4.12784864864865
ULK4P1	chr15	7.43268652637333	1.97574473899973
ULK4P2	chr15	7.43268652637333	1.97574473899973
ULK4P3	chr15	7.41819104436673	1.98292532400741
UNC13C	chr15	3.17807383652238	1.24214723224636
UNC45A	chr15	2.12893309598712	6.77027862957155
USP3	chr15	2.19024953557263	5.67231370186273
USP3-AS1	chr15	2.23643172544855	5.00377843608518
USP50	chr15	3.47502374169041	1.9723610397563
USP8	chr15	2.07361395625454	6.42421198704817
VIMP	chr15	2.30949693468783	6.98481729854149
VPS13C	chr15	2.19751121264199	5.59096030515153
VPS18	chr15	2.46092880007082	6.16563616794256
VPS33B	chr15	2.0341662598198	6.65171363898629
VPS39	chr15	2.31412218541658	7.61382028596587
VWA9	chr15	1.9565299390315	6.4162660393792
WASH3P	chr15	2.48560976742027	4.34432384754654
WDR61	chr15	2.11299537375213	5.02569466764061
WDR72	chr15	4.81301697042596	1.02891509557305
WDR73	chr15	2.35948742438714	7.14517669531996
WDR76	chr15	2.16270913075237	6.81027319211103
WDR93	chr15	7.6028666044325	1.09085458831001
WHAMM	chr15	2.72604003348353	6.76880940294194
WHAMMP1	chr15	4.59105172588319	4.63002328170867
WHAMMP2	chr15	4.68966956604704	2.28349062604354
WHAMMP3	chr15	5.30177933227345	3.14819713831479
ZFAND6	chr15	2.25084696195982	5.02554113333183
ZFYVE19	chr15	2.12451602647804	4.63060188707095
ZNF106	chr15	2.12230866285469	6.04058897747711
ZNF280D	chr15	2.4379901950746	3.53808726137867
ZNF592	chr15	2.51957157157157	6.94091291291291
ZNF609	chr15	2.20231855907749	4.33241908206494
ZNF710	chr15	2.07611225940573	4.53895506517402
ZNF770	chr15	3.08047567567568	6.40496511056511
ZNF774	chr15	2.39532632670225	2.3104004570002
ZSCAN2	chr15	3.13342722539053	4.35539995040912
ZSCAN29	chr15	2.26853389157583	7.32092687504512
ZWILCH	chr15	2.05827427133571	5.29254036485636
