chrom	start	end	size	num_data	min	max	mean	median	sum	name	norm_sum	percentile
chr15	51633713	51700210	66497	66122	0.32	35.4	10.7	10.16	707813.24	GLDN	9.21931930967112	0.933411214953271
chr15	52413123	52483566	70443	60043	0.04	15.8	2.84	2.36	170244	GNB5	2.43766237336596	0.392523364485981
chr15	83140199	83182978	42779	36004	0.04	16.96	3.38	2.96	121817	GOLGA2P10	3.95258212306454	0.606308411214953
chr15	62534728	62540995	6267	6092	0.16	13.68	4.83	4.44	29445.24	GOLGA2P11	5.5017264573991	0.746495327102804
chr15	84867600	84898921	31321	28671	0.04	16.88	3.84	3	110229.04	GOLGA2P7	4.72883054483054	0.672897196261682
chr15	74362198	74374892	12694	12694	0.04	17.92	8.5	8	107956.56	GOLGA6A	8.2253369173661	0.898364485981308
chr15	72947038	72959739	12701	12676	0.48	16.8	7.88	8	99840.24	GOLGA6B	10.3803024253918	0.957943925233645
chr15	75550899	75565797	14898	14898	1	22.72	8.23	7.96	122550.32	GOLGA6C	9.72698785617906	0.94392523364486
chr15	75575182	75588149	12967	12967	0.44	23.84	8.32	7.76	107894.64	GOLGA6D	11.0088033989201	0.963785046728972
chr15	22736246	22746003	9757	9507	0.04	13.68	4.91	4.32	46652.24	GOLGA6L1	5.56377340488968	0.75
chr15	82632350	83018199	385849	271174	0.04	19.44	3.01	2.2	815542	GOLGA6L10	4.59680410337345	0.662383177570093
chr15	82804003	83195273	391270	279897	0.04	19.44	3.04	2.32	851808	GOLGA6L17P	4.56657606510446	0.658878504672897
chr15	23684533	23692391	7858	7416	0.36	8.32	3.2	3	23735	GOLGA6L2	4.45453317017874	0.650700934579439
chr15	23403866	23579358	175492	117792	0.04	15.6	4.28	4	503941	GOLGA6L22	6.28857192772287	0.802570093457944
chr15	85783641	85790419	6778	4269	0.04	6	1.6	1	6840.68	GOLGA6L3	3.69766486486487	0.59696261682243
chr15	20737094	20747115	10021	9646	0.04	11.36	3.79	3.32	36541.08	GOLGA6L6	5.98543488943489	0.781542056074766
chr15	29090107	29093822	3715	3690	0.16	10.64	3.79	3	13976	GOLGA6L7P	6.99149574787394	0.831775700934579
chr15	82804769	83108112	303343	206693	0.04	19.44	2.95	2.08	608960.28	GOLGA6L9	4.46026719402329	0.651869158878505
chr15	34671270	34729668	58398	50880	0.04	10.16	2.48	2	126008	GOLGA8A	2.18048417518905	0.241822429906542
chr15	34817484	34875772	58288	52863	0.04	8.68	2.59	2	137037	GOLGA8B	2.27898333565051	0.307242990654206
chr15	20767674	20781027	13353	11703	0.04	13.36	3.22	3	37671.44	GOLGA8CP	5.26578697232318	0.72196261682243
chr15	22702285	22715729	13444	12444	0.04	8.84	3.03	2.88	37667	GOLGA8DP	7.44430653933721	0.858644859813084
chr15	23435070	23448424	13354	12079	0.04	11.4	3.52	3.12	42475.48	GOLGA8EP	7.4596909027046	0.86214953271028
chr15	28623784	28636413	12629	11779	0.2	14.96	3.38	3	39841.4	GOLGA8F	6.24175941244297	0.801401869158878
chr15	28623784	28637172	13388	12538	0.2	14.96	3.51	3	44001	GOLGA8G	6.18450199023995	0.794392523364486
chr15	30896233	30910030	13797	9280	0.04	7	1.74	1	16175	GOLGA8H	4.27683765203596	0.64018691588785
chr15	32681786	32695494	13708	8714	0.04	4.24	1.54	1	13445	GOLGA8K	5.41482078131293	0.739485981308411
chr15	28943841	28957568	13727	9977	0.04	6.84	2.02	2	20146	GOLGA8M	5.11060375443937	0.710280373831776
chr15	32734115	32747836	13721	9021	0.04	7	2.01	1.92	18111.32	GOLGA8O	4.96744925946242	0.692757009345794
chr15	23599895	23613472	13577	10977	0.04	8.56	2.53	2	27785.48	GOLGA8S	5.00639279279279	0.698598130841122
chr15	30427990	30439396	11406	7406	0.04	7.6	1.99	1.76	14761.44	GOLGA8T	5.69939768339768	0.761682242990654
chr15	40091223	40213094	121871	117471	0.04	36.8	6.77	6	795353.04	GPR176	6.900811591688	0.827102803738318
chr15	72452147	72490137	37990	36878	0.04	23.52	5.88	5.32	216660.12	GRAMD2	6.72899310516181	0.820093457943925
chr15	33010205	33026871	16666	15966	0.04	47.2	11.32	10.32	180661	GREM1	12.5560173473076	0.977803738317757
chr15	59930261	59949741	19480	16716	0.08	9.76	2.49	2	41647	GTF2A2	2.02948199405487	0.15303738317757
chr15	65822827	65870694	47867	38917	0.04	9.72	2.41	2	93748.48	HACD3	2.01858810660902	0.151869158878505
chr15	89420516	89438858	18342	16817	0.04	19.56	3.52	2.44	59124.12	HAPLN3	3.95346840521565	0.608644859813084
chr15	42841011	42862191	21180	17530	0.04	8	2.34	2	40947.6	HAUS2	2.29282714597682	0.314252336448598
chr15	73612200	73661606	49406	48606	0.12	20.72	6.53	6.04	317560.44	HCN4	8.89400476123792	0.921728971962617
chr15	50534146	50558163	24017	23417	0.12	17.8	5.11	4.68	119580.64	HDC	4.44636870677475	0.649532710280374
chr15	91474148	91475800	1652	1652	1	6	3.43	3.8	5663.16	HDDC3	2.75713729308666	0.478971962616822
chr15	83806804	83876771	69967	63542	0.04	13	2.9	2.56	183967.64	HDGFRP3	2.61639367950139	0.447429906542056
chr15	63900817	64126148	225331	201606	0.04	10	2.57	2	518888.16	HERC1	2.24533091194969	0.281542056074766
chr15	28356183	28567299	211116	179117	0.04	26.4	2.36	2	421864.32	HERC2	2.23955152094283	0.279205607476636
chr15	31110239	31119987	9748	8786	0.08	12.4	4.56	4.16	40022.44	HERC2P10	4.11541799485861	0.622663551401869
chr15	23282265	23378260	95995	81385	0.04	10.76	2.34	2	190419.8	HERC2P2	2.34999136122424	0.342289719626168
chr15	20613650	20711434	97784	76659	0.04	11	2.49	2	191031.92	HERC2P3	2.31500527151323	0.327102803738318
chr15	23390722	23393944	3222	3022	0.72	11.04	4.14	3.52	12523	HERC2P7	3.40483958673192	0.580607476635514
chr15	28899588	28930411	30823	24923	0.04	8.84	2.31	2	57678	HERC2P9	2.01196617212256	0.149532710280374
chr15	72635776	72668815	33039	29515	0.04	8.92	2.51	2	74215.4	HEXA	2.21029150733236	0.257009345794392
chr15	72668454	72671130	2676	2396	0.08	6.96	3.22	3	7727	HEXA-AS1	3.18970641656484	0.543224299065421
chr15	72968123	72978491	10368	9618	0.16	21.84	4.75	3.84	45660.2	HIGD2B	4.95472834838771	0.689252336448598
chr15	77712993	77777947	64954	58354	0.04	10	2.62	2.24	152965.72	HMG20A	2.36992428176751	0.350467289719626
chr15	45803334	45848929	45595	43270	0.04	32.48	5.51	4.76	238493.36	HMGN2P46	5.71693458302371	0.76285046728972
chr15	83517729	83621477	103748	96823	0.04	38.52	7.46	6.84	722472.72	HOMER2	8.58832267350493	0.911214953271028
chr15	58982672	58985807	3135	2810	0.32	6	2.74	2.52	7703.72	HSP90AB4P	2.23454269106266	0.274532710280374
chr15	99797730	99800482	2752	2252	0.2	7	3.62	3	8157.8	HSP90B2P	2.16387267904509	0.232476635514019
chr15	78799906	78829716	29810	27635	0.04	17.48	3.45	2.72	95341.84	HYKK	3.83962949538883	0.599299065420561
chr15	44092619	44094770	2151	1826	0.24	6	2.12	2	3876.64	HYPK	1.42771279573377	0.0572429906542056
chr15	60711808	60771360	59552	51477	0.04	9.56	2.64	2.08	135775	ICE2	2.47963693476514	0.404205607476636
chr15	90627211	90645787	18576	15489	0.04	9	2.23	2	34565.32	IDH2	1.66374272946586	0.0771028037383178
chr15	78441719	78462885	21166	18491	0.04	10.8	2.64	2.12	48854	IDH3A	2.2297581013236	0.272196261682243
chr15	65619465	65670379	50914	49864	0.08	35.68	7.33	6	365513.28	IGDCC3	9.36258075092598	0.938084112149533
chr15	65673825	65715411	41586	40886	0.16	26.96	7.47	6.96	305235.32	IGDCC4	7.91339106087317	0.884345794392523
chr15	99191768	99507760	315992	308960	0.04	30.2	5.52	5	1704037	IGF1R	5.34532764515825	0.735981308411215
chr15	22448240	22448882	642	582	1	3	2.21	2.04	1288	IGHV1OR15-1	1.2420443587271	0.0496495327102804
chr15	22465806	22466548	742	742	1	3.8	2.18	2	1617.8	IGHV1OR15-3	2.04525916561315	0.160630841121495
chr15	81489219	81605105	115886	112186	0.04	25.76	5.73	5	643227.6	IL16	5.64854094401756	0.755841121495327
chr15	75931426	75932665	1239	1239	1.36	7.52	3.24	2.84	4019.6	IMP3	1.68088451759668	0.080607476635514
chr15	40616257	40618917	2660	2660	1.24	15.28	6.17	5.28	16421.52	INAFM2	5.41249835201055	0.738317757009346
chr15	41271079	41408445	137366	115616	0.04	23.64	2.38	2	274962	INO80	2.06728087177629	0.177570093457944
chr15	25361692	25367624	5932	5299	0.08	7.6	2.71	2.36	14385.52	IPW	2.96012971834	0.51518691588785
chr15	67547138	67794143	247005	231705	0.04	20	4.73	4.08	1095942.08	IQCH	4.99558705899535	0.696261682242991
chr15	67695949	67814183	118234	103809	0.04	12.64	3.1	2.92	321935.32	IQCH-AS1	2.97013510371729	0.516355140186916
chr15	90931473	91045476	114003	100951	0.04	9	2.48	2	250529.24	IQGAP1	2.08350304347219	0.189252336448598
chr15	99189095	99194451	5356	5106	0.12	31.44	11.55	9.72	58954.04	IRAIN	15.1669771031644	0.98714953271028
chr15	78730518	78793799	63281	55656	0.04	10.68	2.6	2.04	144849.8	IREB2	2.16471590399617	0.233644859813084
chr15	89178868	89199576	20708	18233	0.04	12	2.6	2	47385.76	ISG20	1.93986415232755	0.122663551401869
chr15	76629065	76634817	5752	5752	4.6	36.32	15.81	14.44	90954.52	ISL2	19.2414893166914	0.994158878504673
chr15	74466087	74469213	3126	2801	0.44	9.28	4.14	3.56	11587	ISLR	5.0617704620116	0.703271028037383
chr15	74421715	74429144	7429	7354	0.68	45.16	19.44	20.04	142974.12	ISLR2	43.8651653678591	0.998831775700935
chr15	68594042	68724493	130451	127401	0.04	24.28	6.69	6.08	852611.8	ITGA11	7.51535399242587	0.867990654205608
chr15	41786056	41795758	9702	9677	0.4	45.4	12.53	11.84	121207.72	ITPKA	13.3709564258136	0.980140186915888
chr15	40697686	40713513	15827	13402	0.04	7.56	2.45	2	32878.76	IVD	2.01019564685742	0.148364485981308
chr15	42120283	42129786	9503	8436	0.04	11.92	2.66	2	22459	JMJD7	2.04749749293463	0.163551401869159
chr15	42120283	42140347	20064	16822	0.04	11.92	2.26	2	38047.96	JMJD7-PLA2G4B	2.04964887443733	0.164719626168224
chr15	34432875	34502298	69423	57698	0.04	10.24	2.42	2	139569.96	KATNBL1	2.40314680257585	0.369158878504673
chr15	65369154	65372277	3123	3073	0.44	16.6	7.34	7.6	22556.08	KBTBD13	7.49122550647625	0.865654205607477
chr15	64657211	64679887	22676	18250	0.04	8	2.34	2	42735	KIAA0101	2.41751540398841	0.382009345794392
chr15	79724858	79764643	39785	38635	0.04	32.84	6.5	5.68	250982.72	KIAA1024	7.45419423819424	0.85981308411215
chr15	69706585	69740767	34182	29432	0.04	10	2.58	2	75802.32	KIF23	2.30640540376073	0.321261682242991
chr15	90171201	90198683	27482	20307	0.04	21.16	3.64	2.64	73985.24	KIF7	4.99026299885606	0.695093457943925
chr15	31619058	31727869	108811	99094	0.04	19	3.52	3	349281	KLF13	3.12494184590058	0.536214953271028
chr15	86302559	86338190	35631	31006	0.04	25	2.38	2	73748	KLHL25	2.43071852340145	0.39018691588785
chr15	40886447	40954882	68435	53935	0.04	12.8	2.21	2	119431	KNL1	2.27787170023208	0.30607476635514
chr15	40674922	40686490	11568	10218	0.04	6.32	2.63	2.32	26884	KNSTRN	1.80599220744324	0.103971962616822
chr15	63413999	63434265	20266	17066	0.04	7.88	2.3	2	39245.12	LACTB	2.32439706230751	0.33411214953271
chr15	71123863	71146605	22742	22542	0.08	25.84	6.38	5.72	143849.6	LARP6	7.40736773808175	0.851635514018692
chr15	43619974	43622821	2847	2797	0.08	8	3.28	3	9160.52	LCMT2	2.47381042398056	0.400700934579439
chr15	66839806	66858318	18512	15637	0.04	8.88	2.39	2	37354.64	LCTL	2.88533919958969	0.502336448598131
chr15	59499015	59500786	1771	1646	0.56	6	2.4	2	3942.4	LDHAL6B	1.70784959279154	0.0911214953271028
chr15	52230222	52263999	33777	28602	0.04	13.84	2.48	2	70859	LEO1	2.36878244335033	0.348130841121495
chr15	70127573	70135307	7734	7734	0.64	23.32	9.07	8.56	70182.96	LINC00593	7.22418528049408	0.839953271028037
chr15	77516250	77517747	1497	1497	1	7	3.33	2.96	4978	LINC00597	2.05352870319951	0.16588785046729
chr15	98285846	98417660	131814	118489	0.04	10.2	2.49	2	294614.76	LINC00923	2.70805537171851	0.466121495327103
chr15	95976322	96051077	74755	69605	0.04	12.04	3.05	2.96	212592.08	LINC00924	3.28327536679537	0.560747663551402
chr15	57592563	57599968	7405	7230	0.32	8.6	3.31	3	23909.48	LINC00926	3.37895421141888	0.574766355140187
chr15	80555410	80634148	78738	76763	0.08	20.72	7.15	6.64	549034.04	LINC00927	7.63544127054766	0.872663551401869
chr15	90048161	90067266	19105	17455	0.16	17.28	6.34	5.92	110648.6	LINC00928	7.84957846556357	0.879672897196262
chr15	26360960	26378185	17225	14200	0.04	8.56	2.39	2	33884	LINC00929	3.02789841474094	0.522196261682243
chr15	93111048	93115494	4446	4446	1	17.64	8.94	9.16	39742.64	LINC00930	9.07988119716701	0.926401869158878
chr15	85113880	85123413	9533	9283	0.12	22.88	7.45	7	69157.36	LINC00933	8.23596046206979	0.900700934579439
chr15	66874528	66978137	103609	100384	0.04	27.92	5.47	5	548706	LINC01169	6.03255764454233	0.786214953271028
chr15	21145767	21198634	52867	47683	0.04	9.44	2.54	2	121232	LINC01193	4.29215790405381	0.642523364485981
chr15	95822519	95870330	47811	45136	0.04	14	3.96	3.8	178708.44	LINC01197	3.91360345484568	0.605140186915888
chr15	80487821	80544604	56783	56108	0.04	28.68	7.86	7.26	440748.36	LINC01314	8.2315172568355	0.899532710280374
chr15	57611336	57617238	5902	4663	0.2	10	3.09	3	14385.76	LINC01413	2.06691954022989	0.176401869158879
chr15	48095581	48138434	42853	42478	0.08	20.72	6.8	6.24	288962.76	LINC01491	5.97227926587302	0.779205607476635
chr15	93426073	93441978	15905	14653	0.08	7.04	2.53	2	37058.56	LINC01578	2.41896605744125	0.383177570093458
chr15	94443930	94527380	83450	81000	0.04	15.88	4.32	4	349851	LINC01580	4.96383371169126	0.691588785046729
chr15	94448634	94651168	202534	194609	0.04	19	4.62	4.12	899452.8	LINC01581	5.25258584442887	0.719626168224299
chr15	98626208	98631983	5775	5275	0.24	9.04	2.75	2.4	14490.08	LINC01582	5.07533450087566	0.705607476635514
chr15	82380935	82390035	9100	8825	0.2	16	5.53	5.08	48764.8	LINC01583	6.22238101314279	0.799065420560748
chr15	86626576	86659949	33373	32898	0.16	14.64	5.66	5.32	186105	LINC01584	5.84868007542426	0.772196261682243
chr15	91203465	91208186	4721	4696	0.04	9.4	2.99	2.92	14031.32	LINC01585	3.2691798695247	0.55607476635514
chr15	89128802	89148342	19540	19365	0.04	26.32	6.61	5.76	127945.76	LINC01586	6.78217651736019	0.823598130841122
chr15	77905366	78113243	207877	205877	0.04	32.32	7.55	6.96	1554907.2	LINGO1	9.25171032980895	0.934579439252336
chr15	77934106	77941582	7476	7376	0.76	15.68	7.23	7	53327.36	LINGO1-AS1	10.2948571428571	0.955607476635514
chr15	77952393	77960417	8024	7974	0.8	18.76	7.44	6.96	59304.08	LINGO1-AS2	9.84620391031771	0.947429906542056
chr15	101109428	101142446	33018	27493	0.04	11.96	2.84	2.48	78142.12	LINS1	2.45228375674407	0.397196261682243
chr15	58724175	58861074	136899	130774	0.04	20.8	3.76	3.4	491558.36	LIPC	3.28204444088348	0.559579439252336
chr15	58727100	58790935	63835	60135	0.04	10.24	3.24	3	195021.2	LIPC-AS1	2.66039336801927	0.456775700934579
chr15	75105194	75118100	12906	12306	0.08	24.24	6.47	5.64	79679	LMAN1L	5.82023374726077	0.766355140186916
chr15	102277297	102287074	9777	8427	0.04	8.12	2.35	2	19805.24	LOC100128108	2.41695914711238	0.380841121495327
chr15	26147507	26298268	150761	132186	0.04	44	2.57	2	339834.28	LOC100128714	2.87037808475393	0.501168224299065
chr15	52472223	52498077	25854	23479	0.04	11.72	4.07	4	95488.32	LOC100129973	3.85188866478419	0.601635514018692
chr15	29967139	29971368	4229	4229	0.96	11.12	4.97	4.96	21029	LOC100130111	8.74386694386694	0.91588785046729
chr15	33010302	33011067	765	765	19.48	27.72	22.55	21.96	17251.28	LOC100131315	46.6250810810811	1
chr15	30938318	31065210	126892	117542	0.04	12	3.11	2.96	365940.8	LOC100288637	2.75950978351688	0.480140186915888
chr15	29033389	29034539	1150	1150	1	24	12.17	11.16	13990.96	LOC100289656	15.5849930936149	0.988317757009346
chr15	45021186	45025050	3864	3700	0.04	8	2.58	2	9533	LOC100419583	2.37550585092598	0.353971962616822
chr15	52211160	52216318	5158	4033	0.12	7	2.11	2	8499.28	LOC100422556	1.79063398026344	0.100467289719626
chr15	32828960	32872811	43851	42201	0.04	20.24	5.09	4.56	214950.2	LOC100996255	6.97776984255803	0.830607476635514
chr15	91565852	91574370	8518	7168	0.04	9.68	3.08	2	22061.2	LOC101926911	3.21310806874454	0.546728971962617
chr15	22278031	22383565	105534	93834	0.04	14	3.7	3.24	347326.72	LOC101927079	4.29100379279246	0.641355140186916
chr15	94399789	94421586	21797	21272	0.04	23	4.82	4	102448	LOC101927153	5.55890766552791	0.748831775700935
chr15	97913601	98065042	151441	120016	0.04	16	2.38	2	285699.72	LOC101927286	2.57241133410767	0.439252336448598
chr15	98096514	98103929	7415	6640	0.12	7	2.52	2	16745.4	LOC101927310	2.95541828450406	0.514018691588785
chr15	101432548	101459489	26941	26366	0.08	22.52	6.87	6.24	181126.64	LOC101927751	6.21104999657088	0.796728971962617
chr15	32878306	32906948	28642	21992	0.08	16.08	2.83	2	62139.96	LOC101928042	5.05037044743027	0.702102803738318
chr15	33595858	33602861	7003	7003	1.76	20	10.25	10.32	71806.48	LOC101928134	9.94208083649937	0.949766355140187
chr15	35047285	35105125	57840	56865	0.04	27.84	8.25	7.16	469031.2	LOC101928174	8.65291393782861	0.913551401869159
chr15	38332594	38354542	21948	21698	0.12	10.44	4.06	4	88171	LOC101928227	4.03380913166804	0.615654205607477
chr15	45543779	45571421	27642	25567	0.04	11.8	3.29	3	84110.76	LOC101928414	3.2231729131763	0.547897196261682
chr15	59060271	59063174	2903	2078	0.44	6	2.45	2	5097	LOC101928725	2.23454625164402	0.275700934579439
chr15	62352702	62354634	1932	1784	0.68	22.04	10.07	9	17960.36	LOC101928907	6.0209051290647	0.785046728971963
chr15	64220473	64228153	7680	6477	0.08	7	2.81	3	18171.8	LOC101928988	2.2771679197995	0.303738317757009
chr15	68126646	68131218	4572	4572	2	46.8	15.77	14.8	72112.56	LOC101929076	9.51056926867097	0.940420560747664
chr15	70863297	70878946	15649	15599	0.36	18.92	7.52	7	117362	LOC101929151	8.80810427849226	0.918224299065421
chr15	76467232	76473828	6596	6571	0.24	23.16	10.72	10.48	70423.52	LOC101929439	10.1643535089948	0.953271028037383
chr15	77817937	77826453	8516	8216	0.16	18	4.35	3	35732.6	LOC101929457	4.19889541715629	0.634345794392523
chr15	80846951	80855286	8335	8335	1	24.04	7.66	6.96	63829.8	LOC101929586	8.69345761806959	0.914719626168224
chr15	86298172	86301957	3785	2960	0.24	6.8	1.91	2	5663	LOC101929679	2.27704061117813	0.302570093457944
chr15	101098871	101100005	1134	880	0.04	5	1.74	1	1531	LOC102723335	1.27903091060986	0.0514018691588785
chr15	63682429	63729736	47307	46207	0.04	24.08	6.22	5.36	287384.36	LOC102723344	5.33276402886455	0.733644859813084
chr15	67223875	67248854	24979	24554	0.08	18.12	5.44	5	133495.84	LOC102723481	4.91824190398998	0.686915887850467
chr15	67276545	67356521	79976	76051	0.04	25.76	5.4	4.72	410430	LOC102723493	4.88665317299679	0.684579439252336
chr15	72900822	72929297	28475	27525	0.04	16.52	3.78	3.16	103946.44	LOC102723640	4.16201961961962	0.632009345794392
chr15	84977316	84978857	1541	1541	1	13.12	6.7	6.44	10318.6	LOC102724034	18.0080279232112	0.992990654205608
chr15	87482028	87531658	49630	42483	0.04	10.6	2.61	2.12	110674.72	LOC102724452	3.10249949821657	0.533878504672897
chr15	22448240	22448882	642	582	1	3	2.21	2.04	1288	LOC102724760	1.2420443587271	0.0496495327102804
chr15	31508224	31517211	8987	7436	0.08	7.32	2.32	2	17222	LOC102725022	1.84352614248952	0.11214953271028
chr15	84977217	84980582	3365	3090	0.32	13.12	4.37	3	13499.28	LOC103171574	9.12113513513514	0.932242990654206
chr15	32957903	32965267	7364	7039	0.08	7.8	3.34	3.2	23540.4	LOC105370757	3.26541822721598	0.554906542056075
chr15	42184975	42191014	6039	5864	0.08	8.52	2.55	2.04	14958	LOC105370792	2.7891105724408	0.485981308411215
chr15	45997393	46223268	225875	203900	0.04	271.44	3.77	3	768039.44	LOC105370802	4.01196968193192	0.613317757009346
chr15	55348945	55384372	35427	27677	0.04	10.16	3	2.84	83128.8	LOC105370829	3.34886194255328	0.566588785046729
chr15	72700120	72766581	66461	60205	0.04	18.2	4.38	3.48	263635.6	LOC105370888	5.1261053859615	0.711448598130841
chr15	40075107	40077818	2711	2711	0.32	10	3.35	3	9087.76	LOC105370941	3.27142610298353	0.557242990654206
chr15	41199007	41201550	2543	2468	0.6	7.2	2.17	1.96	5348	LOC105370943	2.79379806084921	0.48714953271028
chr15	87476111	87489563	13452	12377	0.04	9.52	2.8	2.88	34617.36	LOC105370954	3.03900974453516	0.523364485981308
chr15	75519094	75522032	2938	2938	2.12	17.76	9.84	9.6	28917.28	LOC105376731	7.81548108108108	0.878504672897196
chr15	69689243	69707369	18126	17926	0.04	21.28	6.41	5.68	114885.28	LOC145694	7.37768302080658	0.850467289719626
chr15	57178368	57210698	32330	29782	0.04	9.2	2.99	2.72	89016.68	LOC145783	2.73350775372332	0.473130841121495
chr15	37156644	37178735	22091	21966	0.32	35.96	11.36	9.72	249463	LOC145845	11.8037141553911	0.97196261682243
chr15	23094331	23115255	20924	19774	0.12	19.96	4.02	3.52	79533.48	LOC283683	4.96339740389416	0.690420560747664
chr15	31514971	31523051	8080	7180	0.08	6.16	2.54	2.36	18234.32	LOC283710	2.06825554542279	0.179906542056075
chr15	74418714	74421620	2906	2906	1	27.44	14.41	13	41878.44	LOC283731	15.7083420855214	0.989485981308411
chr15	83379223	83382746	3523	3523	1	19.92	6.48	5	22844.4	LOC338963	10.3666660616072	0.956775700934579
chr15	100347228	100423188	75960	65738	0.04	11	2.86	2.6	188030	LOC400464	2.88743857493857	0.504672897196262
chr15	84860600	84878026	17426	15376	0.04	12.52	2.91	2.4	44728	LOC440300	3.33616767360334	0.565420560747664
chr15	95398592	95400294	1702	794	0.16	3	1.72	1.92	1364	LOC440311	1.66447015180358	0.0782710280373832
chr15	22465806	22466548	742	742	1	3.8	2.18	2	1617.8	LOC642131	2.04525916561315	0.160630841121495
chr15	84868830	84869442	612	445	0.08	3	1.66	1	737.4	LOC642423	1.99297297297297	0.141355140186916
chr15	78206559	78219189	12630	12505	0.04	17.6	6.59	6.08	82440.36	LOC645752	11.3711468752931	0.967289719626168
chr15	21932514	21940740	8226	7326	0.16	17	7.12	6.96	52125.4	LOC646214	5.74822895254563	0.764018691588785
chr15	79044379	79045735	1356	1356	0.68	7.8	3.58	3	4850.68	LOC646938	3.38026480836237	0.575934579439252
chr15	83140204	83182974	42770	35995	0.04	16.96	3.38	3	121806.4	LOC727751	3.95320276982274	0.607476635514019
chr15	22278032	22371089	93057	81507	0.04	13.8	3.46	3	282227.64	LOC727924	4.0438394085282	0.616822429906542
chr15	74653893	74654383	490	490	3.16	9.72	5.49	5	2691.8	LOC729739	5.65504201680672	0.757009345794392
chr15	78285575	78286568	993	918	0.2	6.72	2.53	2	2319	LOC91450	3.39531478770132	0.579439252336449
chr15	74218799	74244483	25684	25684	0.04	24.28	8.81	8	226278.72	LOXL1	9.9669083381051	0.950934579439252
chr15	74209809	74220590	10781	10656	0.68	21.24	8.64	7.76	92062.52	LOXL1-AS1	10.5879838987924	0.95911214953271
chr15	34651089	34659396	8307	7146	0.08	9	2.55	2	18210.32	LPCAT4	2.40083322346737	0.367990654205608
chr15	99791567	99930938	139371	122763	0.04	11.72	2.83	2.56	347623.52	LRRC28	2.31946941389986	0.330607476635514
chr15	71145578	71342437	196859	178859	0.04	23.72	3.5	3	626184.64	LRRC49	3.87398248238909	0.602803738317757
chr15	42834720	42841003	6283	5708	0.12	8	2.91	2.8	16595.2	LRRC57	3.37026807473599	0.570093457943925
chr15	101459420	101610318	150898	135243	0.04	11.04	2.56	2	346805	LRRK1	2.07158526075196	0.182242990654206
chr15	41795840	41806086	10246	10021	0.36	35.24	9.42	7.52	94400.96	LTK	13.4283015647226	0.981308411214953
chr15	99557933	99574276	16343	15718	0.16	12.24	4.11	4	64613	LUNAR1	4.24276052268698	0.639018691588785
chr15	52015261	52043651	28390	26790	0.04	13.24	3.68	3	98630.6	LYSMD2	3.09992230597867	0.532710280373832
chr15	100267606	100273650	6044	5300	0.16	9.36	3.16	2.94	16747	LYSMD4	2.51456456456456	0.414719626168224
chr15	23888696	23892994	4298	2875	0.08	4	1.35	1	3885	MAGEL2	1.60747091243111	0.0724299065420561
chr15	91445448	91465816	20368	16152	0.04	7	2.35	2	37954	MAN2A2	2.04531002446569	0.162383177570093
chr15	75648133	75660969	12836	9844	0.04	8	2.14	2	21100	MAN2C1	2.31258220078913	0.324766355140187
chr15	43809806	43823819	14013	13363	0.04	28.6	7.14	6	95416.88	MAP1A	9.04936627706268	0.925233644859813
chr15	66679211	66783883	104672	87258	0.04	20	2.68	2.08	233746	MAP2K1	2.11513785957959	0.199766355140187
chr15	67835021	68099456	264435	236600	0.04	12.2	2.77	2.44	656380	MAP2K5	2.28755641521599	0.310747663551402
chr15	52311411	52358463	47052	41800	0.04	10	2.58	2	107670	MAPK6	2.30123108489356	0.316588785046729
chr15	42066632	42120054	53422	45879	0.04	11.36	2.56	2	117562	MAPKBP1	2.39791102179949	0.365654205607477
chr15	94841430	95027182	185752	171677	0.04	13.52	3.08	3	528170.44	MCTP2	3.27195710163458	0.558411214953271
chr15	100106133	100256694	150561	137219	0.04	133.92	2.99	2.48	409868.16	MEF2A	2.56424024024024	0.438084112149533
chr15	66187634	66546076	358442	352317	0.04	44.08	7.04	6.48	2481038.12	MEGF11	6.86224583666391	0.824766355140187
chr15	37183222	37393501	210279	201229	0.04	29.88	3.73	3.16	750625.04	MEIS2	3.67627271881321	0.593457943925234
chr15	81293295	81296346	3051	1946	0.04	5.6	1.86	1	3623.12	MESDC1	1.22333270306043	0.0478971962616822
chr15	81239668	81282220	42552	37150	0.04	12	2.62	2	97495	MESDC2	2.37390855478775	0.352803738317757
chr15	90293098	90294541	1443	1002	0.04	16.52	7.46	10.08	7475	MESP1	10.6785714285714	0.960280373831776
chr15	90319589	90321983	2394	2394	1	10	4.38	4	10474.92	MESP2	6.36773252279635	0.80607476635514
chr15	82334119	82338485	4366	4341	0.16	23.16	6.99	4.44	30352	MEX3B	14.9149877149877	0.985981308411215
chr15	44096733	44116952	20219	17119	0.04	8.76	2.2	2	37663.48	MFAP1	1.68178075463273	0.0817757009345794
chr15	89441914	89456701	14787	14287	0.12	17.76	5.83	5.08	83288.92	MFGE8	7.32640530878793	0.845794392523365
chr15	41952610	42062142	109532	92900	0.04	11	2.4	2	222925	MGA	2.16310400986164	0.231308411214953
chr15	62929371	62937381	8010	7910	0.52	17	5.23	5	41330.8	MGC15885	5.98390039090777	0.780373831775701
chr15	89151338	89151429	91	91	13.92	19.56	17.59	18.2	1600.28	MIR1179	11.1316082359488	0.964953271028037
chr15	34674270	34674352	82	82	1.44	5	2.78	2	228	MIR1233-1	2.68235294117647	0.462032710280374
