name	chrom	h3k27me3_percentile	h3k36me3_percentile
NIPA1	chr15	0.366822429906542	0.835280373831776
NIPA2	chr15	0.191588785046729	0.976635514018692
NMB	chr15	0.683411214953271	0.452102803738318
NOP10	chr15	0.542056074766355	0.668224299065421
NOX5	chr15	0.876168224299065	0.233644859813084
NPAP1	chr15	0.406542056074766	0.189252336448598
NPTN	chr15	0.328271028037383	0.76285046728972
NPTN-IT1	chr15	0.317757009345794	0.990654205607477
NR2E3	chr15	0.647196261682243	0.264018691588785
NR2F2	chr15	0.942757009345794	0.228971962616822
NR2F2-AS1	chr15	0.63785046728972	0.377336448598131
NRG4	chr15	0.718457943925234	0.31892523364486
NSMCE3	chr15	0.511682242990654	0.546728971962617
NTRK3	chr15	0.813084112149533	0.190420560747664
NTRK3-AS1	chr15	0.928738317757009	0.0420560747663551
NUSAP1	chr15	0.19392523364486	0.982476635514019
NUTM1	chr15	0.258177570093458	0.570093457943925
OAZ2	chr15	0.0735981308411215	0.724299065420561
OCA2	chr15	0.521028037383178	0.309579439252336
ODF3L1	chr15	0.793224299065421	0.132009345794393
OIP5	chr15	0.0934579439252336	0.700934579439252
OIP5-AS1	chr15	0.394859813084112	0.939252336448598
ONECUT1	chr15	0.962616822429907	0.14018691588785
OR4F13P	chr15	0.961448598130841	0.425233644859813
OR4F15	chr15	0.920560747663551	0.488317757009346
OR4F4	chr15	0.945093457943925	0.0128504672897196
OR4F6	chr15	0.815420560747664	0.480140186915888
OR4M2	chr15	0.66588785046729	0.0338785046728972
OR4N3P	chr15	0.52803738317757	0.0257009345794393
OR4N4	chr15	0.752336448598131	0.426401869158879
OTUD7A	chr15	0.717289719626168	0.337616822429907
PAK6	chr15	0.844626168224299	0.128504672897196
PAQR5	chr15	0.870327102803738	0.148364485981308
PARP16	chr15	0.0969626168224299	0.650700934579439
PARP6	chr15	0.246495327102804	0.927570093457944
PATL2	chr15	0.421728971962617	0.531542056074766
PCAT29	chr15	0.93107476635514	0.142523364485981
PCSK6	chr15	0.832943925233645	0.120327102803738
PCSK6-AS1	chr15	0.577102803738318	0.15303738317757
PDCD6IPP2	chr15	0.866822429906542	0.428738317757009
PDCD7	chr15	0.492990654205608	0.988317757009346
PDE8A	chr15	0.297897196261682	0.661214953271028
PDIA3	chr15	0.156542056074766	0.967289719626168
PEAK1	chr15	0.457943925233645	0.524532710280374
PEX11A	chr15	0.526869158878505	0.54088785046729
PGBD4	chr15	0.572429906542056	0.587616822429907
PGPEP1L	chr15	0.578271028037383	0.367990654205608
PHGR1	chr15	0.954439252336449	0.259345794392523
PIAS1	chr15	0.401869158878505	0.856308411214953
PIF1	chr15	0.0700934579439252	0.849299065420561
PIGB	chr15	0.23481308411215	0.803738317757009
PIGBOS1	chr15	0.564252336448598	0.629672897196262
PIN4P1	chr15	0.677570093457944	0.991822429906542
PKM	chr15	0.26518691588785	0.995327102803738
PLA2G4B	chr15	0.117990654205607	0.657710280373832
PLA2G4D	chr15	0.905373831775701	0.213785046728972
PLA2G4E	chr15	0.663551401869159	0.191588785046729
PLA2G4E-AS1	chr15	0.808411214953271	0.378504672897196
PLA2G4F	chr15	0.744158878504673	0.088785046728972
PLCB2	chr15	0.595794392523365	0.561915887850467
PLEKHO2	chr15	0.157710280373832	0.883177570093458
PLIN1	chr15	0.811915887850467	0.327102803738318
PML	chr15	0.379672897196262	0.954439252336449
POLG	chr15	0.195093457943925	1
POLR2M	chr15	0.508177570093458	0.942757009345794
POTEB	chr15	0.630257009345794	0.227219626168224
POTEB2	chr15	0.630257009345794	0.227219626168224
POTEB3	chr15	0.628504672897196	0.232476635514019
PPCDC	chr15	0.0852803738317757	0.660046728971963
PPIB	chr15	0.239485981308411	0.985981308411215
PPIP5K1	chr15	0.255841121495327	0.73714953271028
PPP1R14D	chr15	0.633177570093458	0.35981308411215
PRC1	chr15	0.282710280373832	0.940420560747664
PRC1-AS1	chr15	0.283878504672897	0.97196261682243
PRKXP1	chr15	0.545560747663551	0.442757009345794
PRTG	chr15	0.809579439252336	0.310747663551402
PSMA4	chr15	0.349299065420561	0.964953271028037
PSTPIP1	chr15	0.408878504672897	0.551401869158878
PTPN9	chr15	0.119158878504673	0.73481308411215
PWAR1	chr15	0.469626168224299	0.133177570093458
PWAR5	chr15	0.699766355140187	0.919392523364486
PWARSN	chr15	0.498831775700935	0.922897196261682
PWRN1	chr15	0.429906542056075	0.393691588785047
PWRN2	chr15	0.10981308411215	0.0537383177570093
PWRN3	chr15	0.339953271028037	0.271028037383178
PWRN4	chr15	0.476635514018692	0.356308411214953
PYGO1	chr15	0.864485981308411	0.257009345794392
RAB11A	chr15	0.424065420560748	0.884345794392523
RAB27A	chr15	0.489485981308411	0.581775700934579
RAB8B	chr15	0.172897196261682	0.752336448598131
RAD51	chr15	0.0946261682242991	0.830607476635514
RAD51-AS1	chr15	0.0303738317757009	0.0327102803738318
RASGRF1	chr15	0.707943925233645	0.410046728971963
RASGRP1	chr15	0.210280373831776	0.755841121495327
RASL12	chr15	0.70911214953271	0.0549065420560748
RBPMS2	chr15	0.726635514018692	0.16588785046729
RCCD1	chr15	0.130841121495327	0.669392523364486
RCN2	chr15	0.475467289719626	0.695093457943925
REC114	chr15	0.771028037383178	0.433411214953271
REREP3	chr15	0.656542056074766	0.311915887850467
RFX7	chr15	0.463785046728972	0.775700934579439
RGMA	chr15	0.946261682242991	0.245327102803738
RHCG	chr15	0.877336448598131	0.0922897196261682
RHOV	chr15	0.376168224299065	0.470794392523364
RLBP1	chr15	0.69392523364486	0.0992990654205607
RMDN3	chr15	0.175233644859813	0.893691588785047
RNF111	chr15	0.31892523364486	0.858644859813084
RORA	chr15	0.79088785046729	0.455607476635514
RORA-AS1	chr15	0.587616822429907	0.64018691588785
RORA-AS2	chr15	0.863317757009346	0.532710280373832
RPAP1	chr15	0.238317757009346	0.828271028037383
RPL4	chr15	0.537383177570093	0.989485981308411
RPLP1	chr15	0.0712616822429906	0.802570093457944
RPP25	chr15	0.814252336448598	0.141355140186916
RPS17	chr15	0.355140186915888	0.953271028037383
RPS27L	chr15	0.29088785046729	0.712616822429907
RPUSD2	chr15	0.058411214953271	0.679906542056075
RSL24D1	chr15	0.186915887850467	0.827102803738318
RTF1	chr15	0.81892523364486	0.905373831775701
RYR3	chr15	0.869158878504673	0.267523364485981
SALRNA2	chr15	0.927570093457944	0.40303738317757
SALRNA3	chr15	0.941588785046729	0.0058411214953271
SAXO2	chr15	0.76518691588785	0.441588785046729
SCAMP2	chr15	0.18107476635514	0.839953271028037
SCAMP5	chr15	0.685747663551402	0.476635514018692
SCAND2P	chr15	0.497663551401869	0.622663551401869
SCAPER	chr15	0.507009345794392	0.558411214953271
SCG3	chr15	0.754672897196262	0.475467289719626
SCG5	chr15	0.571261682242991	0.628504672897196
SEC11A	chr15	0.372663551401869	0.865654205607477
SECISBP2L	chr15	0.40303738317757	0.796728971962617
SEMA4B	chr15	0.477803738317757	0.725467289719626
SEMA6D	chr15	0.620327102803738	0.302570093457944
SEMA7A	chr15	0.134345794392523	0.948598130841122
SENP8	chr15	0.45911214953271	0.494158878504673
SERF2	chr15	0.561915887850467	0.66588785046729
SERF2-C15ORF63	chr15	0.0794392523364486	0.886682242990654
SERINC4	chr15	0.0841121495327103	0.957943925233645
SH2D7	chr15	0.510514018691589	0.219626168224299
SH3GL3	chr15	0.842289719626168	0.258177570093458
SHC4	chr15	0.759345794392523	0.336448598130841
SHF	chr15	0.646028037383178	0.406542056074766
SIN3A	chr15	0.132009345794393	0.910046728971963
SKOR1	chr15	0.995327102803738	0.0630841121495327
SLC12A1	chr15	0.810747663551402	0.304906542056075
SLC12A6	chr15	0.260514018691589	0.86214953271028
SLC24A1	chr15	0.434579439252336	0.647196261682243
SLC24A5	chr15	0.448598130841121	0.438084112149533
SLC27A2	chr15	0.714953271028037	0.244158878504673
SLC28A1	chr15	0.817757009345794	0.241822429906542
SLC28A2	chr15	0.58411214953271	0.394859813084112
SLC30A4	chr15	0.723130841121495	0.418224299065421
SLC51B	chr15	0.585280373831776	0.273364485981308
SLCO3A1	chr15	0.835280373831776	0.223130841121495
SLTM	chr15	0.420560747663551	0.980140186915888
SMAD3	chr15	0.344626168224299	0.718457943925234
SMAD6	chr15	0.88785046728972	0.0946261682242991
SNAP23	chr15	0.168224299065421	0.811915887850467
SNAPC5	chr15	0.309579439252336	0.966121495327103
SNHG21	chr15	0.591121495327103	0.98481308411215
SNORD108	chr15	0.60981308411215	0.514018691588785
SNORD109A	chr15	0.0356308411214953	0.57768691588785
SNORD109B	chr15	0.0356308411214953	0.57768691588785
SNORD115-14	chr15	0.00408878504672897	0.0654205607476635
SNORD115-15	chr15	0.362733644859813	0.230724299065421
SNORD115-21	chr15	0.362733644859813	0.230724299065421
SNORD115-24	chr15	0.0327102803738318	0.0934579439252336
SNORD115-26	chr15	0.00408878504672897	0.456775700934579
SNORD115-30	chr15	0.00408878504672897	0.0116822429906542
SNORD115-31	chr15	0.0467289719626168	0.206775700934579
SNORD115-32	chr15	0.0292056074766355	0.0058411214953271
SNORD115-37	chr15	0.0128504672897196	0.0572429906542056
SNORD115-38	chr15	0.0356308411214953	0.0841121495327103
SNORD115-39	chr15	0.00408878504672897	0.0186915887850467
SNORD115-4	chr15	0.0233644859813084	0.0058411214953271
SNORD115-41	chr15	0.00408878504672897	0.0058411214953271
SNORD115-42	chr15	0.0607476635514019	0.248831775700935
SNORD115-45	chr15	0.00934579439252336	0.127336448598131
SNORD115-46	chr15	0.552570093457944	0.0712616822429906
SNORD115-47	chr15	0.804906542056075	0.473130841121495
SNORD115-7	chr15	0.0280373831775701	0.0163551401869159
SNORD116-10	chr15	0.0356308411214953	0.973130841121495
SNORD116-11	chr15	0.044392523364486	0.745327102803738
SNORD116-12	chr15	0.0432242990654206	0.432242990654206
SNORD116-13	chr15	0.417056074766355	0.642523364485981
SNORD116-14	chr15	0.014018691588785	0.744158878504673
SNORD116-15	chr15	0.488317757009346	0.892523364485981
SNORD116-16	chr15	0.671728971962617	0.998831775700935
SNORD116-17	chr15	0.018107476635514	0.620911214953271
SNORD116-18	chr15	0.114485981308411	0.557242990654206
SNORD116-19	chr15	0.018107476635514	0.620911214953271
SNORD116-2	chr15	0.0391355140186916	0.741238317757009
SNORD116-21	chr15	0.00408878504672897	0.447429906542056
SNORD116-22	chr15	0.425233644859813	0.713785046728972
SNORD116-26	chr15	0.519859813084112	0.851635514018692
SNORD116-27	chr15	0.0408878504672897	0.489485981308411
SNORD116-29	chr15	0.0560747663551402	0.75
SNORD116-30	chr15	0.107476635514019	0.63785046728972
SNORD116-5	chr15	0.0216121495327103	0.516939252336449
SNORD116-6	chr15	0.0391355140186916	0.741238317757009
SNORD116-7	chr15	0.0216121495327103	0.516939252336449
SNORD116-8	chr15	0.0151869158878505	0.545560747663551
SNORD16	chr15	0.0549065420560748	0.608644859813084
SNORD18B	chr15	0.567757009345794	0.997663551401869
SNORD18C	chr15	0.0829439252336449	0.733644859813084
SNRPA1	chr15	0.315420560747664	0.963785046728972
SNRPN	chr15	0.491822429906542	0.498831775700935
SNUPN	chr15	0.136682242990654	0.918224299065421
SNURF	chr15	0.474299065420561	0.753504672897196
SNX1	chr15	0.433411214953271	0.928738317757009
SNX22	chr15	0.454439252336449	0.95911214953271
SNX33	chr15	0.664719626168224	0.313084112149533
SORD	chr15	0.294392523364486	0.767523364485981
SPATA41	chr15	0.716121495327103	0.0724299065420561
SPATA5L1	chr15	0.227803738317757	0.896028037383178
SPATA8	chr15	0.679906542056075	0.0911214953271028
SPATA8-AS1	chr15	0.48481308411215	0.126168224299065
SPESP1	chr15	0.836448598130841	0.163551401869159
SPG11	chr15	0.269859813084112	0.955607476635514
SPG21	chr15	0.43107476635514	0.932242990654206
SPINT1	chr15	0.481308411214953	0.533878504672897
SPPL2A	chr15	0.155373831775701	0.84696261682243
SPRED1	chr15	0.529205607476635	0.507009345794392
SPTBN5	chr15	0.837616822429907	0.315420560747664
SQRDL	chr15	0.220794392523364	0.714953271028037
SRP14	chr15	0.205607476635514	0.950934579439252
SRP14-AS1	chr15	0.26285046728972	0.563084112149533
ST20	chr15	0.503504672897196	0.672897196261682
ST20-AS1	chr15	0.0922897196261682	0.0408878504672897
ST20-MTHFS	chr15	0.440420560747664	0.705607476635514
ST8SIA2	chr15	0.904205607476635	0.134345794392523
STARD5	chr15	0.445093457943925	0.815420560747664
STARD9	chr15	0.147196261682243	0.658878504672897
STOML1	chr15	0.268691588785047	0.567757009345794
STRA6	chr15	0.654205607476635	0.386682242990654
STRC	chr15	0.896028037383178	0.303738317757009
SV2B	chr15	0.828271028037383	0.261682242990654
SYNM	chr15	0.724299065420561	0.398364485981308
TARSL2	chr15	0.364485981308411	0.779205607476635
TBC1D21	chr15	0.935747663551402	0.0735981308411215
TBC1D2B	chr15	0.196261682242991	0.758177570093458
TCF12	chr15	0.389018691588785	0.646028037383178
TERB2	chr15	0.625	0.125
TEX9	chr15	0.467289719626168	0.720794392523365
TGM5	chr15	0.660046728971963	0.468457943925234
TGM7	chr15	0.883177570093458	0.324766355140187
THAP10	chr15	0.525700934579439	0.436915887850467
THBS1	chr15	0.906542056074766	0.10981308411215
THSD4	chr15	0.843457943925234	0.23481308411215
THSD4-AS1	chr15	0.821261682242991	0.30607476635514
THSD4-AS2	chr15	0.90303738317757	0.0700934579439252
TICRR	chr15	0.35981308411215	0.961448598130841
TIPIN	chr15	0.0630841121495327	0.768691588785047
TJP1	chr15	0.704439252336449	0.252336448598131
TLE3	chr15	0.235981308411215	0.962616822429907
TLN2	chr15	0.783878504672897	0.352803738317757
TM2D3	chr15	0.331775700934579	0.797897196261682
TM6SF1	chr15	0.375	0.598130841121495
TMC3	chr15	0.782710280373832	0.440420560747664
TMC3-AS1	chr15	0.800233644859813	0.343457943925234
TMCO5A	chr15	0.728971962616822	0.266355140186916
TMCO5B	chr15	0.922897196261682	0.314252336448598
TMED3	chr15	0.188084112149533	0.630841121495327
TMEM202	chr15	0.912383177570093	0.320093457943925
TMEM266	chr15	0.789719626168224	0.363317757009346
TMEM62	chr15	0.240654205607477	0.836448598130841
TMEM87A	chr15	0.219626168224299	0.864485981308411
TMOD2	chr15	0.468457943925234	0.535046728971963
TMOD3	chr15	0.218457943925234	0.792056074766355
TNFAIP8L3	chr15	0.849299065420561	0.301401869158879
TP53BP1	chr15	0.405373831775701	0.79088785046729
TPM1	chr15	0.795560747663551	0.405373831775701
TRIM69	chr15	0.490654205607477	0.554906542056075
TRIP4	chr15	0.184579439252336	0.793224299065421
TRPM1	chr15	0.617990654205608	0.212616822429907
TRPM7	chr15	0.204439252336449	0.929906542056075
TSPAN3	chr15	0.169392523364486	0.644859813084112
TTBK2	chr15	0.329439252336449	0.589953271028037
TTC23	chr15	0.287383177570093	0.599299065420561
TTLL13P	chr15	0.908878504672897	0.182242990654206
TUBGCP4	chr15	0.0747663551401869	0.863317757009346
TUBGCP5	chr15	0.295560747663551	0.949766355140187
TYRO3	chr15	0.84696261682243	0.0397196261682243
TYRO3P	chr15	0.120327102803738	0.739485981308411
UACA	chr15	0.667056074766355	0.286214953271028
UBAP1L	chr15	0.0689252336448598	0.773364485981308
UBE2Q2	chr15	0.273364485981308	0.702102803738318
UBE2Q2L	chr15	0.725467289719626	0.171728971962617
UBE2Q2P1	chr15	0.627336448598131	0.462616822429907
UBE2Q2P2	chr15	0.588785046728972	0.511682242990654
UBE3A	chr15	0.494158878504673	0.870327102803738
UBL7	chr15	0.391355140186916	0.936915887850467
UBL7-AS1	chr15	0.22196261682243	0.684579439252336
UBR1	chr15	0.171728971962617	0.831775700934579
ULK3	chr15	0.370327102803738	0.68107476635514
ULK4P1	chr15	0.856892523364486	0.509929906542056
ULK4P2	chr15	0.856892523364486	0.509929906542056
ULK4P3	chr15	0.853971962616822	0.51285046728972
UNC13C	chr15	0.54088785046729	0.39018691588785
UNC45A	chr15	0.211448598130841	0.901869158878505
USP3	chr15	0.245327102803738	0.820093457943925
USP3-AS1	chr15	0.276869158878505	0.761682242990654
USP50	chr15	0.582943925233645	0.508177570093458
USP8	chr15	0.183411214953271	0.880841121495327
VIMP	chr15	0.323598130841121	0.914719626168224
VPS13C	chr15	0.247663551401869	0.813084112149533
VPS18	chr15	0.399532710280374	0.860981308411215
VPS33B	chr15	0.154205607476636	0.89018691588785
VPS39	chr15	0.325934579439252	0.946261682242991
VWA9	chr15	0.129672897196262	0.878504672897196
WASH3P	chr15	0.407710280373832	0.696261682242991
WDR61	chr15	0.198598130841121	0.76518691588785
WDR72	chr15	0.678738317757009	0.275700934579439
WDR73	chr15	0.343457943925234	0.926401869158878
WDR76	chr15	0.230140186915888	0.904205607476635
WDR93	chr15	0.871495327102804	0.329439252336449
WHAMM	chr15	0.470794392523364	0.900700934579439
WHAMMP1	chr15	0.661214953271028	0.727803738317757
WHAMMP2	chr15	0.669392523364486	0.530373831775701
WHAMMP3	chr15	0.730140186915888	0.60981308411215
ZFAND6	chr15	0.285046728971963	0.764018691588785
ZFYVE19	chr15	0.207943925233645	0.728971962616822
ZNF106	chr15	0.206775700934579	0.850467289719626
ZNF280D	chr15	0.393691588785047	0.641355140186916
ZNF592	chr15	0.419392523364486	0.912383177570093
ZNF609	chr15	0.253504672897196	0.69392523364486
ZNF710	chr15	0.185747663551402	0.716121495327103
ZNF770	chr15	0.531542056074766	0.875
ZNF774	chr15	0.360981308411215	0.537383177570093
ZSCAN2	chr15	0.538551401869159	0.697429906542056
ZSCAN29	chr15	0.296728971962617	0.933411214953271
ZWILCH	chr15	0.170560747663551	0.782710280373832
