#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	score	name2	cdsStartStat	cdsEndStat
1595	NM_145553	chr4	-	132455127	132478466	132457136	132478353	9	0	Fam76a	cmpl	cmpl
1596	NM_010208	chr4	+	132530009	132557797	132542077	132556258	13	0	Fgr	cmpl	cmpl
1596	NM_146155	chr4	+	132567420	132634025	132617364	132622149	7	0	Ahdc1	cmpl	cmpl
1597	NM_153423	chr4	+	132686547	132754245	132732397	132751789	9	0	Wasf2	cmpl	cmpl
1597	NR_105984	chr4	+	132751569	132751631	132751631	132751631	1	0	Mir7017	unk	unk
1597	NM_008154	chr4	-	132765254	132768451	132766281	132767274	2	0	Gpr3	cmpl	cmpl
1598	NM_027152	chr4	+	132776723	132780469	132776894	132780173	6	0	Cd164l2	cmpl	cmpl
1598	NM_016693	chr4	+	132796732	132808843	132797003	132808657	29	0	Map3k6	cmpl	cmpl
1598	NM_031393	chr4	-	132809004	132819002	132809083	132816958	15	0	Sytl1	cmpl	cmpl
1598	NM_025667	chr4	-	132821959	132833705	132822748	132833639	6	0	Tmem222	cmpl	cmpl
1598	NR_110978	chr4	-	132821959	132833705	132833705	132833705	5	0	Tmem222	unk	unk
1598	NM_199306	chr4	-	132848380	132895230	132850102	132879790	16	0	Wdtc1	cmpl	cmpl
1599	NM_016981	chr4	+	132925686	132979613	132926458	132978242	12	0	Slc9a1	cmpl	cmpl
1599	NR_039582	chr4	+	132925690	132925779	132925779	132925779	1	0	Mir5122	unk	unk
1600	NM_001081156	chr4	-	133047014	133054465	133053700	133054372	2	0	Trnp1	cmpl	cmpl
1600	NM_001083916	chr4	+	133074877	133086705	133083888	133086284	4	0	Kdf1	cmpl	cmpl
1600	NM_133707	chr4	+	133074877	133086705	133083888	133086284	4	0	Kdf1	cmpl	cmpl
1600	NM_010948	chr4	-	133088456	133101942	133088662	133101800	8	0	Nudc	cmpl	cmpl
1600	NM_011850	chr4	+	133109290	133112601	133109339	133112151	2	0	Nr0b2	cmpl	cmpl
1600	NM_172876	chr4	+	133130659	133140157	133130674	133139747	7	0	Gpatch3	cmpl	cmpl
1600	NM_001290742	chr4	+	133140287	133147650	133140373	133147313	5	0	Gpn2	cmpl	cmpl
1600	NM_133884	chr4	+	133140287	133147650	133140373	133147313	5	0	Gpn2	cmpl	cmpl
1600	NM_018754	chr4	-	133156470	133158083	133156937	133157684	1	0	Sfn	cmpl	cmpl
1601	NM_001145955	chr4	-	133217339	133228562	133218424	133225730	4	0	Pigv	cmpl	cmpl
1601	NM_001145956	chr4	-	133217339	133228562	133218424	133225730	3	0	Pigv	cmpl	cmpl
1601	NM_178698	chr4	-	133217339	133228562	133218424	133225730	4	0	Pigv	cmpl	cmpl
1601	NR_106086	chr4	-	133272964	133273023	133273023	133273023	1	0	Mir7227	unk	unk
1602	NM_001285506	chr4	-	133403205	133430646	133403966	133430582	21	0	Rps6ka1	cmpl	cmpl
1603	NM_016957	chr4	-	133520653	133523906	133521452	133523724	6	0	Hmgn2	cmpl	cmpl
1603	NM_026144	chr4	-	133524971	133556779	133526931	133556246	9	0	Dhdds	cmpl	cmpl
1604	NM_001162970	chr4	+	133624366	133648419	133628372	133648322	20	0	Aim1l	cmpl	cmpl
1604	NM_013706	chr4	-	133649452	133650988	133649641	133650899	2	0	Cd52	cmpl	cmpl
1604	NM_026257	chr4	+	133658497	133682695	133664199	133682672	15	0	Ubxn11	cmpl	cmpl
1604	NR_045571	chr4	+	133658497	133682695	133682695	133682695	14	0	Ubxn11	unk	unk
1604	NM_080559	chr4	-	133683320	133684668	133683655	133684578	3	0	Sh3bgrl3	cmpl	cmpl
1605	NM_001080712	chr4	-	133746718	133758919	133747004	133758907	8	0	Gm7534	cmpl	cmpl
1605	NM_001130030	chr4	-	133767882	133783298	133768234	133783252	9	0	Catsper4	cmpl	cmpl
1605	NM_177866	chr4	-	133767882	133783298	133768234	133783252	11	0	Catsper4	cmpl	cmpl
1605	NM_001081047	chr4	-	133783956	133794314	133784229	133794223	21	0	Cnksr1	cmpl	cmpl
1605	NM_024215	chr4	-	133799220	133801506	133800703	133801418	3	0	Zfp593	cmpl	cmpl
1605	NR_040435	chr4	+	133799677	133801788	133801788	133801788	5	0	E130218I03Rik	unk	unk
1605	NR_040436	chr4	+	133799677	133801788	133801788	133801788	5	0	E130218I03Rik	unk	unk
1605	NM_001099296	chr4	-	133807024	133810021	133807264	133808080	2	0	Grrp1	cmpl	cmpl
1606	NM_001163794	chr4	-	133830920	133843168	133834290	133840445	3	0	Pdik1l	cmpl	cmpl
1606	NM_146156	chr4	-	133830920	133843761	133834290	133840445	3	0	Pdik1l	cmpl	cmpl
1606	NM_001039048	chr4	+	133871034	133885544	133871138	133884830	9	0	Trim63	cmpl	cmpl
1606	NM_001039677	chr4	+	133898960	133910399	133899201	133908443	8	0	Slc30a2	cmpl	cmpl
1606	NM_019578	chr4	-	133912287	133928462	133913562	133927633	11	0	Extl1	cmpl	cmpl
1607	NM_001285874	chr4	+	133958826	133983327	133958929	133981482	10	0	Pafah2	cmpl	cmpl
1607	NM_001285877	chr4	+	133958884	133983327	133966840	133981482	8	0	Pafah2	cmpl	cmpl
1607	NR_045800	chr4	-	134004679	134006086	134006086	134006086	3	0	1700021N21Rik	unk	unk
1607	NM_019641	chr4	+	134024234	134029758	134026077	134029318	5	0	Stmn1	cmpl	cmpl
1607	NM_001285845	chr4	+	134052675	134066152	134062748	134063786	3	0	Paqr7	cmpl	cmpl
1607	NM_001285846	chr4	+	134052675	134066152	134062748	134063786	4	0	Paqr7	cmpl	cmpl
1607	NM_001285847	chr4	+	134052675	134066152	134062748	134063786	3	0	Paqr7	cmpl	cmpl
1607	NM_027995	chr4	+	134052675	134066152	134062748	134063786	2	0	Paqr7	cmpl	cmpl
1607	NM_001285849	chr4	+	134052955	134066152	134062748	134063786	3	0	Paqr7	cmpl	cmpl
1607	NM_001081099	chr4	+	134066913	134079837	134067006	134079683	3	0	Aunip	cmpl	cmpl
1608	NM_029100	chr4	-	134093806	134108081	134095530	134108034	12	0	Sepn1	cmpl	cmpl
1608	NR_105829	chr4	-	134123637	134123766	134123766	134123766	1	0	Mir6403	unk	unk
1609	NM_145554	chr4	-	134301326	134323919	134302966	134323815	9	0	Ldlrap1	cmpl	cmpl
1610	NM_025382	chr4	-	134358675	134409260	134360276	134409032	11	0	Tmem57	cmpl	cmpl
1610	NM_011270	chr4	+	134420450	134452087	134420515	134451895	10	0	Rhd	cmpl	cmpl
1610	NM_027935	chr4	-	134453763	134470831	134454345	134469098	7	0	Tmem50a	cmpl	cmpl
1611	NM_026780	chr4	+	134486894	134493452	134486909	134492920	7	0	Syf2	cmpl	cmpl
1612	NM_019732	chr4	+	134676559	134733905	134677020	134731747	6	0	Runx3	cmpl	cmpl
1613	NM_013885	chr4	-	134769884	134828675	134773015	134828504	6	0	Clic4	cmpl	cmpl
1614	NM_001130477	chr4	-	134876398	134909129	134877261	134909032	18	0	Srrm1	cmpl	cmpl
1614	NM_016799	chr4	-	134876398	134909129	134877261	134909032	18	0	Srrm1	cmpl	cmpl
1614	NM_001168498	chr4	-	134925491	134941587	134926483	134932981	5	0	Ncmap	cmpl	cmpl
1614	NM_001243305	chr4	-	134925491	134941587	134926483	134932981	4	0	Ncmap	cmpl	cmpl
1614	NM_181047	chr4	-	134925491	134941587	134926483	134932981	5	0	Ncmap	cmpl	cmpl
1614	NM_001168500	chr4	-	134925491	134954142	134926483	134932981	5	0	Ncmap	cmpl	cmpl
1614	NM_001243306	chr4	-	134925491	134954142	134926483	134936083	6	0	Ncmap	cmpl	cmpl
1614	NM_145555	chr4	-	134925491	134954142	134926483	134932981	5	0	Ncmap	cmpl	cmpl
1614	NM_022980	chr4	-	134968223	134989720	134972334	134981323	5	0	Rcan3	cmpl	cmpl
1614	NR_030481	chr4	-	134972469	134972548	134972548	134972548	1	0	Mir700	unk	unk
1615	NM_028995	chr4	-	135004815	135050419	135008287	135046952	12	0	Nipal3	cmpl	cmpl
1615	NM_030189	chr4	+	135051901	135093718	135062323	135092568	9	0	Stpg1	cmpl	cmpl
1615	NM_001013756	chr4	-	135097802	135129535	135098573	135129339	16	0	Grhl3	cmpl	cmpl
1616	NR_015613	chr4	+	135182569	135186113	135186113	135186113	3	0	1700029M20Rik	unk	unk
1616	NR_027909	chr4	+	135182569	135186113	135186113	135186113	2	0	1700029M20Rik	unk	unk
1616	NM_174851	chr4	+	135242371	135264095	135242456	135261777	7	0	Ifnlr1	cmpl	cmpl
1617	NM_178257	chr4	+	135284073	135311298	135284134	135307280	7	0	Il22ra1	cmpl	cmpl
1617	NM_001085509	chr4	+	135315629	135371482	135318434	135370334	37	0	Myom3	cmpl	cmpl
1618	NM_001080387	chr4	+	135411985	135421733	135412141	135419941	6	0	Srsf10	cmpl	cmpl
1618	NM_001284195	chr4	+	135411985	135421733	135412141	135419941	6	0	Srsf10	cmpl	cmpl
1618	NM_001284196	chr4	+	135411985	135425814	135412141	135423101	6	0	Srsf10	cmpl	cmpl
1618	NM_010178	chr4	+	135411985	135425814	135412141	135423101	6	0	Srsf10	cmpl	cmpl
1618	NM_026383	chr4	-	135426840	135429761	135427928	135428351	3	0	Pnrc2	cmpl	cmpl
1618	NM_009924	chr4	+	135451103	135476134	135472527	135473571	2	0	Cnr2	cmpl	cmpl
1618	NM_001305278	chr4	+	135467594	135476134	135472527	135473571	2	0	Cnr2	cmpl	cmpl
1618	NM_024243	chr4	+	135476640	135496215	135476718	135495129	8	0	Fuca1	cmpl	cmpl
1618	NM_008254	chr4	+	135502367	135518532	135502395	135518125	9	0	Hmgcl	cmpl	cmpl
1618	NM_178389	chr4	+	135521079	135524093	135521253	135523774	10	0	Gale	cmpl	cmpl
1619	NM_025411	chr4	-	135531516	135543159	135532309	135543050	6	0	Pithd1	cmpl	cmpl
1619	NM_013736	chr4	-	135559284	135577564	135561530	135577540	11	0	Tceb3	cmpl	cmpl
1619	NM_025919	chr4	-	135605862	135609286	135605901	135609268	6	0	Rpl11	cmpl	cmpl
1620	NM_008321	chr4	+	135699736	135701307	135699793	135700268	3	0	Id3	cmpl	cmpl
1620	NM_177733	chr4	+	135728188	135751971	135728695	135748952	7	0	E2f2	cmpl	cmpl
1620	NM_001305399	chr4	+	135736696	135751971	135737273	135748952	5	0	E2f2	cmpl	cmpl
1621	NM_011542	chr4	+	135803871	135830814	135803963	135830703	11	0	Tcea3	cmpl	cmpl
1621	NM_009557	chr4	+	135841983	135849857	135843124	135847130	3	0	Zfp46	cmpl	cmpl
1621	NM_001277121	chr4	+	135866856	135901894	135870013	135895943	11	0	Hnrnpr	cmpl	cmpl
1621	NM_001277122	chr4	+	135866856	135901894	135873025	135895943	10	0	Hnrnpr	cmpl	cmpl
1621	NM_001277123	chr4	+	135866856	135901894	135873025	135895943	10	0	Hnrnpr	cmpl	cmpl
1621	NM_028871	chr4	+	135866856	135901894	135870013	135895943	11	0	Hnrnpr	cmpl	cmpl
1622	NM_001285482	chr4	+	135979438	136000316	135998376	135999501	3	0	Htr1d	cmpl	cmpl
1622	NM_001285483	chr4	+	135979438	136000316	135998376	135999501	3	0	Htr1d	cmpl	cmpl
1622	NM_008309	chr4	+	135979438	136000316	135998376	135999501	2	0	Htr1d	cmpl	cmpl
1622	NM_001285484	chr4	+	135980526	136000316	135998376	135999501	2	0	Htr1d	cmpl	cmpl
1623	NM_133872	chr4	-	136106447	136158638	136106762	136158500	19	0	Kdm1a	cmpl	cmpl
1623	NM_026300	chr4	+	136166351	136169128	136166413	136169018	2	0	4930549C01Rik	cmpl	cmpl
1625	NM_009777	chr4	-	136436060	136442092	136436203	136438222	3	0	C1qb	cmpl	cmpl
1626	NM_007572	chr4	-	136451830	136454759	136452068	136453752	3	0	C1qa	cmpl	cmpl
1626	NM_007939	chr4	-	136485333	136512731	136486962	136512662	17	0	Epha8	cmpl	cmpl
1628	NR_040443	chr4	-	136714996	136720981	136720981	136720981	4	0	Gm13003	unk	unk
1629	NM_009861	chr4	-	136875610	136913674	136877017	136891994	6	0	Cdc42	cmpl	cmpl
1629	NM_001243769	chr4	-	136877677	136913674	136878444	136891994	6	0	Cdc42	cmpl	cmpl
1629	NM_001126318	chr4	-	136957468	136965706	136957542	136965674	8	0	Cela3a	cmpl	cmpl
1630	NM_026419	chr4	-	136976922	136986435	136976988	136986414	8	0	Cela3b	cmpl	cmpl
1630	NM_027063	chr4	+	137009210	137011376	137010450	137011311	2	0	1700013G24Rik	cmpl	cmpl
1630	NR_105985	chr4	+	137094200	137094285	137094285	137094285	1	0	Mir7018	unk	unk
1631	NM_001033979	chr4	-	137126790	137131095	137127997	137130484	4	0	Ldlrad2	cmpl	cmpl
1631	NM_130879	chr4	+	137150103	137214452	137150297	137212059	28	0	Usp48	cmpl	cmpl
1632	NM_001081155	chr4	+	137237581	137285776	137237626	137284451	25	0	Rap1gap	cmpl	cmpl
1632	NM_001256218	chr4	+	137237581	137285776	137237626	137284479	25	0	Rap1gap	cmpl	cmpl
1632	NM_001287172	chr4	-	137297645	137322390	137298351	137314547	12	0	Alpl	cmpl	cmpl
1632	NM_007431	chr4	-	137297645	137352299	137298351	137314547	12	0	Alpl	cmpl	cmpl
1635	NR_126429	chr4	-	137693494	137694433	137694433	137694433	2	0	1700095J12Rik	unk	unk
1635	NR_105825	chr4	+	137719123	137719207	137719207	137719207	1	0	Mir6399	unk	unk
1636	NM_001122896	chr4	+	137772526	137800597	137778021	137797655	12	0	Hp1bp3	cmpl	cmpl
1636	NM_001285478	chr4	+	137772526	137800597	137777542	137797655	13	0	Hp1bp3	cmpl	cmpl
1636	NM_001285479	chr4	+	137772526	137800597	137777542	137797655	13	0	Hp1bp3	cmpl	cmpl
1636	NM_001285480	chr4	+	137772526	137800597	137778021	137797655	12	0	Hp1bp3	cmpl	cmpl
1636	NM_001285481	chr4	+	137772526	137800597	137777542	137797655	13	0	Hp1bp3	cmpl	cmpl
1636	NM_010470	chr4	+	137772526	137800597	137777542	137797655	13	0	Hp1bp3	cmpl	cmpl
1636	NM_001122897	chr4	+	137773041	137800597	137777542	137797655	13	0	Hp1bp3	cmpl	cmpl
1636	NM_001099631	chr4	+	137806325	137816883	137809786	137815172	10	0	Sh2d5	cmpl	cmpl
1636	NM_001190978	chr4	+	137818165	137857888	137818417	137857190	12	0	Kif17	cmpl	cmpl
1636	NM_010623	chr4	+	137818165	137857888	137818417	137857342	15	0	Kif17	cmpl	cmpl
1636	NM_007838	chr4	+	137860652	137868526	137860793	137867898	11	0	Ddost	cmpl	cmpl
1636	NM_026880	chr4	-	137869324	137882211	137869870	137882134	8	0	Pink1	cmpl	cmpl
1636	NR_105986	chr4	-	137872046	137872115	137872115	137872115	1	0	Mir7019	unk	unk
1637	NM_028176	chr4	-	137894442	137923870	137894798	137923858	4	0	Cda	cmpl	cmpl
1637	NM_001081672	chr4	-	137950006	137952373	137950929	137951922	1	0	Fam43b	cmpl	cmpl
1637	NM_026689	chr4	+	137990586	137998180	137990674	137995595	4	0	Mul1	cmpl	cmpl
1637	NM_025451	chr4	+	138011062	138016041	138011100	138012703	2	0	Camk2n1	cmpl	cmpl
1639	NM_001285930	chr4	-	138274440	138280771	138276444	138277278	3	0	Ubxn10	cmpl	cmpl
1640	NM_008868	chr4	+	138281239	138300490	138287499	138299677	6	0	Pla2g2c	cmpl	cmpl
1640	NM_012045	chr4	-	138306447	138313513	138308126	138313388	5	0	Pla2g2f	cmpl	cmpl
1640	NM_011109	chr4	+	138331649	138338058	138331728	138336308	4	0	Pla2g2d	cmpl	cmpl
1640	NM_011110	chr4	-	138355161	138375172	138356454	138362139	5	0	Pla2g5	cmpl	cmpl
1640	NR_002926	chr4	+	138387771	138391104	138391104	138391104	5	0	Pla2g2a	unk	unk
1640	NM_001082531	chr4	+	138387790	138391104	138388586	138390807	6	0	Pla2g2a	cmpl	cmpl
1641	NM_001308487	chr4	-	138426906	138429879	138427093	138429843	3	0	Gm13030	cmpl	cmpl
1641	NM_012044	chr4	+	138433856	138438729	138435371	138438472	5	0	Pla2g2e	cmpl	cmpl
1641	NM_028453	chr4	-	138451293	138469862	138451652	138469742	8	0	Otud3	cmpl	cmpl
1641	NM_025786	chr4	+	138523026	138524281	138523065	138523908	1	0	Rnf186	cmpl	cmpl
1642	NM_021358	chr4	-	138617323	138630704	138617334	138630676	3	0	Htr6	cmpl	cmpl
1642	NM_008675	chr4	-	138638206	138648885	138639259	138641535	4	0	Nbl1	cmpl	cmpl
1643	NR_033543	chr4	-	138731321	138736570	138736570	138736570	3	0	Gm16287	unk	unk
1644	NM_145384	chr4	-	138853919	138866615	138854806	138862521	9	0	Pqlc2	cmpl	cmpl
1644	NM_025337	chr4	+	138866658	138874701	138866669	138874168	7	0	Akr7a5	cmpl	cmpl
1644	NM_001290810	chr4	-	138903354	138908491	138903570	138908211	8	0	Mrto4	cmpl	cmpl
1644	NM_023536	chr4	-	138903354	138908491	138903570	138908211	8	0	Mrto4	cmpl	cmpl
1644	NM_001039200	chr4	+	138908501	138934650	138908534	138931440	23	0	Emc1	cmpl	cmpl
1644	NM_146157	chr4	+	138908501	138934650	138908534	138931440	24	0	Emc1	cmpl	cmpl
1645	NM_001160319	chr4	+	138936573	139045447	138936601	139045146	106	0	Ubr4	cmpl	cmpl
1646	NM_183148	chr4	+	139086462	139176297	139159152	139172348	12	0	Iffo2	cmpl	cmpl
1646	NM_001205173	chr4	+	139130634	139176297	139130862	139172348	9	0	Iffo2	cmpl	cmpl
1647	NR_105987	chr4	+	139199956	139200026	139200026	139200026	1	0	Mir7020	unk	unk
1647	NM_031873	chr4	+	139209452	139226194	139209483	139225711	6	0	Tas1r2	cmpl	cmpl
1649	NR_045159	chr4	-	139482025	139499434	139499434	139499434	3	0	4933427I22Rik	unk	unk
1649	NR_045160	chr4	-	139482597	139488989	139488989	139488989	4	0	4933427I22Rik	unk	unk
1649	NM_173427	chr4	-	139518087	139523941	139521227	139523549	1	0	Klhdc7a	cmpl	cmpl
1649	NR_035519	chr4	-	139523440	139523535	139523535	139523535	1	0	Mir2139	unk	unk
1655	NM_173867	chr4	+	140257387	140279135	140258071	140277119	13	0	Rcc2	cmpl	cmpl
1655	NM_153106	chr4	-	140283269	140298558	140283490	140298495	16	0	Padi6	cmpl	cmpl
1655	NM_011061	chr4	-	140301422	140330118	140302038	140330095	16	0	Padi4	cmpl	cmpl
1655	NM_011060	chr4	-	140341283	140366563	140342315	140366522	16	0	Padi3	cmpl	cmpl
1655	NR_045944	chr4	+	140366907	140373426	140373426	140373426	3	0	Gm13032	unk	unk
1656	NR_040654	chr4	+	140428607	140433972	140433972	140433972	3	0	4930515B02Rik	unk	unk
1656	NM_008812	chr4	+	140462274	140508501	140462348	140505839	16	0	Padi2	cmpl	cmpl
1657	NM_023374	chr4	+	140517185	140535107	140517319	140535017	8	0	Sdhb	cmpl	cmpl
1657	NM_001164366	chr4	+	140542787	140563616	140542981	140562905	29	0	Atp13a2	cmpl	cmpl
1657	NM_029097	chr4	+	140542787	140563616	140542981	140562993	29	0	Atp13a2	cmpl	cmpl
1657	NM_001161799	chr4	+	140566338	140571899	140568773	140571495	9	0	Mfap2	cmpl	cmpl
1657	NM_008546	chr4	+	140566551	140571899	140568773	140571495	9	0	Mfap2	cmpl	cmpl
1657	NM_172122	chr4	-	140572551	140609576	140572960	140609494	37	0	Crocc	cmpl	cmpl
1657	NM_001145958	chr4	-	140572551	140616460	140572960	140607090	36	0	Crocc	cmpl	cmpl
1657	NM_025383	chr4	-	140622426	140634260	140623478	140634219	8	0	Necap2	cmpl	cmpl
1658	NM_177867	chr4	+	140644259	140668674	140646377	140668567	15	0	Spata21	cmpl	cmpl
1658	NM_001025608	chr4	-	140668892	140695711	140671676	140695657	4	0	Szrd1	cmpl	cmpl
1658	NM_001277195	chr4	-	140668892	140695711	140671676	140695657	4	0	Szrd1	cmpl	cmpl
1658	NR_102343	chr4	-	140668892	140695711	140695711	140695711	3	0	Szrd1	unk	unk
1658	NR_102344	chr4	-	140668892	140695711	140695711	140695711	3	0	Szrd1	unk	unk
1658	NM_172518	chr4	+	140703836	140759977	140723642	140756479	10	0	Fbxo42	cmpl	cmpl
1659	NM_172520	chr4	+	140798798	140813477	140802118	140812794	17	0	Arhgef19	cmpl	cmpl
1659	NM_010139	chr4	+	140857135	140885299	140857267	140884433	17	0	Epha2	cmpl	cmpl
1660	NM_001085513	chr4	+	140924106	140940089	140924217	140939562	7	0	Fam131c	cmpl	cmpl
1660	NM_001146307	chr4	-	140940525	140954014	140940815	140953963	19	0	Clcnka	cmpl	cmpl
1660	NM_024412	chr4	-	140940525	140954621	140940815	140953963	20	0	Clcnka	cmpl	cmpl
1660	NM_019701	chr4	-	140960271	140971903	140960499	140971210	20	0	Clcnkb	cmpl	cmpl
1660	NM_013868	chr4	+	140976693	140981225	140977699	140979973	3	0	Hspb7	cmpl	cmpl
1660	NM_001033374	chr4	-	140988586	140992020	140988943	140991964	2	0	Gm694	cmpl	cmpl
1660	NM_009541	chr4	+	141000587	141023852	141017685	141023041	16	0	Zbtb17	cmpl	cmpl
1661	NR_030695	chr4	+	141102076	141104228	141104228	141104228	1	0	B330016D10Rik	unk	unk
1661	NM_001163256	chr4	-	141131976	141155839	141133744	141151385	9	0	Fblim1	cmpl	cmpl
1661	NM_133754	chr4	-	141131976	141161967	141133744	141151385	9	0	Fblim1	cmpl	cmpl
1662	NM_145987	chr4	-	141170147	141174548	141170495	141173901	6	0	Tmem82	cmpl	cmpl
1662	NR_033566	chr4	+	141170284	141171519	141171519	141171519	3	0	AI507597	unk	unk
1662	NM_001013780	chr4	-	141174739	141179749	141176326	141179611	5	0	Slc25a34	cmpl	cmpl
1662	NM_001033150	chr4	-	141181648	141220030	141182484	141219835	20	0	Plekhm2	cmpl	cmpl
1662	NM_023544	chr4	-	141239477	141241631	141239765	141241514	1	0	Rsc1a1	cmpl	cmpl
1662	NM_001017966	chr4	-	141239477	141279334	141245229	141279109	10	0	Ddi2	cmpl	cmpl
1663	NM_001081408	chr4	+	141302589	141315178	141302724	141314986	7	0	Agmat	cmpl	cmpl
1663	NM_172338	chr4	-	141317912	141346559	141319433	141344970	15	0	Dnajc16	cmpl	cmpl
1663	NM_001277932	chr4	+	141349526	141371893	141349769	141369565	8	0	Casp9	cmpl	cmpl
1663	NM_015733	chr4	+	141349526	141371893	141349769	141369602	9	0	Casp9	cmpl	cmpl
1663	NM_007919	chr4	-	141370877	141381918	141370952	141381897	8	0	Cela2a	cmpl	cmpl
1663	NM_001033875	chr4	-	141394154	141402274	141394214	141402183	9	0	Ctrc	cmpl	cmpl
1663	NR_040641	chr4	+	141400235	141402905	141402905	141402905	3	0	Ctrcos	unk	unk
1664	NR_040672	chr4	+	141538906	141542712	141542712	141542712	4	0	Fhad1os1	unk	unk
1665	NR_131014	chr4	+	141573812	141584910	141584910	141584910	2	0	4930455G09Rik	unk	unk
1665	NM_145402	chr4	-	141586907	141640219	141587600	141593660	3	0	Tmem51	cmpl	cmpl
1665	NR_027137	chr4	+	141640212	141644016	141644016	141644016	5	0	Tmem51os1	unk	unk
1666	NM_001109684	chr4	-	141695154	141766123	141697543	141766123	7	0	Kazn	cmpl	incmpl
1666	NM_001109685	chr4	-	141695154	141795316	141697543	141795107	8	0	Kazn	cmpl	cmpl
1673	NR_105988	chr4	-	142726002	142726065	142726065	142726065	1	0	Mir7021	unk	unk
1675	NM_001162983	chr4	+	142939652	142960931	142940071	142959920	2	0	Lrrc38	cmpl	cmpl
1675	NM_031377	chr4	+	142984343	142989722	142986357	142988787	4	0	Pramel1	cmpl	cmpl
1676	NM_172877	chr4	+	143002328	143010990	143006568	143009308	5	0	Pramef8	cmpl	cmpl
1676	NM_173773	chr4	-	143027066	143040205	143027353	143029919	5	0	Oog4	cmpl	cmpl
1676	NM_001113735	chr4	+	143101214	143107736	143101242	143107151	5	0	Gm13057	cmpl	cmpl
1676	NM_001113736	chr4	+	143101214	143107736	143101242	143107151	5	0	Gm13040	cmpl	cmpl
1676	NM_001039595	chr4	+	143101245	143107734	143104949	143107151	4	0	Gm13043	cmpl	cmpl
1677	NM_001113735	chr4	+	143141602	143148139	143141630	143147554	4	0	Gm13057	cmpl	cmpl
1677	NM_001113736	chr4	+	143141602	143148139	143141630	143147554	4	0	Gm13040	cmpl	cmpl
1677	NM_001007579	chr4	+	143157369	143163701	143160914	143163117	4	0	BC080695	cmpl	cmpl
1677	NM_001126324	chr4	+	143204905	143208498	143204905	143207540	3	0	Gm13083	cmpl	cmpl
1677	NM_001126325	chr4	-	143243662	143247149	143243971	143246550	4	0	Gm13088	cmpl	cmpl
1678	NM_001085412	chr4	+	143309353	143319061	143315903	143318461	4	0	Gm13078	cmpl	cmpl
1678	NM_001007077	chr4	+	143379236	143385488	143379304	143385215	4	0	Gm13023	cmpl	cmpl
1679	NM_001005371	chr4	-	143399893	143405996	143400177	143405951	4	0	Gm13084	cmpl	cmpl
1679	NM_177571	chr4	+	143436399	143443540	143436441	143443225	4	0	Gm13103	cmpl	cmpl
1679	NM_001085414	chr4	-	143484139	143490283	143484139	143487828	6	0	Pramef6	cmpl	cmpl
1680	NM_001126315	chr4	-	143538085	143540919	143538672	143540910	3	0	Pramef25	cmpl	cmpl
1680	NM_001085540	chr4	-	143581029	143584272	143581346	143584272	3	0	Pramef17	cmpl	cmpl
1681	NM_001085419	chr4	+	143689782	143700004	143696433	143699226	4	0	Gm13102	cmpl	cmpl
1681	NM_201258	chr4	-	143747458	143752554	143747764	143752509	4	0	Oog3	cmpl	cmpl
1682	NM_001177542	chr4	-	143796664	143802920	143796941	143802868	4	0	C87977	cmpl	cmpl
1682	NM_001085418	chr4	-	143860535	143870369	143861071	143863907	4	0	Pramel5	cmpl	cmpl
1683	NM_001085541	chr4	+	143920151	143923368	143920151	143923051	3	0	Gm13128	cmpl	cmpl
1683	NM_001034101	chr4	+	143947866	143954322	143951538	143953740	4	0	Gm13119	cmpl	cmpl
1683	NM_001115077	chr4	-	143962662	143967836	143962662	143967836	3	0	Gm13125	cmpl	cmpl
1683	NM_029948	chr4	-	143981576	143998367	143982506	143985875	4	0	Pramef12	cmpl	cmpl
1683	NM_027056	chr4	-	144008093	144028675	144008306	144028507	4	0	1700012P22Rik	cmpl	cmpl
1684	NM_198662	chr4	+	144109724	144119256	144109788	144119138	4	0	9430007A20Rik	cmpl	cmpl
1684	NM_001085542	chr4	-	144144902	144155037	144144902	144155037	4	0	Gm13124	cmpl	cmpl
1685	NM_001081248	chr4	+	144203609	144213301	144203609	144213301	4	0	Gm13177	cmpl	cmpl
1685	NM_001085504	chr4	-	144259839	144276271	144259839	144276271	4	0	Gm436	cmpl	cmpl
1686	NM_001126316	chr4	-	144367106	144376486	144367300	144376430	4	0	Gm438	cmpl	cmpl
1687	NM_001172424	chr4	+	144482729	144517548	144483495	144517122	7	0	Dhrs3	cmpl	cmpl
1687	NM_011303	chr4	+	144483039	144517548	144483417	144517122	6	0	Dhrs3	cmpl	cmpl
1690	NM_009401	chr4	-	144858878	144905050	144858893	144904987	13	0	Tnfrsf8	cmpl	cmpl
1691	NR_002888	chr4	+	145054112	145057864	145057864	145057864	1	0	Smarca5-ps	unk	unk
1692	NM_001324416	chr4	+	145175102	145215246	145207048	145214297	4	0	Gm13212	cmpl	cmpl
1692	NM_001324553	chr4	+	145100661	145128154	145120788	145128154	4	0	LOC101056073	cmpl	cmpl
1693	NM_001103158	chr4	+	145260599	145294340	145286063	145292543	5	0	Gm13242	cmpl	cmpl
1694	NR_033612	chr4	+	145427121	145427895	145427895	145427895	1	0	Gm13238	unk	unk
1696	NR_045468	chr4	+	145651165	145679000	145679000	145679000	3	0	1700095A21Rik	unk	unk
