gene	length
FAM83G	33681
FAM83H	9813
FAM83H-AS1	12199
FAM84A	7360
FAM84B	6030
FAM86B1	12013
FAM86B2	10730
FAM86B3P	10358
FAM86C1	13725
FAM86C2P	13571
FAM86DP	13565
FAM86EP	13670
FAM86FP	11899
FAM86HP	13653
FAM86JP	13425
FAM87A	7245
FAM87B	2465
FAM89A	21293
FAM89B	1851
FAM8A1	11434
FAM90A1	6360
FAM90A10P	1731
FAM90A25P	3513
FAM90A27P	2061
FAM90A2P	3815
FAM90A7P	2968
FAM91A1	42224
FAM92A1	28745
FAM92A1P2	2456
FAM92B	14158
FAM95A	5860
FAM95B1	5651
FAM95C	4807
FAM96A	21451
FAM96B	2370
FAM98A	15703
FAM98B	33585
FAM98C	5955
FAM99A	2259
FAM99B	2361
FAM9A	10543
FAM9B	9897
FAM9C	9183
FAN1	7938
FANCA	79108
FANCB	29664
FANCC	218202
FANCD2	73275
FANCD2OS	26913
FANCE	14745
FANCF	3310
FANCG	6180
FANCI	73170
FANCL	82139
FANCM	31255
FANK1	113055
FANK1-AS1	1087
FAP	72853
FAR1	63689
FAR2	186615
FAR2P1	25134
FAR2P2	11795
FARP1	307213
FARP2	109789
FARS2	510576
FARSA	11276
FARSB	84914
FAS	26504
FAS-AS1	1553
FASLG	7866
FASN	19894
FASTK	4264
FASTKD1	45415
FASTKD2	30801
FASTKD3	9880
FASTKD5	13369
FAT1	136052
FAT2	64854
FAT3	544375
FAT4	176522
FATE1	7158
FAU	1575
FAXC	76740
FAXDC2	32195
FBF1	28660
FBL	11963
FBLIM1	27831
FBLL1	1059
FBLN1	55874
FBLN2	89299
FBLN5	78293
FBLN7	49831
FBN1	237484
FBN2	280136
FBN3	83469
FBP1	36504
FBP2	35120
FBRS	11293
FBRSL1	94618
FBXL12	8838
FBXL13	261709
FBXL14	28174
FBXL15	3324
FBXL16	13327
FBXL17	523067
FBXL18	38003
FBXL19	25730
FBXL19-AS1	3952
FBXL2	109825
FBXL20	149014
FBXL21	11363
FBXL22	5070
FBXL3	21944
FBXL4	74283
FBXL5	51030
FBXL6	3097
FBXL7	439602
FBXL8	4188
FBXO10	65363
FBXO11	81801
FBXO15	74413
FBXO16	61911
FBXO17	34414
FBXO18	48025
FBXO2	6472
FBXO21	46717
FBXO22	27010
FBXO22-AS1	449
FBXO24	14786
FBXO25	63069
FBXO27	8575
FBXO28	47962
FBXO3	33583
FBXO3-AS1	973
FBXO30	16651
FBXO31	65122
FBXO32	34258
FBXO33	36129
FBXO34	82310
FBXO36	90620
FBXO38	58903
FBXO39	11415
FBXO4	16320
FBXO40	36971
FBXO41	14950
FBXO42	105653
FBXO43	12513
FBXO44	8954
FBXO45	20207
FBXO46	20266
FBXO47	30972
FBXO48	4946
FBXO5	12547
FBXO6	10261
FBXO7	24113
FBXO8	47594
FBXO9	35876
FBXW10	35338
FBXW11	145323
FBXW12	22483
FBXW2	36488
FBXW4	84324
FBXW4P1	2234
FBXW5	4323
FBXW7	213777
FBXW8	120194
FBXW9	7727
FCAMR	12660
FCAR	17239
FCER1A	18512
FCER1G	3953
FCER2	10724
FCF1	23542
FCF1P2	1401
FCGBP	86572
FCGR1A	9826
FCGR1B	9818
FCGR1CP	9011
FCGR2A	14157
FCGR2B	15541
FCGR2C	19883
FCGR3A	8864
FCGR3B	7851
FCGRT	14151
FCHO1	40852
FCHO2	134543
FCHSD1	12119
FCHSD2	305355
FCMR	18606
FCN1	14769
FCN2	6710
FCN3	5744
FCRL1	25748
FCRL2	31401
FCRL3	24393
FCRL4	24333
FCRL5	39145
FCRL6	15748
FCRLA	7382
FCRLB	6601
FDCSP	9182
FDFT1	43738
FDPS	11920
FDPSP2	4982
FDX1	34949
FDX1L	5806
FDXACB1	5403
FDXR	6259
FECH	41898
FEM1A	3845
FEM1B	18064
FEM1C	23985
FEN1	4607
FENDRR	34337
FER	449020
FER1L4	48979
FER1L5	62150
FER1L6	268077
FER1L6-AS1	56647
FER1L6-AS2	125453
FERD3L	641
FERMT1	48701
FERMT2	93828
FERMT3	17213
FES	11343
FETUB	12650
FEV	4572
FEZ1	50567
FEZ2	45930
FEZF1	3204
FEZF1-AS1	6421
FEZF2	3845
FFAR1	924
FFAR2	2054
FFAR3	1903
FFAR4	23409
FGA	7642
FGB	9785
FGD1	50714
FGD2	23424
FGD3	88919
FGD4	160080
FGD5	115605
FGD5-AS1	4728
FGD5P1	3893
FGD6	140717
FGF1	21985
FGF10	83689
FGF10-AS1	25259
FGF11	6661
FGF12	269658
FGF12-AS1	44467
FGF12-AS3	1553
FGF13	80095
FGF13-AS1	4496
FGF14	589833
FGF14-AS1	6138
FGF14-AS2	1129
FGF14-IT1	102201
FGF16	2368
FGF17	6057
FGF18	37965
FGF19	6102
FGF2	71529
FGF20	9342
FGF21	2773
FGF22	3810
FGF23	11503
FGF3	9458
FGF4	2376
FGF5	24431
FGF6	11474
FGF7	64150
FGF7P3	60784
FGF7P6	59265
FGF8	5874
FGF9	33427
FGFBP1	3172
FGFBP2	2998
FGFBP3	2915
FGFR1	56709
FGFR1OP	43103
FGFR1OP2	22376
FGFR2	115639
FGFR3	15562
FGFR4	11272
FGFRL1	15078
FGG	8676
FGGY	465779
FGL1	31015
FGL2	6464
FGR	13952
FH	22230
FHAD1	150856
FHDC1	36715
FHIT	333851
FHL1	64659
FHL2	77949
FHL3	8747
FHL5	56101
FHOD1	18135
FHOD3	482526
FIBCD1	36416
FIBIN	3006
FIBP	4801
FICD	4331
FIG4	134212
FIGF	38824
FIGLA	13335
FIGN	131057
FIGNL1	6263
FIGNL2	14027
FILIP1	197964
FILIP1L	281371
FIP1L1	82285
FIRRE	127995
FIS1	5480
FITM1	1385
FITM2	4694
FIZ1	8158
FJX1	2688
FKBP10	10509
FKBP11	2924
FKBP14	16220
FKBP15	55843
FKBP1A	24197
FKBP1A-SDCBP2	83263
FKBP1AP1	2165
FKBP1B	13981
FKBP2	3196
FKBP3	18932
FKBP4	10481
FKBP5	115332
FKBP6	30493
FKBP7	14966
FKBP8	11846
FKBP9	49529
FKBP9P1	6960
FKBPL	1585
FKRP	12531
FKSG29	609
FKTN	82990
FLAD1	5720
FLCN	24977
FLG	23030
FLG-AS1	53235
FLG2	11271
FLI1	126734
FLII	13741
FLJ10038	5943
FLJ12825	63982
FLJ13224	1631
FLJ16171	76651
FLJ16779	7639
FLJ20021	1108
FLJ21408	22265
FLJ22447	84175
FLJ22763	13392
FLJ23867	2717
FLJ25758	1464
FLJ26245	10074
FLJ26850	16117
FLJ27354	8047
FLJ30679	1981
FLJ31104	8482
FLJ31356	10265
FLJ31662	4621
FLJ32255	7936
FLJ33360	26853
FLJ33534	32327
FLJ33581	24823
FLJ34503	17257
FLJ35934	3231
FLJ36000	9010
FLJ36777	5954
FLJ37035	14205
FLJ37201	6630
FLJ37453	13934
FLJ37505	17024
FLJ38576	2460
FLJ40194	10424
FLJ40288	79977
FLJ41200	24951
FLJ41278	93750
FLJ41941	8585
FLJ42102	17610
FLJ42351	2352
FLJ42393	2267
FLJ42627	7149
FLJ42969	24199
FLJ43315	44664
FLJ43879	6969
FLJ44635	17568
FLJ45079	5088
FLJ45513	2929
FLJ46066	39394
FLJ46284	73100
FLJ46906	5622
FLNA	26108
FLNB	163857
FLNC	28847
FLOT1	15144
FLOT2	18360
FLRT1	15285
FLRT2	97784
FLRT3	13676
FLT1	194784
FLT3	97320
FLT3LG	12024
FLT4	48120
FLVCR1	41110
FLVCR1-AS1	1536
FLVCR2	69574
FLYWCH1	28180
FLYWCH2	16189
FMC1	5871
FMN1	302490
FMN2	383306
FMNL1	25393
FMNL2	314599
FMNL3	69475
FMO1	37509
FMO2	27477
FMO3	26943
FMO4	27903
FMO5	41348
FMO6P	23825
FMO9P	21322
FMOD	10810
FMR1	39180
FMR1-AS1	2388
FMR1NB	45340
FN1	75630
FN3K	15623
FN3KRP	11313
FNBP1	156009
FNBP1L	106532
FNBP4	50970
FNDC1	102713
FNDC10	2090
FNDC11	3689
FNDC3A	233869
FNDC3B	361076
FNDC4	3378
FNDC5	8547
FNDC7	29813
FNDC8	9122
FNDC9	4124
FNIP1	155351
FNIP2	139057
FNTA	29492
FNTB	75865
FOCAD	337648
FOCAD-AS1	1450
FOLH1	62037
FOLH1B	39423
FOLR1	6767
FOLR2	5177
FOLR3	4182
FOPNL	22932
FOS	3458
FOSB	7186
FOSL1	8392
FOSL2	21739
FOXA1	5570
FOXA2	3461
FOXA3	9539
FOXB1	1723
FOXB2	1300
FOXC1	3450
FOXC2	1682
FOXC2-AS1	2618
FOXCUT	1827
FOXD1	2269
FOXD2	4676
FOXD2-AS1	2508
FOXD3	2069
FOXD3-AS1	1576
FOXD4	2188
FOXD4L1	2068
FOXD4L3	2219
FOXD4L4	1252
FOXD4L5	3110
FOXD4L6	2726
FOXE1	3462
FOXE3	1982
FOXF1	3939
FOXF2	5765
FOXG1	3207
FOXG1-AS1	40079
FOXH1	2605
FOXI1	3814
FOXI2	3914
FOXI3	4329
FOXJ1	4967
FOXJ2	22761
FOXJ3	158428
FOXK1	89146
FOXK2	84891
FOXL1	3191
FOXL2	2918
FOXL2NB	6756
FOXM1	19476
FOXN1	14218
FOXN2	64641
FOXN3	260940
FOXN3-AS1	2441
FOXN3-AS2	1262
FOXN4	31244
FOXO1	110935
FOXO3	124947
FOXO3B	7260
FOXO4	7387
FOXO6	21662
FOXP1	350048
FOXP1-AS1	16098
FOXP2	607464
FOXP3	14393
FOXP4	55960
FOXP4-AS1	22350
FOXQ1	2320
FOXR1	9580
FOXR2	2790
FOXRED1	9094
FOXRED2	19859
FOXS1	1319
FPGS	11225
FPGT	10492
FPGT-TNNI3K	266715
FPR1	6129
FPR2	9328
FPR3	31046
FRA10AC1	34691
FRAS1	389065
FRAT1	2652
FRAT2	2206
FREM1	176331
FREM2	200096
FREM3	123269
FRG1	22387
FRG1BP	22130
FRG1CP	22030
FRG1DP	16285
FRG1HP	21804
FRG1JP	27586
FRG2	2891
FRG2B	1698
FRG2C	2883
FRG2DP	3184
FRG2EP	2889
FRG2KP	4495
FRGCA	571
FRK	119230
FRMD1	20084
FRMD3	295445
FRMD4A	328665
FRMD4B	217523
FRMD5	323687
FRMD6	241607
FRMD6-AS1	2228
FRMD6-AS2	145442
FRMD7	51036
FRMD8	26956
FRMD8P1	1801
FRMPD1	95851
FRMPD2	95200
FRMPD2B	18655
FRMPD3	82796
FRMPD3-AS1	32840
FRMPD4	586059
FRRS1	57092
FRRS1L	37000
FRS2	109444
FRS3	9731
FRY	265341
FRY-AS1	7582
FRYL	282938
FRZB	33495
FSBP	9242
FSCB	3147
FSCN1	13853
FSCN2	8741
FSCN3	8164
FSD1	19254
FSD1L	104401
FSD2	50707
FSHB	4263
FSHR	192372
FSIP1	182809
FSIP2	94396
FST	6042
FSTL1	56859
FSTL3	7005
FSTL4	416073
FSTL5	780144
FTCD	19307
FTCDNL1	90639
FTH1	3377
FTH1P18	914
FTH1P3	955
FTHL17	814
FTL	1572
FTLP10	30180
FTMT	875
FTO	410506
FTO-IT1	982
FTSJ1	10345
FTSJ3	8240
FTX	265440
FUBP1	32724
FUBP3	58781
FUCA1	23289
FUCA2	17073
FUK	25681
FUNDC1	19338
FUNDC2	30129
FUNDC2P2	1520
FUOM	2873
FURIN	14868
FUS	14763
FUT1	7381
FUT10	102322
FUT11	3929
FUT2	9965
FUT3	8588
FUT4	6049
FUT5	4716
FUT6	9107
FUT7	2668
FUT8	333531
FUT8-AS1	2026
FUT9	199645
FUZ	6445
FXN	64617
FXR1	70307
FXR2	23669
FXYD1	4268
FXYD2	4671
FXYD3	5839
FXYD4	4693
FXYD5	15165
FXYD6	40057
FXYD6-FXYD2	56958
FXYD7	11053
FYB	114328
FYCO1	77927
FYN	98801
FYTTD1	34895
FZD1	4351
FZD10	3283
FZD10-AS1	10087
FZD2	3820
FZD3	80065
FZD4	9725
FZD5	6835
FZD6	34435
FZD7	3852
FZD8	3187
FZD9	2343
FZR1	30462
G0S2	1067
G2E3	60940
G3BP1	33441
G3BP2	30392
G6PC	13638
G6PC2	8762
G6PC3	5616
G6PD	15630
GAA	1213
GAB1	137737
GAB2	126592
GAB3	75833
GAB4	46287
GABARAP	2017
GABARAPL1	10237
GABARAPL2	11532
GABARAPL3	2918
GABBR1	26002
GABBR2	421117
GABPA	37515
GABPB1	78218
GABPB1-AS1	4134
GABPB2	47955
GABRA1	52770
GABRA2	139817
GABRA3	284199
GABRA4	74607
GABRA5	82493
GABRA6	16942
GABRB1	395154
GABRB2	259696
GABRB3	85633
GABRD	11426
GABRE	21557
GABRG1	88297
GABRG2	87899
GABRG3	510052
GABRG3-AS1	3586
GABRP	30329
GABRQ	15190
GABRR1	40275
GABRR2	60834
GABRR3	48623
GACAT1	58238
GACAT2	11767
GACAT3	35264
GAD1	44461
GAD2	84814
GADD45A	3163
GADD45B	2136
GADD45G	1544
GADD45GIP1	3100
GADL1	168463
GAGE1	9525
GAGE10	16200
GAGE12B	7267
GAGE12C	7366
GAGE12D	7387
GAGE12E	7366
GAGE12F	7400
GAGE12G	7366
GAGE12H	7366
GAGE12I	7268
GAGE12J	116081
GAGE13	106509
GAGE2A	116120
GAGE2B	7291
GAGE2C	77952
GAGE2D	26382
GAGE2E	116084
GAGE4	7292
GAGE5	7288
GAGE6	7329
GAGE7	7263
GAGE8	125598
GAK	83117
GAL	6702
GAL3ST1	6143
GAL3ST2	27464
GAL3ST3	8417
GAL3ST4	9510
GALC	60259
GALE	3973
GALK1	7264
GALK2	174048
GALM	68859
GALNS	43234
GALNT1	57267
GALNT10	230250
GALNT11	96675
GALNT12	42384
GALNT13	582080
GALNT14	219177
GALNT15	57672
GALNT16	94511
GALNT18	351142
GALNT2	224342
GALNT3	46492
GALNT4	5395
GALNT5	53575
GALNT6	39369
GALNT7	155216
GALNT8	52142
GALNT9	224990
GALNTL5	63557
GALNTL6	1226985
GALP	9757
GALR1	20090
GALR2	2742
GALR3	2115
GALT	4011
GAMT	4546
GAN	65234
GANAB	21902
GANC	41177
GAP43	98185
GAPDH	3972
GAPDHS	11909
GAPLINC	12730
GAPT	4925
GAPVD1	103219
GAR1	9229
GAREM1	206965
GAREM2	16574
GARNL3	129889
GARS	39141
GART	38228
GAS1	2829
GAS1RR	53337
GAS2	146389
GAS2L1	5795
GAS2L1P2	6276
GAS2L2	8369
GAS2L3	54629
GAS5	4088
GAS5-AS1	695
GAS6	43556
GAS6-AS1	27233
GAS6-AS2	2657
GAS7	48842
GAS8	25344
GAS8-AS1	995
GAST	3645
GATA1	7737
GATA2	8501
GATA2-AS1	14006
GATA3	20499
GATA3-AS1	3036
GATA4	83085
GATA5	12475
GATA6	33095
GATA6-AS1	2072
GATAD1	12621
GATAD2A	123101
GATAD2B	118070
GATB	90368
GATC	17317
GATM	17660
GATS	71579
GATSL2	66739
GATSL3	4511
GBA	6829
GBA2	12364
GBA3	126660
GBAP1	13711
GBAS	35607
GBAT2	883
GBE1	272102
GBF1	137403
GBGT1	10999
GBP1	13058
GBP1P1	17257
GBP2	20028
GBP3	16191
GBP4	17804
GBP5	13912
GBP6	24285
GBP7	44291
GBX1	18961
GBX2	2775
GC	42670
GCA	18567
GCAT	8996
GCC1	4974
GCC2	60279
GCC2-AS1	26680
GCDH	8872
GCFC2	47902
GCG	9537
GCGR	9883
GCH1	60820
GCHFR	3628
GCK	15019
GCKR	26846
GCLC	47789
GCLM	24400
GCM1	21866
GCM2	8644
GCN1	67501
GCNT1	65752
GCNT2	108035
GCNT3	8230
GCNT4	3437
GCNT7	34435
GCOM1	125655
GCSAM	12466
GCSAML	70634
GCSAML-AS1	6127
GCSH	14430
GCSHP3	1001
GDA	137631
GDAP1	16719
GDAP1L1	33820
GDAP2	66197
GDE1	20437
GDF1	27600
GDF10	13352
GDF11	9603
GDF15	3020
GDF2	3782
GDF3	5981
GDF5	4827
GDF6	18464
GDF7	12579
GDF9	3353
GDI1	6557
GDI2	48328
GDNF	22147
GDNF-AS1	34456
GDPD1	52556
GDPD2	10362
GDPD3	8749
GDPD4	70862
GDPD5	90916
GDPGP1	7827
GEM	13064
GEMIN2	22691
GEMIN4	7842
GEMIN5	50802
GEMIN6	3781
GEMIN7	11723
GEMIN8	23192
GEMIN8P4	1703
GEN1	32057
GET4	19882
GFAP	9928
GFER	3602
GFI1	9040
GFI1B	46154
GFM1	37907
GFM2	46169
GFOD1	44784
GFOD2	44839
GFPT1	67487
GFPT2	52699
GFRA1	215379
GFRA2	96818
GFRA3	22186
GFRA4	4109
GFRAL	75026
GFY	2389
GGA1	25092
GGA2	46954
GGA3	25057
GGACT	58630
GGCT	8222
GGCX	16816
GGH	23973
GGN	3678
GGNBP1	5329
GGNBP2	45541
GGPS1	16093
GGT1	45256
GGT3P	18274
GGT5	25490
GGT6	3671
GGT7	28140
GGT8P	6787
GGTA1P	44989
GGTLC1	1824
GGTLC2	3279
GH1	1661
GH2	1732
GHDC	5447
GHET1	1899
GHITM	14128
GHR	298105
GHRH	5823
GHRHR	15512
GHRL	7199
GHRLOS	12499
GHSR	5167
GID4	29109
GID8	10388
GIF	16230
GIGYF1	9742
GIGYF2	39345
GIMAP1	7725
GIMAP1-GIMAP5	27094
GIMAP2	7936
GIMAP4	6585
GIMAP5	6303
GIMAP6	7274
GIMAP7	6218
GIMAP8	28767
GIMD1	9254
GIN1	34140
GINM1	24541
GINS1	40874
GINS2	11310
GINS3	13752
GINS4	15842
GIP	10039
GIPC1	18392
GIPC2	93489
GIPC3	7972
GIPR	15482
GIT1	16125
GIT2	66589
GJA1	14169
GJA10	1633
GJA3	22790
GJA4	2751
GJA5	4384
GJA8	6451
GJA9	7561
GJA9-MYCBP	19138
GJB1	10005
GJB2	5512
GJB3	5177
GJB4	3985
GJB5	3467
GJB6	9273
GJB7	46301
GJC1	31793
GJC2	10114
GJC3	6353
GJD2	2142
GJD3	4042
GJD4	3527
GK	78103
GK2	1867
GK3P	2233
GK5	68082
GKAP1	78418
GKN1	6409
GKN2	7740
GLA	10224
GLB1	100226
GLB1L	7035
GLB1L2	44452
GLB1L3	43185
GLCCI1	120337
GLCE	107043
GLDC	113230
GLDN	66498
GLE1	35187
GLG1	159718
GLI1	12131
GLI2	195364
GLI3	276072
GLI4	9496
GLIDR	6665
GLIPR1	21205
GLIPR1L1	35752
GLIPR1L2	32972
GLIPR2	27379
GLIS1	227973
GLIS2	24838
GLIS2-AS1	3694
GLIS3	475909
GLIS3-AS1	2604
GLMN	52613
GLMP	3004
GLO1	27252
GLOD4	23024
GLOD5	11912
GLP1R	42524
GLP2R	66554
GLRA1	102325
GLRA2	202515
GLRA3	187306
GLRA4	21282
GLRB	95967
GLRX	9026
GLRX2	9015
GLRX3	43295
GLRX5	9734
GLS	54470
GLS2	17472
GLT1D1	131532
GLT6D1	15886
GLT8D1	9216
GLT8D2	75196
GLTP	29547
GLTPD2	1632
GLTSCR1	95083
GLTSCR1L	121604
GLTSCR2	11532
GLTSCR2-AS1	11806
GLUD1	43887
GLUD1P3	1211
GLUD1P7	27749
GLUD2	2336
GLUL	13313
GLYAT	23219
GLYATL1	29447
GLYATL2	10459
GLYATL3	28108
GLYCAM1	2277
GLYCTK	5187
GLYCTK-AS1	1155
GLYR1	44101
GM140	2218
GM2A	17342
GMCL1	51791
GMCL1P1	2924
GMDS	552192
GMDS-AS1	167840
GMEB1	46877
GMEB2	39509
GMFB	14537
GMFG	7731
GMIP	14196
GML	12047
GMNC	9941
GMNN	11168
GMPPA	8133
GMPPB	2500
GMPR	56971
GMPR2	6821
GMPS	67197
GNA11	29594
GNA12	116220
GNA13	46487
GNA14	225239
GNA14-AS1	79115
GNA15	27739
GNAI1	84587
GNAI2	32668
GNAI3	47270
GNAL	196671
GNAO1	156862
GNAQ	315177
GNAS	71480
GNAS-AS1	31987
GNAT1	6088
GNAT2	9818
GNAT3	53376
GNAZ	54554
GNB1	105834
GNB1L	66530
GNB2	5431
GNB3	6543
GNB4	55497
GNB5	59041
GNE	44059
GNG10	8677
GNG11	4812
GNG12	132008
GNG12-AS1	370701
GNG13	2694
GNG2	109498
GNG3	1614
GNG4	102310
GNG5	8258
GNG7	191530
GNG8	608
GNGT1	4759
GNGT2	3149
GNL1	16218
GNL2	29175
GNL3	8576
GNL3L	37078
GNLY	4562
GNMT	3128
GNPAT	36802
GNPDA1	12388
GNPDA2	24841
GNPNAT1	16477
GNPTAB	85372
GNPTG	11454
GNRH1	5784
GNRH2	2125
GNRHR	18707
GNRHR2	5995
GNS	46006
GOLGA1	62815
GOLGA2	20162
GOLGA2P10	31519
GOLGA2P11	6268
GOLGA2P2Y	4866
GOLGA2P3Y	4866
GOLGA2P5	16948
GOLGA2P6	7582
GOLGA2P7	31322
GOLGA2P9	7295
GOLGA3	59795
GOLGA4	123690
GOLGA5	45732
GOLGA6A	12695
GOLGA6B	12702
GOLGA6C	14899
GOLGA6D	12968
GOLGA6L1	9758
GOLGA6L10	385850
GOLGA6L17P	391271
GOLGA6L2	7859
GOLGA6L22	175493
GOLGA6L3	6779
GOLGA6L4	9597
GOLGA6L5P	10681
GOLGA6L6	10022
GOLGA6L7P	3716
GOLGA6L9	303344
GOLGA7	20420
GOLGA7B	21342
GOLGA8A	10733
GOLGA8B	58289
GOLGA8CP	13354
GOLGA8DP	13445
GOLGA8EP	13355
GOLGA8F	12630
GOLGA8G	13389
GOLGA8H	13798
GOLGA8IP	7503
GOLGA8J	13748
GOLGA8K	13709
GOLGA8M	13728
GOLGA8N	13856
GOLGA8O	13722
GOLGA8R	13700
GOLGA8S	13578
GOLGA8T	11407
GOLGB1	86570
GOLIM4	87254
GOLM1	73454
GOLPH3	49603
GOLPH3L	50973
GOLT1A	15934
GOLT1B	16640
GON4L	107639
GON7	4224
GOPC	42274
GORAB	13668
GORASP1	11303
GORASP2	38697
GOSR1	49408
GOSR2	13726
GOT1	33905
GOT1L1	5849
GOT2	27228
GP1BA	2757
GP1BB	1233
GP2	18048
GP5	4447
GP6	24559
GP9	1646
GPA33	37797
GPAA1	3597
GPALPP1	38741
GPAM	33917
GPANK1	4175
GPAT2	13301
GPAT3	69962
GPAT4	46815
GPATCH1	49534
GPATCH11	14795
GPATCH2	204111
GPATCH2L	60920
GPATCH3	9985
GPATCH4	7181
GPATCH8	41576
GPBAR1	4365
GPBP1	90733
GPBP1L1	59328
GPC1	32382
GPC2	7822
GPC3	449899
GPC4	114143
GPC5	1468616
GPC5-AS1	18568
GPC5-AS2	12415
GPC6	1181197
GPC6-AS1	33800
GPC6-AS2	40051
GPCPD1	66594
GPD1	7503
GPD1L	62206
GPD2	150952
GPER1	7010
GPHA2	1419
GPHB5	6046
GPHN	674402
GPI	37675
GPIHBP1	3978
GPKOW	9830
GPLD1	63790
GPM6A	154741
GPM6B	167904
GPN1	22200
GPN2	10998
GPN3	15800
GPNMB	28415
GPR1	38312
GPR1-AS	62869
GPR101	1528
GPR107	76320
GPR108	7710
GPR119	1194
GPR12	5585
GPR132	16163
GPR135	1821
GPR137	5163
GPR137B	66379
GPR137C	84567
GPR139	42295
GPR141	919
GPR142	5096
GPR143	40554
GPR146	14698
GPR148	1268
GPR149	92045
GPR15	2782
GPR150	1306
GPR151	1261
GPR152	1430
GPR153	13631
GPR155	55518
GPR156	78816
GPR157	24755
GPR158	426869
GPR158-AS1	18206
GPR160	47450
GPR161	56896
GPR162	5622
GPR17	6776
GPR171	5371
GPR173	31292
GPR174	1259
GPR176	30256
GPR179	18202
GPR18	3717
GPR180	32797
GPR182	2116
GPR183	12962
GPR19	35128
GPR20	10780
GPR21	2024
GPR22	5625
GPR25	1225
GPR26	31044
GPR27	1129
GPR3	3171
GPR31	961
GPR32	1270
GPR33	5003
GPR34	8306
GPR35	25853
GPR37	20426
GPR37L1	6607
GPR39	230024
GPR4	12445
GPR45	1726
GPR50	4883
GPR50-AS1	2640
GPR52	1473
GPR55	17900
GPR6	2466
GPR61	5963
GPR62	2192
GPR63	43357
GPR65	9689
GPR68	11978
GPR75	7122
GPR75-ASB3	189722
GPR78	9788
GPR82	5982
GPR83	24110
GPR84	2043
GPR85	5927
GPR87	22762
GPR88	3857
GPR89A	62510
GPR89B	65249
GPRASP1	7718
GPRASP2	5559
GPRC5A	22647
GPRC5B	25942
GPRC5C	15903
GPRC5D	9611
GPRC6A	36974
GPRIN1	14330
GPRIN2	7024
GPRIN3	63734
GPS1	5607
GPS2	2682
GPSM1	14358
GPSM2	53443
GPSM3	2151
GPT	3092
GPT2	46919
GPX1	1431
GPX2	3755
GPX3	8557
GPX4	2865
GPX5	8941
GPX6	12499
GPX7	6682
GPX8	7185
GRAMD1A	31689
GRAMD1B	102137
GRAMD1C	108342
GRAMD2	37991
GRAMD3	134067
GRAMD4	59391
GRAP	26348
GRAP2	72262
GRAPL	31368
GRASP	8946
GRB10	115240
GRB14	76146
GRB2	87634
GRB7	9378
GREB1	108672
GREB1L	280590
GREM1	16667
GREM2	122591
GRHL1	50622
GRHL2	177286
GRHL3	35998
GRHPR	14281
GRIA1	323347
GRIA2	145492
GRIA3	306672
GRIA4	303433
GRID1	766940
GRID1-AS1	29486
GRID2	1470158
GRID2IP	54660
GRIFIN	1247
GRIK1	403030
GRIK1-AS1	15833
GRIK1-AS2	34709
GRIK2	671099
GRIK3	238718
GRIK4	477060
GRIK5	67491
GRIN1	29607
GRIN2A	428664
GRIN2B	418614
GRIN2C	17847
GRIN2D	50058
GRIN3A	169230
GRIN3B	9315
GRINA	3359
GRIP1	331716
GRIP2	51233
GRIPAP1	28546
GRK1	117042
GRK2	20126
GRK3	164399
GRK4	77133
GRK5	247936
GRK6	14669
GRK7	38851
GRM1	409818
GRM2	11546
GRM3	220964
GRM4	127496
GRM5	543498
GRM5-AS1	19480
GRM6	16796
GRM7	880418
GRM7-AS1	15545
GRM7-AS2	1382
GRM7-AS3	173093
GRM8	804919
GRN	8022
GRP	10608
GRPEL1	9317
GRPEL2	9171
GRPEL2-AS1	9528
GRPR	30219
GRSF1	23723
GRTP1	39986
GRTP1-AS1	10196
GRWD1	8136
GRXCR1	137394
GRXCR2	13237
GS1-124K5.11	62104
GS1-124K5.4	1844
GS1-24F4.2	6901
GS1-259H13.2	12556
GS1-279B7.1	11194
GS1-594A7.3	18605
GS1-600G8.3	9283
GSAP	105651
GSC	1941
GSC2	1294
GSDMA	14795
GSDMB	12947
GSDMC	38694
GSDMD	9676
GSE1	64785
GSG1	12271
GSG1L	275982
GSG1L2	19687
GSG2	2797
GSK3A	12400
GSK3B	272464
GSKIP	23840
GSN	64742
GSN-AS1	4764
GSPT1	47842
GSPT2	2847
GSR	49908
GSS	27204
GSTA1	12589
GSTA2	13478
GSTA3	13059
GSTA4	17434
GSTA5	14354
GSTA7P	5698
GSTCD	138943
GSTK1	5702
GSTM1	5951
GSTM2	7266
GSTM2P1	1137
GSTM3	7108
GSTM4	5635
GSTM5	6028
GSTO1	13272
GSTO2	30547
GSTP1	3060
GSTT1	8180
GSTT1-AS1	253
GSTT2	3889
GSTT2B	3769
GSTTP1	6665
GSTTP2	15963
GSTZ1	10712
GSX1	1311
GSX2	1876
GTDC1	265567
GTF2A1	45502
GTF2A1L	61834
GTF2A2	19194
GTF2B	38982
GTF2E1	40360
GTF2E2	79709
GTF2F1	13713
GTF2F2	163610
GTF2H1	44776
GTF2H2	32548
GTF2H2B	34994
GTF2H2C	32680
GTF2H2C_2	32280
GTF2H3	28867
GTF2H4	5905
GTF2H5	30999
GTF2I	59397
GTF2IP1	52321
GTF2IP12	5060
GTF2IP20	41380
GTF2IP23	36825
GTF2IP4	52326
GTF2IP7	16701
GTF2IRD1	148802
GTF2IRD1P1	34835
GTF2IRD2	57391
GTF2IRD2B	57278
GTF3A	11167
GTF3C1	89319
GTF3C2	30645
