name	chrom	h3k27me3_percentile	h3k36me3_percentile
FAM66E	chr8	0.734883911723685	0.321109196816802
FAM69A	chr1	0.255558290261711	0.654647633111822
FAM69B	chr9	0.742308638936746	0.684428583148741
FAM69C	chr18	0.93567971121503	0.186110427434572
FAM71A	chr1	0.878907211420133	0.376240872918205
FAM71B	chr5	0.768479776847978	0.383214373615555
FAM71C	chr12	0.812330790056608	0.189658708671753
FAM71D	chr14	0.508122077282796	0.314915087373862
FAM71E1	chr19	0.667364016736402	0.0688325539420789
FAM71E2	chr19	0.837148248420707	0.0861842645007794
FAM71F1	chr7	0.747928460086964	0.110304372795143
FAM71F2	chr7	0.532775453277545	0.438920338009681
FAM72A	chr1	0.258798917056362	0.743990483222578
FAM72B	chr1	0.259168102387398	0.676101402904258
FAM72C	chr1	0.380096808597916	0.7795963573714
FAM72D	chr1	0.377881696611699	0.778406760193617
FAM74A1	chr9	0.609586512429239	0.450754778899007
FAM74A3	chr9	0.565879071293789	0.0920502092050209
FAM74A4	chr9	0.58524079087702	0.246697842316843
FAM74A6	chr9	0.609586512429239	0.450754778899007
FAM74A7	chr9	0.821027155632127	0.441832800065633
FAM76A	chr1	0.170235458200016	0.717901386496021
FAM76B	chr11	0.0966445155468045	0.826154729674296
FAM78A	chr9	0.0717039954056937	0.741447206497662
FAM78B	chr1	0.621461973910903	0.376610058249241
FAM81A	chr15	0.324472885388465	0.549347772581836
FAM81B	chr5	0.807736483714825	0.269874476987448
FAM83A	chr8	0.661785216178522	0.0722372631060793
FAM83A-AS1	chr8	0.729428172942817	0.0145623102797604
FAM83B	chr6	0.696611699072935	0.378045778981048
FAM83C	chr20	0.773607350890147	0.074411354499959
FAM83C-AS1	chr20	0.0922553121667077	0.012880465993929
FAM83D	chr20	0.221593239806383	0.898884239888424
FAM83E	chr19	0.319427352530971	0.503773894495037
FAM83F	chr22	0.939002379194356	0.289933546640413
FAM83G	chr17	0.219090983673804	0.759701370087784
FAM83H	chr8	0.816391828698006	0.512347198293543
FAM83H-AS1	chr8	0.90762162605628	0.115637049798999
FAM84A	chr2	0.982032980556239	0.133398966281073
FAM84B	chr8	0.980720321601444	0.312576913610633
FAM86B1	chr8	0.534416276971039	0.490319140208385
FAM86B2	chr8	0.554762490770367	0.551562884568053
FAM86B3P	chr8	0.419845762572812	0.605463942899335
FAM86C1	chr11	0.371154319468373	0.608663549101649
FAM86C2P	chr11	0.406267946509148	0.474280088604479
FAM86DP	chr3	0.211584215276069	0.638526540323242
FAM86EP	chr4	0.322585938140947	0.516695381081303
FAM86FP	chr12	0.0541471818853064	0.615021740913939
FAM86HP	chr3	0.123471982935434	0.595413897776684
FAM86JP	chr3	0.133973254573796	0.363442448108951
FAM87A	chr8	0.662646648617606	0.384937238493724
FAM87B	chr1	0.592173270982033	0.894002789400279
FAM89A	chr1	0.755435228484699	0.420748215604233
FAM8A1	chr6	0.0986955451636722	0.679916317991632
FAM90A27P	chr19	0.134588563458856	0.0895479530724424
FAM91A1	chr8	0.319837558454344	0.93428501107556
FAM92A1	chr8	0.343875625564033	0.693289031093609
FAM92A1P2	chr4	0.942160964804332	0.362457953892854
FAM92B	chr16	0.58245139059808	0.115062761506276
FAM95A	chr2	0.584379358437936	0.396176880794159
FAM95B1	chr9	0.625687094921651	0.179506112068258
FAM95C	chr9	0.701985396669128	0.039584871605546
FAM96A	chr15	0.073139716137501	0.769013044548363
FAM96B	chr16	0.0994339158257445	0.587209779309213
FAM98A	chr2	0.381040282221675	0.921158421527607
FAM98B	chr15	0.364550004102059	0.785503322667979
FAM98C	chr19	0.0290425793748462	0.561079661990319
FAM99A	chr11	0.993354664041349	0.549511854951185
FAM99B	chr11	0.780498810402822	0.0950036918533104
FAN1	chr15	0.126261383214374	0.835999671835261
FANCA	chr16	0.146607597013701	0.941094429403561
FANCC	chr9	0.229058987611781	0.575190745754369
FANCD2	chr3	0.15095577980146	0.844737058003118
FANCD2OS	chr3	0.0455328574944622	0.802157683156945
FANCE	chr6	0.340922142915744	0.767413241447206
FANCF	chr11	0.411846747067028	0.582574452375092
FANCG	chr9	0.142013290671917	0.743005989006481
FANCI	chr15	0.294527852982197	0.9125851177291
FANCL	chr2	0.270202641726147	0.751333169250964
FANCM	chr14	0.37353351382394	0.776847977684798
FANK1	chr10	0.562433341537452	0.356263844449914
FANK1-AS1	chr10	0.583805070145213	0.0150545573878087
FAP	chr2	0.868898186889819	0.316268766920994
FAR1	chr11	0.210927885798671	0.758265649355977
FAR2	chr12	0.543030601361884	0.456190007383707
FAR2P1	chr2	0.754778899007302	0.15809336286816
FAR2P2	chr2	0.782878004758389	0.468865370415949
FARP1	chr13	0.689186971859874	0.456395110345393
FARP2	chr2	0.195873328410862	0.721757322175732
FARS2	chr6	0.329518418245959	0.562597423906801
FARSA	chr19	0.332471900894249	0.977848880137829
FARSB	chr2	0.332020674378538	0.902288949052424
FAS	chr10	0.109319878579047	0.812905078349331
FAS-AS1	chr10	0.0421691689227992	0.482771351218312
FASLG	chr1	0.901919763721388	0.1537451800804
FASN	chr17	0.0765854458938387	0.976864385921733
FASTK	chr7	0.0799491344655017	0.757363196324555
FASTKD1	chr2	0.384116826646977	0.92374271884486
FASTKD2	chr2	0.377594552465338	0.936910328985151
FASTKD3	chr5	0.0950447124456477	0.803798506850439
FASTKD5	chr20	0.260521781934531	0.815161210927886
FAT1	chr4	0.464065961112478	0.320001640823693
FAT2	chr5	0.801911559602921	0.13561407826729
FAT3	chr11	0.751538272212651	0.198047419804742
FAT4	chr4	0.618180326523915	0.240503732873903
FAU	chr11	0.137829190253507	0.640495528755435
FAXC	chr6	0.857535482812372	0.258265649355977
FAXDC2	chr5	0.115103782098614	0.660062351300353
FBF1	chr17	0.43629502010009	0.596726556731479
FBL	chr19	0.326687997374682	0.955943883829683
FBLIM1	chr1	0.827918615144803	0.180654688653704
FBLL1	chr5	0.999466732299614	0.665107884157847
FBLN1	chr22	0.877266387726639	0.261096070227254
FBLN2	chr3	0.842603987201575	0.128148330461892
FBLN5	chr14	0.763762408729182	0.315325293297235
FBLN7	chr2	0.704200508655345	0.206989908934285
FBN1	chr15	0.347362375912708	0.616006235130035
FBN2	chr5	0.671630158339486	0.329313315284273
FBN3	chr19	0.681680203462138	0.193986381163344
FBP1	chr9	0.847444417097383	0.173886290918041
FBP2	chr9	0.851218311592419	0.322750020510296
FBRS	chr16	0.261383214373616	0.97132660595619
FBRSL1	chr12	0.402781196160473	0.588604479448683
FBXL12	chr19	0.295307244236607	0.835917630650587
FBXL13	chr7	0.671055870046763	0.421691689227992
FBXL14	chr12	0.490319140208385	0.525063581918123
FBXL15	chr10	0.103905160390516	0.417671671178932
FBXL16	chr16	0.962302075641972	0.0500861432439084
FBXL17	chr5	0.409344490934449	0.507670850767085
FBXL18	chr7	0.191032898515055	0.721921404545082
FBXL19	chr16	0.0821642464517188	0.744031503814915
FBXL19-AS1	chr16	0.0954138977766839	0.402453031421774
FBXL2	chr3	0.759537287718435	0.448888341947658
FBXL20	chr17	0.260562802526868	0.603823119205841
FBXL21	chr5	0.964722290589876	0.422224956928378
FBXL22	chr15	0.135367954713266	0.515751907457544
FBXL3	chr13	0.458487160554598	0.905488555254738
FBXL4	chr6	0.270489785872508	0.646197391090327
FBXL5	chr4	0.224095495938961	0.781360242841907
FBXL6	chr8	0.0539010583312823	0.620026253179096
FBXL7	chr5	0.534785462302076	0.297809500369185
FBXL8	chr16	0.804577898104849	0.160308474854377
FBXO10	chr9	0.194027401755681	0.664779719419148
FBXO11	chr2	0.272951021412749	0.856427926819263
FBXO15	chr18	0.816761014029043	0.181680203462138
FBXO16	chr8	0.193781278201657	0.629912215932398
FBXO17	chr19	0.767905488555255	0.383952744277627
FBXO18	chr10	0.252850931167446	0.920214947903848
FBXO2	chr1	0.933833784559849	0.0506604315366314
FBXO21	chr12	0.327877594552465	0.948601197801296
FBXO22	chr15	0.203954385101321	0.832184756747887
FBXO22-AS1	chr15	0.0243252112560505	0.928583148740668
FBXO24	chr7	0.828082697514152	0.254737878414964
FBXO25	chr8	0.333784559849044	0.690130445483633
FBXO27	chr19	0.500656329477398	0.449462630240381
FBXO28	chr1	0.331897612601526	0.84826482894413
FBXO3	chr11	0.380630076298302	0.729674296496841
FBXO3-AS1	chr11	0.744769874476987	0.340799081138732
FBXO30	chr6	0.228115513988022	0.684100418410042
FBXO31	chr16	0.0856509968003938	0.738575765034047
FBXO32	chr8	0.633645089835097	0.463491672819756
FBXO33	chr14	0.412913282467799	0.69078677496103
FBXO34	chr14	0.376733120026253	0.63159406021823
FBXO36	chr2	0.303060136188367	0.439412585117729
FBXO38	chr5	0.175157929280499	0.896176880794159
FBXO39	chr17	0.795266223644269	0.441627697103946
FBXO4	chr5	0.43350561982115	0.719706292558865
FBXO40	chr3	0.598654524571335	0.484371154319468
FBXO41	chr2	0.182049388793174	0.862088768561818
FBXO42	chr1	0.120190335548445	0.777668389531545
FBXO43	chr8	0.114980720321601	0.524079087702026
FBXO44	chr1	0.479120518500287	0.707523176634671
FBXO45	chr3	0.442078923619657	0.813151201903355
FBXO46	chr19	0.065591927147428	0.813889572565428
FBXO47	chr17	0.55098859627533	0.112355402412011
FBXO48	chr2	0.426614160308475	0.494913446550168
FBXO5	chr6	0.405324472885388	0.922922306998113
FBXO6	chr1	0.0824103700057429	0.742308638936746
FBXO7	chr22	0.127450980392157	0.909057346788088
FBXO8	chr4	0.384568053162688	0.639059808023628
FBXO9	chr6	0.26441873820658	0.811879563540898
FBXW10	chr17	0.740462712281565	0.336040692427599
FBXW11	chr5	0.175814258757896	0.703749282139634
FBXW12	chr3	0.80347034211174	0.305849536467307
FBXW2	chr9	0.275904504061039	0.95861022233161
FBXW4	chr10	0.153950283042087	0.77122815653458
FBXW4P1	chr22	0.0365083271802445	0.847567478874395
FBXW5	chr9	0.0865124292394782	0.793461317581426
FBXW7	chr4	0.359299368282878	0.749979489703831
FBXW8	chr12	0.534498318155714	0.629789154155386
FBXW9	chr19	0.588645500041021	0.692468619246862
FCAMR	chr1	0.374025760931988	0.15669866272869
FCAR	chr19	0.706538682418574	0.421978833374354
FCER1A	chr1	0.691771269177127	0.149232914923291
FCER1G	chr1	0.0550906555090655	0.55394207892362
FCER2	chr19	0.352202805808516	0.823734514726393
FCF1	chr14	0.250143572073181	0.924275986545246
FCF1P2	chr3	0.145171876281894	0.651981294609894
FCGBP	chr19	0.613216834851095	0.217655262941997
FCGR1A	chr1	0.955738780867996	0.384486011978013
FCGR1B	chr1	0.95520551316761	0.324883091311839
FCGR1CP	chr1	0.914800229715317	0.304208712773812
FCGR2A	chr1	0.473008450242021	0.504061038641398
FCGR2B	chr1	0.282508819427353	0.755312166707687
FCGR2C	chr1	0.256255640331446	0.647592091229797
FCGR3A	chr1	0.550619410944294	0.166092378373944
FCGR3B	chr1	0.537697924358028	0.107597013700878
FCGRT	chr19	0.815366313889573	0.290589876117811
FCHO1	chr19	0.0393387480515219	0.737386167856264
FCHO2	chr5	0.754819919599639	0.313930593157765
FCHSD1	chr5	0.255681352038723	0.748379686602675
FCHSD2	chr11	0.33353843629502	0.89785872507999
FCMR	chr1	0.764008532283206	0.917425547624908
FCN1	chr9	0.834687012880466	0.149273935515629
FCN2	chr9	0.772745918451062	0.108171301993601
FCN3	chr1	0.664984822380835	0.0490606284354746
FCRL1	chr1	0.867626548527361	0.245672327508409
FCRL2	chr1	0.925342521946017	0.369144310443843
FCRL3	chr1	0.943022397243416	0.21605545984084
FCRL4	chr1	0.901591598982689	0.310361801624415
FCRL5	chr1	0.761752399704652	0.555500861432439
FCRL6	chr1	0.969726802855033	0.448765280170646
FCRLA	chr1	0.119410944294036	0.747600295348265
FCRLB	chr1	0.205759291164164	0.346131758142588
FDCSP	chr4	0.726392649109853	0.190704733776356
FDFT1	chr8	0.226720813848552	0.924399048322258
FDPS	chr1	0.344613996226106	0.950570186233489
FDPSP2	chr7	0.140659611124785	0.86996472229059
FDX1	chr11	0.550250225613258	0.62027237673312
FDX1L	chr19	0.421855771597342	0.657642136352449
FDXACB1	chr11	0.0503732873902699	0.62601525966035
FDXR	chr17	0.491303634424481	0.688817786528838
FECH	chr18	0.302772992042005	0.719049963081467
FEM1A	chr19	0.501353679547133	0.945155468044959
FEM1B	chr15	0.436048896546066	0.798752973992944
FEM1C	chr5	0.471285585363853	0.908113873164328
FEN1	chr11	0.0669045861022233	0.655509065550907
FENDRR	chr16	0.978669291984576	0.171384034785462
FER	chr5	0.405160390516039	0.575518910493067
FER1L4	chr20	0.693289031093609	0.256214619739109
FER1L5	chr2	0.662031339732546	0.376528017064566
FER1L6	chr8	0.836573960127984	0.233366149807203
FER1L6-AS1	chr8	0.744482730330626	0.320904093855115
FER1L6-AS2	chr8	0.844983181557142	0.173968332102716
FERD3L	chr7	0.974403150381492	0.311674460579211
FERMT1	chr20	0.789236196570678	0.230330625974239
FERMT2	chr14	0.712240544753466	0.426819263270162
FERMT3	chr11	0.0428665189925343	0.873820657970301
FES	chr15	0.48404298958077	0.643079826072689
FETUB	chr3	0.756173599146772	0.359668553613914
FEV	chr2	0.992288128640578	0.0430306013618837
FEZ1	chr11	0.590614488473214	0.572196242513742
FEZ2	chr2	0.177742226597752	0.809418328000656
FEZF1	chr7	0.992493231602264	0.378373943719747
FEZF1-AS1	chr7	0.996595290836	0.453892854212815
FEZF2	chr3	0.982156042333251	0.365944704241529
FFAR1	chr19	0.155837230289605	0.0691196980884404
FFAR2	chr19	0.559643941258512	0.557674952826319
FFAR3	chr19	0.838789072114201	0.045737960456149
FFAR4	chr10	0.901755681352039	0.242800886044794
FGA	chr4	0.770899991795882	0.136721634260399
FGB	chr4	0.695011895971778	0.0479120518500287
FGD2	chr6	0.146074329313315	0.826893100336369
FGD3	chr9	0.525555829026171	0.708097464927394
FGD4	chr12	0.754942981376651	0.233037985068504
FGD5	chr3	0.907088358355895	0.248707851341373
FGD5-AS1	chr3	0.35942243005989	0.752891951759783
FGD5P1	chr3	0.740052506358192	0.282836984166051
FGD6	chr12	0.507465747805398	0.57268848962179
FGF1	chr5	0.897284436787267	0.27200754778899
FGF10	chr5	0.671794240708836	0.275699401099352
FGF10-AS1	chr5	0.818155714168513	0.325129214865863
FGF11	chr17	0.93428501107556	0.567560915579621
FGF12	chr3	0.813684469603741	0.235786364755107
FGF12-AS1	chr3	0.762285667405037	0.204241529247682
FGF12-AS3	chr3	0.995528755435228	0.0374107802116663
FGF14	chr13	0.704241529247682	0.220772827959636
FGF14-AS1	chr13	0.738657806218722	0.433710722782837
FGF14-AS2	chr13	0.916687176962835	0.517843957666749
FGF14-IT1	chr13	0.722782836984166	0.277627368939207
FGF17	chr8	0.984781360242842	0.0401181393059316
FGF18	chr5	0.899622610550496	0.148904750184593
FGF19	chr11	0.991221593239806	0.421240462712282
FGF2	chr4	0.598449421609648	0.482525227664287
FGF20	chr8	0.802896053819017	0.405488555254738
FGF21	chr19	0.594224300598901	0.0253917466568217
FGF22	chr19	0.362622036262204	0.536877512511281
FGF23	chr12	0.905037328739027	0.340470916400033
FGF3	chr11	0.95040610386414	0.0829026171137911
FGF4	chr11	0.976084994667323	0.0116908688161457
FGF5	chr4	0.932685207974403	0.341701534170153
FGF6	chr12	0.722659775207154	0.127327918615145
FGF7	chr15	0.700139470013947	0.337271310197719
FGF7P3	chr9	0.563581918122898	0.393223398145869
FGF7P6	chr9	0.59237837394372	0.4336697021905
FGF8	chr10	0.972270079579949	0.516244154565592
FGF9	chr13	0.919312494872426	0.211009926983346
FGFBP1	chr4	0.925014357207318	0.0465583723028961
FGFBP2	chr4	0.650135367954713	0.400443022397243
FGFBP3	chr10	0.565058659447042	0.375994749364181
FGFR1	chr8	0.85244892936254	0.349003199606202
FGFR1OP	chr6	0.176921814751005	0.865411436541144
FGFR1OP2	chr12	0.46094839609484	0.79867093280827
FGFR2	chr10	0.713142997784888	0.157519074575437
FGFR3	chr4	0.885019279678399	0.137747149068833
FGFR4	chr5	0.723398145869226	0.0588645500041021
FGFRL1	chr4	0.671096890639101	0.23357125276889
FGG	chr4	0.830831077200755	0.338707030929527
FGGY	chr1	0.465460661251948	0.504389203380097
FGL1	chr8	0.727254081548938	0.241734350644023
FGL2	chr7	0.481171548117155	0.506235130035278
FGR	chr1	0.0849536467306588	0.672204446632209
FH	chr1	0.172409549593896	0.83554844531955
FHAD1	chr1	0.715317089178768	0.312412831241283
FHDC1	chr4	0.860242841906637	0.343875625564033
FHIT	chr3	0.587373861678563	0.434202969890885
FHL2	chr2	0.890064812535893	0.468250061530888
FHL3	chr1	0.10074657478054	0.598367380424973
FHL5	chr6	0.747559274755927	0.374723111001723
FHOD1	chr16	0.141069817048158	0.844449913856756
FHOD3	chr18	0.676306505865945	0.500287144146361
FIBCD1	chr9	0.907375502502256	0.147181885306424
FIBIN	chr11	0.880260890967266	0.491221593239806
FIBP	chr11	0.202805808515875	0.956641233899417
FICD	chr12	0.540036098121257	0.989785872507999
FIG4	chr6	0.35663302978095	0.614980720321601
FIGLA	chr2	0.929895807695463	0.0945114447452621
FIGN	chr2	0.751456231027976	0.18241857412421
FIGNL1	chr7	0.0739191073919107	0.663631142833703
FIGNL2	chr12	0.965214537697924	0.191525145623103
FILIP1	chr6	0.626179342029699	0.393920748215604
FILIP1L	chr3	0.344367872672081	0.545902042825498
FIP1L1	chr4	0.403724669784232	0.908524079087702
FIS1	chr7	0.247928460086964	0.757076052178193
FITM1	chr14	0.545655919271474	0.559233735335138
FITM2	chr20	0.363852654032324	0.491262613832144
FIZ1	chr19	0.0724833866601034	0.728976946427106
FJX1	chr11	0.631306916071868	0.082656493559767
FKBP10	chr17	0.822873082287308	0.337804577898105
FKBP11	chr12	0.185331036180162	0.726310607925178
FKBP14	chr7	0.128353433423579	0.723480187053901
FKBP15	chr9	0.429075395848716	0.989826893100336
FKBP1A	chr20	0.112847649520059	0.796291738452703
FKBP1A-SDCBP2	chr20	0.415866765116088	0.724915907785708
FKBP1AP1	chr19	0.424029862991222	0.94605792107638
FKBP1B	chr2	0.727869390433998	0.142546558372303
FKBP2	chr11	0.0247764377717614	0.583558946591189
FKBP3	chr14	0.272540815489376	0.938099926162934
FKBP4	chr12	0.143818196734761	0.942243005989006
FKBP5	chr6	0.450447124456477	0.66646156370498
FKBP6	chr7	0.650709656247436	0.0871687587168759
FKBP7	chr2	0.0810566904586102	0.578800557880056
FKBP8	chr19	0.450118959717778	0.973377635573058
FKBP9	chr7	0.58384609073755	0.391746656821724
FKBP9P1	chr7	0.586143243908442	0.370497989990975
FKBPL	chr6	0.488391172368529	0.487611781114119
FKRP	chr19	0.211625235868406	0.650176388547051
FKSG29	chr13	0.015669866272869	0.573755025022561
FKTN	chr9	0.310730986955452	0.708876856181803
FLAD1	chr1	0.0326934120928706	0.715932398063828
FLCN	chr17	0.0967675773238166	0.914307982607269
FLG	chr1	0.744031503814915	0.163631142833703
FLG-AS1	chr1	0.827098203298056	0.191771269177127
FLG2	chr1	0.666912790220691	0.184756747887439
FLI1	chr11	0.421814751005004	0.767167117893182
FLII	chr17	0.437771761424235	0.971531708917877
FLJ10038	chr15	0.34748543768972	0.608786610878661
FLJ12825	chr12	0.836368857166297	0.452252030519321
FLJ13224	chr12	0.245139059808024	0.471203544179178
FLJ16171	chr5	0.709369103289851	0.257568299286242
FLJ16779	chr20	0.967224546722455	0.323037164656658
FLJ20021	chr4	0.551685946345065	0.0427844778078595
FLJ21408	chr16	0.513864960210025	0.452498154073345
FLJ22447	chr14	0.541635901222414	0.356838132742637
FLJ22763	chr3	0.646074329313315	0.174665682172451
FLJ23867	chr1	0.496800393797686	0.590614488473214
FLJ25758	chr19	0.40483222577734	0.0443022397243416
FLJ26245	chr16	0.179136926737222	0.100623513003528
FLJ26850	chr19	0.620313397325457	0.466158011321683
FLJ27354	chr1	0.506440232996965	0.497784888013783
FLJ30679	chr16	0.48588891623595	0.338666010337189
FLJ31104	chr5	0.537369759619329	0.39289523340717
FLJ31356	chr2	0.595536959553696	0.0402001804906063
FLJ31662	chr1	0.475428665189925	0.172430059890065
FLJ32255	chr5	0.466978423168431	0.408359996718353
FLJ33360	chr5	0.676593650012306	0.413774714906883
FLJ33534	chr2	0.839035195668225	0.172614652555583
FLJ33581	chr20	0.817253261137091	0.333825580441382
FLJ34503	chr6	0.657560095167774	0.429198457625728
FLJ35934	chr17	0.826646976782345	0.195627204856838
FLJ36000	chr17	0.447821806546887	0.36996472229059
FLJ36777	chr4	0.894536057100665	0.419312494872426
FLJ37035	chr10	0.76162933792764	0.398720157519075
FLJ37201	chr10	0.50775289195176	0.510788415784724
FLJ37453	chr1	0.217286077610961	0.388177865288375
FLJ37505	chr12	0.633809172204447	0.469767823447371
FLJ38576	chr4	0.503937976864386	0.197268028550332
FLJ40194	chr17	0.783657396012798	0.0890146853720568
FLJ40288	chr7	0.763147099844122	0.25309705472147
FLJ41200	chr9	0.582738534744442	0.0746164574616457
FLJ41278	chr12	0.521289687423086	0.565140700631717
FLJ41941	chr22	0.645828205759291	0.412338994175076
FLJ42102	chr11	0.678562638444499	0.110755599310854
FLJ42351	chr2	0.797481335630487	0.0917630650586594
FLJ42393	chr3	0.939740749856428	0.0712937894823201
FLJ42627	chr16	0.178931823775535	0.621215850356879
FLJ42969	chr8	0.826154729674296	0.160390516039052
FLJ43879	chr2	0.806834030683403	0.068955615719091
FLJ45079	chr17	0.686643695134958	0.0457789810484863
FLJ45513	chr17	0.584748543768972	0.698252522766429
FLJ46066	chr3	0.806751989498728	0.365698580687505
FLJ46284	chr8	0.803880548035114	0.247764377717614
FLJ46906	chr6	0.953359586512429	0.0553367790630897
FLNB	chr3	0.437607679054886	0.655632127327919
FLNC	chr7	0.783903519566823	0.0782672901796702
FLOT1	chr6	0.0626794650914759	0.780498810402822
FLOT2	chr17	0.619410944294036	0.657190909836738
FLRT1	chr11	0.570596439412585	0.0879891705636229
FLRT2	chr14	0.527770941012388	0.415907785708426
FLRT3	chr20	0.924234965952908	0.453851833620477
FLT1	chr13	0.581754040528345	0.482853392402986
FLT3	chr13	0.575806054639429	0.320452867339404
FLT3LG	chr19	0.266592829600459	0.555459840840102
FLT4	chr5	0.700918861268357	0.131758142587579
FLVCR1	chr1	0.159365001230618	0.854007711871359
FLVCR1-AS1	chr1	0.0583312823037165	0.0351136270407745
FLVCR2	chr14	0.538354253835425	0.535154647633112
FLYWCH1	chr16	0.0688735745344163	0.701247026007056
FLYWCH2	chr16	0.0646894741160062	0.499876938222988
FMC1	chr7	0.022643366970219	0.461235540241201
FMN1	chr15	0.87554352284847	0.296414800229715
FMN2	chr1	0.529329723521208	0.331077200754779
FMNL1	chr17	0.108007219624251	0.802608909672656
FMNL2	chr2	0.53363688571663	0.504758388711133
FMNL3	chr12	0.216260562802527	0.776560833538436
FMO1	chr1	0.92575272786939	0.290015587825088
FMO2	chr1	0.867257363196325	0.205800311756502
FMO3	chr1	0.700426614160308	0.154647633111822
FMO4	chr1	0.550537369759619	0.460127984248093
FMO5	chr1	0.764131594060218	0.488965460661252
FMO6P	chr1	0.881204364591025	0.44683731233079
FMO9P	chr1	0.6363934695217	0.122405447534662
FMOD	chr1	0.956723275084092	0.182049388793174
FN1	chr2	0.735622282385758	0.548568381327426
FN3K	chr17	0.623923209451144	0.444745262121585
FN3KRP	chr17	0.291820493887932	0.765567314792026
FNBP1	chr9	0.189515136598572	0.974239068012142
FNBP1L	chr1	0.92017392731151	0.182131429977849
FNBP4	chr11	0.114242349659529	0.981212568709492
FNDC1	chr6	0.91693330051686	0.239724341619493
FNDC10	chr1	0.840552957584707	0.413405529575847
FNDC11	chr20	0.796168676675691	0.170563622938715
FNDC3A	chr13	0.358889162359504	0.804988104028222
FNDC3B	chr3	0.317048158175404	0.792353761588317
FNDC4	chr2	0.974772335712528	0.385552547378784
FNDC5	chr1	0.80486504225121	0.747313151201903
FNDC7	chr1	0.88391172368529	0.319181228976946
FNDC8	chr17	0.249733366149807	0.513126589547953
FNDC9	chr5	0.443022397243416	0.910903273443268
FNIP1	chr5	0.335671507096562	0.736319632455493
FNIP2	chr4	0.657724177537124	0.518172122405448
FNTA	chr8	0.311428337025187	0.935269505291656
FNTB	chr14	0.115062761506276	0.779883501517762
FOCAD	chr9	0.28874394946263	0.69095085733038
FOCAD-AS1	chr9	0.0396258921978833	0.345803593403889
FOLH1	chr11	0.621502994503241	0.273853474444171
FOLH1B	chr11	0.684018377225367	0.249569283780458
FOLR1	chr11	0.633357945688736	0.0556239232094511
FOLR2	chr11	0.805439330543933	0.446016900484043
FOLR3	chr11	0.648248420707195	0.133275904504061
FOPNL	chr16	0.175732217573222	0.804495856920174
FOS	chr14	0.989211584215276	0.0822052670440561
FOSB	chr19	0.81758142587579	0.372384937238494
FOSL1	chr11	0.242062515382722	0.47473131512019
FOSL2	chr2	0.61469357617524	0.465296578882599
FOXA1	chr14	0.66925096398392	0.0372056772499795
FOXA2	chr20	0.97194191484125	0.0592337353351382
FOXA3	chr19	0.829149232914923	0.0544753466240053
FOXB1	chr15	0.99782590860612	0.486955451636722
FOXB2	chr9	0.99085240790877	0.00350726064484371
FOXC1	chr6	0.962917384527033	0.029370744113545
FOXC2	chr16	0.998974485191566	0.242964968414144
FOXC2-AS1	chr16	0.992616293379276	0.0810156698662729
FOXCUT	chr6	0.997948970383132	0.0630076298301747
FOXD1	chr5	0.99224710804824	0.0202641726146526
FOXD2	chr1	0.948765280170646	0.0915169415046353
FOXD2-AS1	chr1	0.709410123882189	0.626712609730084
FOXD3	chr1	0.994749364180819	0.0493887931741734
FOXD3-AS1	chr1	0.96574780539831	0.0252686848798097
FOXD4	chr9	0.98744769874477	0.531996062023136
FOXD4L1	chr2	0.983468701288047	0.193535154647633
FOXD4L3	chr9	0.993477725818361	0.363647551070637
FOXD4L4	chr9	0.996308146689638	0.517884978259086
FOXD4L5	chr9	0.973131512019034	0.485150545573878
FOXD4L6	chr9	0.986873410452047	0.424440068914595
FOXE1	chr9	0.994913446550168	0.0288784970054968
FOXE3	chr1	0.982238083517926	0.0284682910821232
FOXF1	chr16	0.991713840347855	0.0275658380507015
FOXF2	chr6	0.990319140208385	0.0588235294117647
FOXG1	chr14	0.940232996964476	0.146484535236689
FOXG1-AS1	chr14	0.763967511690869	0.290671917302486
FOXI1	chr5	0.955615719090984	0.537533841988678
FOXI2	chr10	0.651858232832882	0.116826646976782
FOXI3	chr2	0.989539748953975	0.189802280744934
FOXJ1	chr17	0.991672819755517	0.355156288456805
FOXJ2	chr12	0.236811879563541	0.780334728033473
FOXJ3	chr1	0.419517597834113	0.759906473049471
FOXK1	chr7	0.0947575682992862	0.739683321027156
FOXK2	chr17	0.0975879891705636	0.798424809254246
FOXL1	chr16	0.940438099926163	0.0537369759619329
FOXL2	chr3	0.996144064320289	0.499302649930265
FOXL2NB	chr3	0.973623759127082	0.0662482566248257
FOXM1	chr12	0.0535318730002461	0.86422183936336
FOXN1	chr17	0.659282960045943	0.0798260726884896
FOXN2	chr2	0.33833784559849	0.751579292804988
FOXN3	chr14	0.299532365247354	0.645500041020592
FOXN3-AS1	chr14	0.183321027155632	0.598203298055624
FOXN3-AS2	chr14	0.156575600951678	0.495364673065879
FOXN4	chr12	0.868734104520469	0.0816309787513332
FOXO1	chr13	0.668266469767823	0.558044138157355
FOXO3	chr6	0.647920255968496	0.587537944047912
FOXO3B	chr17	0.531955041430798	0.638116334399869
FOXO6	chr1	0.971695791287226	0.1574780539831
FOXP1	chr3	0.869267372220855	0.27340224792846
FOXP1-AS1	chr3	0.928952334071704	0.161744195586184
FOXP2	chr7	0.715973418656165	0.279514316186726
FOXP4	chr6	0.404627122815653	0.765977520715399
FOXP4-AS1	chr6	0.782919025350726	0.467347608499467
FOXR1	chr11	0.88034293215194	0.165395028304209
