name	chrom	h3k27me3_promoter_percentile	h3k27me3_body_percentile	h3k36me3_promoter_percentile	h3k36me3_body_percentile
CTD-3080P12.3	chr5	0.779630795049297	0.76617019788826	0.165040906230334	0.112264876582057
CTDNEP1	chr17	0.134081532759947	0.379553877351234	0.858331585203832	0.788686105866723
CTDP1	chr18	0.251381022306132	0.193168309908398	0.797531641143976	0.829347598070065
CTDSP1	chr2	0.380392979511922	0.323194182225019	0.741696384868191	0.789490245437382
CTDSP2	chr12	0.660478288231592	0.116775050695756	0.455842248793791	0.69627998042095
CTDSPL	chr3	0.894203202573247	0.746870848192434	0.175022725683519	0.181350954478708
CTDSPL2	chr15	0.145724075239494	0.247150548912663	0.628557443535417	0.779351094329068
CTF1	chr16	0.435389133627019	0.388504300398574	0.54859800013985	0.196944269631494
CTGF	chr6	0.932697014194812	0.918677015593315	0.365708691699881	0.517096706524019
CTH	chr1	0.263058527375708	0.137787567302986	0.231592196349906	0.645374449339207
CTHRC1	chr8	0.458883994126285	0.36993916509335	0.531291518075659	0.525942241801273
CTIF	chr18	0.593664778686805	0.402873924900357	0.432277463114468	0.472309628697294
CTLA4	chr2	0.895112229913992	0.865953429830082	0.14373120760786	0.211453744493392
CTNNA1	chr5	0.454129081882386	0.25354870288791	0.575973708132298	0.631983777358227
CTNNA2	chr2	0.546675057688274	0.537479896510733	0.364065449968534	0.38570729319628
CTNNA3	chr10	0.645164673799035	0.564575903782952	0.0384238864415076	0.256800223760576
CTNNAL1	chr9	0.0477239353891336	0.296307950492973	0.525417802950843	0.602020837703657
CTNNB1	chr3	0.539997202992798	0.237291098524579	0.475001748129501	0.79637787567303
CTNNBIP1	chr1	0.278337179218236	0.315467449828683	0.433186490455213	0.533179497937207
CTNNBL1	chr20	0.545311516677155	0.20624431857912	0.648486119851759	0.698762324312985
CTNND1	chr11	0.335011537654709	0.154010209076288	0.724809453884344	0.753898328788197
CTNND2	chr5	0.864240262918677	0.606251311097126	0.477693867561709	0.210404866792532
CTNS	chr17	0.0982798405705895	0.124361932731977	0.676805817774981	0.574120690860779
CTPS1	chr1	0.412104048667925	0.0636668764422068	0.685826166002377	0.852702608209216
CTPS2	chrX	0.732920774770995	0.615900985945039	0.522550870568492	0.575903782952241
CTR9	chr11	0.391441157960982	0.181770505559052	0.799349695825467	0.869764352143207
CTRB1	chr16	0.531955807286204	0.616949863645899	0.33001188728061	0.312600517446332
CTRB2	chr16	0.736836584854206	0.795294035382141	0.439374868890287	0.299804209495839
CTRC	chr1	0.501818054681491	0.637542829172785	0.214635340186001	0.0571288721068457
CTRL	chr16	0.162331305503112	0.468323893434026	0.923431927837214	0.914061953709531
CTSA	chr20	0.0185301727151947	0.0368855324802461	0.799314733235438	0.629920984546535
CTSB	chr8	0.541640444724145	0.379414026991119	0.50471994965387	0.66289070694357
CTSC	chr11	0.399867142157891	0.328648346269492	0.861583106076498	0.837388993776659
CTSD	chr11	0.0288790993636809	0.0459058807076428	0.633696944269632	0.602545276554087
CTSE	chr1	0.821935528983987	0.809663659883924	0.42538983287882	0.381651632752954
CTSF	chr11	0.780190196489756	0.824068246975736	0.104188518285435	0.070729319627998
CTSG	chr14	0.627403678064471	0.510174113698343	0.145269561569121	0.0378644850010489
CTSH	chr15	0.333298370743305	0.0529333613034054	0.6224389902804	0.863296272987903
CTSK	chr1	0.289245507307181	0.280120271309699	0.825816376477169	0.546919795818474
CTSL	chr9	0.890811831340466	0.900041955108034	0.135025522690721	0.338997272917978
CTSL3P	chr9	0.711908258163765	0.782672540381791	0.287357527445633	0.283826305852738
CTSLP2	chr10	0.892315222711698	0.886161806866653	0.430599258793091	0.0620935598909167
CTSLP8	chr9	0.74068246975736	0.889867841409692	0.269614013006084	0.289245507307181
CTSO	chr4	0.464198307810643	0.443605342283756	0.16421928536466	0.481399902104748
CTSS	chr1	0.385567442836165	0.162925669533599	0.616425424795469	0.828858121809664
CTSV	chr9	0.794664708761625	0.870044052863436	0.121110411859311	0.44245157681281
CTSW	chr11	0.0671281728550451	0.21257254737431	0.809488846933781	0.71019509125236
CTSZ	chr20	0.13635410111181	0.106426124047269	0.734459128732256	0.878539962240403
CTTN	chr11	0.667820432137613	0.644535347178519	0.567407873575274	0.546290469197958
CTTNBP2	chr7	0.9387805048598	0.774805957625341	0.441385217816936	0.228375638067268
CTTNBP2NL	chr1	0.264282218026711	0.286343612334802	0.325047199496539	0.64030487378505
CTU1	chr19	0.573421439060206	0.40647507167331	0.684322774631145	0.799909097265925
CTU2	chr16	0.030242640374799	0.0488777008600797	0.636598839242011	0.600971960002797
CTXN1	chr19	0.134186420530033	0.188273547304384	0.79452485840151	0.0152786518425285
CTXN2	chr15	0.766135235298231	0.753164114397595	0.257254737430949	0.156632403328439
CTXN3	chr5	0.747080623732606	0.70467100202783	0.28637857492483	0.125270960072722
CUBN	chr10	0.732885812180966	0.700650304174533	0.323998321795679	0.23358506398154
CUEDC1	chr17	0.838962310327949	0.67708551849521	0.224669603524229	0.195266065310118
CUEDC2	chr10	0.0262569051115307	0.0346479267184113	0.47189007761695	0.556184882176072
CUL1	chr7	0.491643940983148	0.126599538493812	0.555205929655269	0.747185511502692
CUL2	chr10	0.255052094259143	0.224599678344172	0.620725823368995	0.77746311446752
CUL3	chr2	0.392455073071813	0.336934480106286	0.783476679952451	0.788266554786379
CUL4A	chr13	0.150513950073421	0.104153555695406	0.794035382141109	0.794175232501224
CUL4B	chrX	0.617823928396616	0.505069575554157	0.41724354940214	0.601251660723026
CUL5	chr11	0.32396335920565	0.225543668274946	0.659953849381162	0.763967554716453
CUL7	chr6	0.245332494231173	0.290434235368156	0.924480805538074	0.886266694636739
CUL9	chr6	0.101846024753514	0.232920774770995	0.911125096147123	0.76774351443955
CUTA	chr6	0.443920005594014	0.0283196979232222	0.683623522830571	0.126564575903783
CUTA	chr6_ssto_hap7	0.952765540871268	0.951052373959863	0.95269561569121	0.948325291937627
CUTC	chr10	0.0516047828823159	0.126809314033984	0.78532969722397	0.840675477239354
CUX1	chr7	0.513880148241382	0.167051255156982	0.560939794419971	0.645933850779666
CUX2	chr12	0.92381651632753	0.749667855394728	0.213411649534998	0.190616040836305
CUZD1	chr10	0.403852877421159	0.583665477938606	0.863575973708132	0.660757988951822
CWC15	chr11	0.0708691699881127	0.341199916089784	0.782148101531361	0.893713726312845
CWC22	chr2	0.279106356198867	0.190895741556535	0.587930913922103	0.744982868330886
CWC25	chr17	0.22176770855185	0.212677435144395	0.682889308439969	0.87046360394378
CWC27	chr5	0.273617229564366	0.358856024054262	0.854940213971051	0.587651213201874
CWF19L1	chr10	0.00412558562338298	0.182994196210055	0.639955247884763	0.81186630305573
CWF19L2	chr11	0.334452136214251	0.225124117194602	0.599188867911335	0.621529962939655
CWH43	chr4	0.69128033004685	0.579469967135165	0.0518495210125166	0.260471295713586
CX3CL1	chr16	0.572442486539403	0.439269981120201	0.249108453954269	0.328333682959234
CX3CR1	chr3	0.61429270680372	0.610411859310538	0.397244947905741	0.169149010558702
CXADR	chr21	0.741801272638277	0.645898888189637	0.306062513110971	0.391266345010838
CXADRP2	chr15	0.642962030627229	0.633836794629746	0.302601216698133	0.34130480385987
CXADRP3	chr18	0.499895112229914	0.470106985525488	0.392210334941612	0.205859730088805
CXCL1	chr4	0.897105097545626	0.883050136354101	0.369239913292777	0.0614642332704007
CXCL10	chr4	0.736451996363891	0.788790993636809	0.133347318369345	0.137717642122928
CXCL11	chr4	0.824837423956367	0.880742605412209	0.223935389133627	0.0577581987273617
CXCL12	chr10	0.832179567862387	0.761485210824418	0.0731067757499476	0.299489546185581
CXCL13	chr4	0.733480176211454	0.740962170477589	0.355779316131739	0.324417872876023
CXCL14	chr5	0.910495769526606	0.87546325431788	0.0999930074819943	0.240210474791973
CXCL16	chr17	0.879903503251521	0.863156422627788	0.00471994965387036	0.37308579819593
CXCL17	chr19	0.67708551849521	0.564715754143067	0.267883364799664	0.193727711348857
CXCL2	chr4	0.916019858751136	0.91567023285085	0.269614013006084	0.137123278092441
CXCL3	chr4	0.852982308929445	0.903398363750787	0.354800363610936	0.421404097615551
CXCL5	chr4	0.864275225508706	0.878784700370603	0.347737920425145	0.189759457380603
CXCL6	chr4	0.881302006852668	0.912313824208097	0.498566533808825	0.377840710439829
CXCL8	chr4	0.61981679602825	0.826480665687714	0.20704845814978	0.464093420040557
CXCL9	chr4	0.862142507516957	0.897105097545626	0.341199916089784	0.331899867142158
CXCR1	chr2	0.83892734773792	0.89332913782253	0.0396126145024823	0.0765680721627858
CXCR2	chr2	0.815012936158311	0.877700860079715	0.479826585553458	0.414201804069645
CXCR2P1	chr2	0.649814698272848	0.748339276973638	0.287112789315432	0.410880358016922
CXCR3	chrX	0.350465002447381	0.445738060275505	0.68313404657017	0.584749318229494
CXCR4	chr2	0.86389063701839	0.87098804279421	0.405286343612335	0.477623942381652
CXCR5	chr11	0.824732536186281	0.817565205230403	0.38098734354241	0.396755471645339
CXCR6	chr3	0.292671841129991	0.0669183973148731	0.881651632752954	0.759632193552898
CXorf21	chrX	0.199986014963989	0.318649045521292	0.676001678204321	0.780784560520243
CXorf23	chrX	0.568596601636249	0.572931962799804	0.752429900006993	0.595342983008181
CXorf36	chrX	0.8725613593455	0.71019509125236	0.0407314173833998	0.17184112999091
CXorf38	chrX	0.285049996503741	0.393923501853017	0.77379204251451	0.785679323124257
CXorf40A	chrX	0.344416474372422	0.461785889098664	0.758233689951752	0.689602125725474
CXorf40B	chrX	0.280155233899727	0.46793930494371	0.745577232361373	0.697958184742326
CXorf49	chrX	0.682662051604783	0.657628837144256	0.0608873505349276	0.0817600167820432
CXorf49B	chrX	0.682662051604783	0.657628837144256	0.0608873505349276	0.0817600167820432
CXorf51A	chrX	0.503408852527795	0.557391091532061	0.362929165792602	0.398940633522131
CXorf51B	chrX	0.503408852527795	0.557391091532061	0.362929165792602	0.398940633522131
CXorf56	chrX	0.491154464722747	0.525103139640585	0.499160897839312	0.602685126914202
CXorf57	chrX	0.64607370113978	0.569330816026851	0.347912733375288	0.510453814418572
CXorf58	chrX	0.487623243129851	0.651283127054052	0.336479966435914	0.395322005454164
CXorf65	chrX	0.22096356898119	0.243269701419481	0.729844066848472	0.523634710859381
CXorf66	chrX	0.638836445003846	0.741067058247675	0.39070694357038	0.469128033004685
CXorf67	chrX	0.51943920005594	0.0654849311236976	0.328333682959234	0.105307321166352
CXXC1	chr18	0.152681630655199	0.0703796937277113	0.663135445073771	0.703377386196769
CXXC1P1	chrX	0.643836095377946	0.575274456331725	0.274736032445284	0.0958324592685826
CXXC4	chr4	0.289874833927697	0.351968393818614	0.293790644010908	0.481295014334662
CXXC5	chr5	0.152856443605342	0.0864974477309279	0.447905740857283	0.62638976295364
CYB561	chr17	0.47031676106566	0.542794210195091	0.136458988881896	0.461436263198378
CYB561A3	chr11	0.00671281728550451	0.112264876582057	0.787322564855604	0.714810153136144
CYB561D1	chr1	0.0845745052793511	0.114782183064121	0.874099713306762	0.727641423676666
CYB561D2	chr3	0.0793650793650794	0.523285084959094	0.876302356478568	0.615691210404867
CYB5A	chr18	0.219110551709671	0.122683728410601	0.486714215789106	0.546185581427872
CYB5B	chr16	0.273337528844137	0.14530452415915	0.845954828333683	0.76956156912104
CYB5D1	chr17	0.119187469407734	0.126529613313754	0.891021606880638	0.677854695475841
CYB5D2	chr17	0.334906649884623	0.398993077407174	0.722047409272079	0.54545136703727
CYB5R1	chr1	0.355464652821481	0.41067058247675	0.683903223550801	0.664359135724774
CYB5R2	chr11	0.460247535137403	0.421229284665408	0.587371512481645	0.716907908537864
CYB5R3	chr22	0.467904342353682	0.108978393119362	0.634745821970492	0.714320676875743
CYB5R4	chr6	0.64740227956087	0.248584015103839	0.579644780085309	0.657891056569471
CYB5RL	chr1	0.00811132088665128	0.318823858471436	0.671736242220824	0.629116844975876
CYBA	chr16	0.000804139570659394	0.0242640374798965	0.872281658625271	0.654394797566604
CYBB	chrX	0.557128872106846	0.587651213201874	0.676176491154465	0.701349555975107
CYBRD1	chr2	0.0649954548632963	0.358541360744004	0.545731067757499	0.684777288301517
CYC1	chr8	0.406440109083281	0.49290259422418	0.861198517586183	0.897314873085798
CYCS	chr7	0.066079295154185	0.0608349066498846	0.720613943080903	0.687154744423467
CYCSP52	chr1	0.0646458289630096	0.472624292007552	0.925145094748619	0.842039018250472
CYFIP1	chr15	0.234249353192084	0.111355849241312	0.464897559611216	0.698657436542899
CYFIP2	chr5	0.410251031396406	0.190825816376477	0.686979931473324	0.849625900286693
CYGB	chr17	0.926753373889938	0.765645759037829	0.275854835326201	0.0969162995594714
CYHR1	chr8	0.344241661422278	0.382630585273757	0.557723236137333	0.587826026152017
CYLC1	chrX	0.4897559611216	0.508286133836795	0.139815397524649	0.0895042304733935
CYLC2	chr9	0.307076428221803	0.41171946017761	0.00248234389203552	0.131354450737711
CYLD	chr16	0.0772323613733305	0.234668904272429	0.751381022306132	0.835326200964967
CYMP	chr1	0.778162366268093	0.734773792042514	0.0810432836864555	0.0516047828823159
CYP11A1	chr15	0.847667995245088	0.840011188028809	0.214495489825886	0.3315852038319
CYP11B1	chr8	0.773162715893993	0.799209845465352	0.356863156422628	0.349101461436263
CYP11B2	chr8	0.818264457030977	0.728515488427383	0.156982029228725	0.0969862247395287
CYP17A1	chr10	0.699076987623243	0.630690161527166	0.0337738619676946	0.0366757569400741
CYP19A1	chr15	0.886476470176911	0.842913083001189	0.0752045311516677	0.273687154744423
CYP1A1	chr15	0.804594084329767	0.767673589259492	0.276554087126774	0.10299979022446
CYP1A2	chr15	0.580204181525767	0.670058037899448	0.0559401440458709	0.104887770086008
CYP1B1	chr2	0.657261729948955	0.721802671141878	0.404202503321446	0.558457450527935
CYP1B1-AS1	chr2	0.251241171946018	0.618068666526816	0.508111320886651	0.447800853087197
CYP20A1	chr2	0.00723725613593455	0.0735263268302916	0.595972309628697	0.694077337249143
CYP21A1P	chr6	0.698552548772813	0.815082861338368	0.456681350954479	0.349136424026292
CYP21A1P	chr6_cox_hap2	0.952800503461296	0.951087336549892	0.952730578281239	0.948360254527655
CYP21A1P	chr6_dbb_hap3	0.952835466051325	0.95112229913992	0.952765540871268	0.948395217117684
CYP21A1P	chr6_mcf_hap5	0.952870428641354	0.951157261729949	0.952800503461296	0.948430179707713
CYP21A1P	chr6_qbl_hap6	0.952905391231382	0.951192224319978	0.952835466051325	0.948465142297741
CYP21A1P	chr6_ssto_hap7	0.952940353821411	0.951227186910006	0.952870428641354	0.94850010488777
CYP21A2	chr6	0.672190755891196	0.824662611006223	0.386126844276624	0.221662820781764
CYP21A2	chr6_cox_hap2	0.95297531641144	0.951262149500035	0.952905391231382	0.948535067477799
CYP21A2	chr6_dbb_hap3	0.953010279001468	0.951297112090064	0.952940353821411	0.948570030067827
CYP21A2	chr6_mcf_hap5	0.953045241591497	0.951332074680092	0.95297531641144	0.948604992657856
CYP21A2	chr6_qbl_hap6	0.953080204181526	0.951367037270121	0.953010279001468	0.948639955247885
CYP21A2	chr6_ssto_hap7	0.953115166771554	0.95140199986015	0.953045241591497	0.948674917837913
CYP24A1	chr20	0.880672680232152	0.82843857072932	0.115376547094609	0.176700930004895
CYP26A1	chr10	0.941717362422208	0.901440458709181	0.0471645339486749	0.0417453324942312
CYP26B1	chr2	0.945248584015104	0.870183903223551	0.357912034123488	0.264491993566883
CYP26C1	chr10	0.884273827005104	0.901720159429411	0.4847563107475	0.0938395916369485
CYP27A1	chr2	0.692504020697853	0.614222781623663	0.348856723306062	0.114572407523949
CYP27B1	chr12	0.752325012236907	0.885986993916509	0.71648835745752	0.488007831620166
CYP27C1	chr2	0.688168659534298	0.805398223900427	0.0694706663869659	0.210160128662331
CYP2A13	chr19	0.789490245437382	0.832389343402559	0.115306621914551	0.112055101041885
CYP2A6	chr19	0.88990280399972	0.830501363541011	0.373120760785959	0.0474442346689043
CYP2A7	chr19	0.728165862527096	0.776624012306832	0.0292287252639676	0.0488077756800224
CYP2B6	chr19	0.637612754352842	0.761625061184533	0.0201734144465422	0.239563666876442
CYP2B7P	chr19	0.763303265505909	0.690581078246276	0.4337808544857	0.151038388923851
CYP2C18	chr10	0.620795748549053	0.58985385637368	0.16264596881337	0.134431158660234
CYP2C19	chr10	0.641563527026082	0.540871267743514	0.359904901755122	0.317897349835676
CYP2C8	chr10	0.652017341444654	0.58303615131809	0.150898538563737	0.139885322704706
CYP2C9	chr10	0.617404377316272	0.679637787567303	0.238409901405496	0.331969792322215
CYP2D6	chr22	0.505716383469687	0.549594433955667	0.65934200405566	0.605639465771624
CYP2D7	chr22	0.515663240332844	0.522760646108664	0.864869589539193	0.669778337179218
CYP2E1	chr10	0.865184252849451	0.820886651283127	0.272323613733305	0.145794000419551
CYP2F1	chr19	0.700300678274247	0.741906160408363	0.0417103699042025	0.383714425564646
CYP2G1P	chr19	0.730823019369275	0.814523459897909	0.161876791832739	0.107859590238445
CYP2J2	chr1	0.864624851408992	0.684462624991259	0.408922452975316	0.341514579400042
CYP2R1	chr11	0.522131319488148	0.407908537864485	0.237500874064751	0.516397454723446
CYP2S1	chr19	0.834417173624222	0.687434445143696	0.378644850010489	0.352772533389274
CYP2U1	chr4	0.585238794489896	0.483952171176841	0.312565554856304	0.507691769806307
CYP2W1	chr7	0.72043913013076	0.818019718900776	0.365918467240053	0.421788686105867
CYP39A1	chr6	0.918432277463115	0.769666456891126	0.414026991119502	0.283266904412279
CYP3A4	chr7	0.791413187888959	0.774875882805398	0.228410600657297	0.351094329067897
CYP3A43	chr7	0.70362212432697	0.749143416544298	0.258688203622124	0.33578071463534
CYP3A5	chr7	0.481469827284805	0.287147751905461	0.111565624781484	0.498566533808825
CYP3A7	chr7	0.575117124676596	0.574505279351094	0.0902209635689812	0.315782113138941
CYP3A7-CYP3A51P	chr7	0.575117124676596	0.597860289490245	0.0902209635689812	0.317180616740088
CYP46A1	chr14	0.81686595342983	0.803754982169079	0.278966505838753	0.236521921543948
CYP4A11	chr1	0.712152996293965	0.801517376407244	0.0690511153066219	0.143626319837774
CYP4A22	chr1	0.757009999300748	0.778861618068666	0.153066219145514	0.10562198447661
CYP4B1	chr1	0.673729109852458	0.71648835745752	0.124956296762464	0.122334102510314
CYP4F11	chr19	0.65054891266345	0.711348856723306	0.0783162016642193	0.120446122648766
CYP4F12	chr19	0.484266834487099	0.518495210125166	0.0120271309698622	0.168239983217957
CYP4F2	chr19	0.640374798965107	0.686979931473324	0.0346129641283826	0.114467519753863
CYP4F22	chr19	0.694182225019229	0.638067268023215	0.0443325641563527	0.225893294175232
CYP4F24P	chr19	0.708691699881127	0.712922173274596	0.244318579120341	0.153730508356059
CYP4F29P	chr21	0.333892734773792	0.369764352143207	0.0707642822180267	0.0587021886581358
CYP4F3	chr19	0.645933850779666	0.541885182854346	0.091567023285085	0.0845395426893224
CYP4F30P	chr2	0.526781343961961	0.563107475001748	0.087546325431788	0.079295154185022
CYP4F35P	chr18	0.535382141109013	0.597510663589959	0.0412908188238585	0.0428641353751486
CYP4F62P	chr2	0.572057898049087	0.695860429340606	0.170058037899448	0.359520313264807
CYP4F8	chr19	0.683868260960772	0.666386965946437	0.1224389902804	0.0876162506118453
CYP4V2	chr4	0.421788686105867	0.384343752185162	0.500384588490315	0.493217257534438
CYP4X1	chr1	0.672470456611426	0.734564016502342	0.329872036920495	0.227326760366408
CYP4Z1	chr1	0.676735892594923	0.630550311167051	0.0413957065939445	0.122089364380113
CYP4Z2P	chr1	0.667960282497727	0.669568561639046	0.293091392210335	0.171806167400881
CYP51A1	chr7	0.287112789315432	0.298021117404377	0.765820571987973	0.836130340535627
CYP51A1-AS1	chr7	0.283861268442766	0.607789665058387	0.772743164813649	0.362247395287043
CYP7A1	chr8	0.761485210824418	0.763827704356339	0.438500804139571	0.400811132088665
CYP7B1	chr8	0.4795119222432	0.528704286413538	0.289140619537095	0.452136214250752
CYP8B1	chr3	0.684777288301517	0.770260820921614	0.251415984896161	0.425669533599049
CYR61	chr1	0.892245297531641	0.900216768058178	0.20257324662611	0.434724844416474
CYS1	chr2	0.717397384798266	0.651178239283966	0.483113069016153	0.46769456681351
CYSLTR1	chrX	0.36836584854206	0.42143906020558	0.380777568002238	0.514474512271869
CYSLTR2	chr13	0.635200335640864	0.607440039158101	0.128557443535417	0.217712048108524
CYSRT1	chr9	0.206803720019579	0.0520942591427173	0.13715824068247	0.149430109782533
CYSTM1	chr5	0.436263198377736	0.251555835256276	0.279945458359555	0.537864485001049
CYTH1	chr17	0.0946786937976365	0.0819523110272009	0.619432207537934	0.756800223760576
CYTH2	chr19	0.310782462764842	0.373050835605902	0.830955877211384	0.748863715824068
CYTH3	chr7	0.686070904132578	0.332773931892875	0.389063701839032	0.563282287951892
CYTH4	chr22	0.422348087546325	0.169848262359276	0.556114956996014	0.655443675267464
CYTIP	chr2	0.308929445493322	0.330885952031326	0.689392350185302	0.891126494650724
CYTL1	chr4	0.89252499825187	0.877630934899657	0.350220264317181	0.189357387595273
CYYR1	chr21	0.244143766170198	0.43325641563527	0.278686805118523	0.300888049786728
CYYR1-AS1	chr21	0.466995315012936	0.428711278931543	0.395356968044193	0.304733934689882
D21S2088E	chr21	0.547234459128732	0.377805747849801	0.383714425564646	0.198797286903014
D2HGDH	chr2	0.268407803650094	0.0445773022865534	0.700335640864275	0.704775889797916
DAAM1	chr14	0.498986084889169	0.402769037130271	0.194776589049717	0.569225928256765
DAAM2	chr6	0.789769946157611	0.788336479966436	0.103209565764632	0.201244668205021
DAB1	chr1	0.812041116005874	0.674952800503461	0.219565065380043	0.233410251031396
DAB1-AS1	chr1	0.76879239214041	0.735263268302916	0.411264946507237	0.21334172435494
DAB2	chr5	0.923641703377386	0.773092790713936	0.368505698902175	0.313264806656877
DAB2IP	chr9	0.75249982518705	0.83710929305643	0.228900076917698	0.157156842178869
DACH1	chr13	0.920250332144605	0.576498146982728	0.159813999021047	0.190895741556535
DACH2	chrX	0.543703237535837	0.494720648905671	0.132053702538284	0.223760576183484
DACT1	chr14	0.805887700160828	0.822215229704216	0.239598629466471	0.431648136493951
DACT2	chr6	0.551325082162087	0.68995175162576	0.172295643661282	0.245542269771345
DACT3	chr19	0.795678623872456	0.867491783791343	0.421928536465981	0.354101111810363
DACT3-AS1	chr19	0.7601216698133	0.519054611565625	0.388189637088315	0.660583176001678
DAD1	chr14	0.446507237256136	0.291972589329417	0.75169568561639	0.77456121949514
DAG1	chr3	0.243759177679883	0.102755052094259	0.649290259422418	0.678518984686386
DAGLA	chr11	0.925774421369135	0.798126005174463	0.33840290888749	0.101006922592826
DAGLB	chr7	0.195056289769946	0.0862177470106986	0.761869799314733	0.718586112859241
DALRD3	chr3	0.0428641353751486	0.0476190476190476	0.851339067198098	0.556604433256416
DANCR	chr4	0.397175022725684	0.152821481015314	0.881302006852668	0.653066219145514
DAND5	chr19	0.719809803510244	0.865324103209566	0.527410670582477	0.469058107824628
DANT2	chrX	0.69023145234599	0.5407314173834	0.462310327949094	0.324522760646109
DAO	chr12	0.577581987273617	0.784001118802881	0.327249842668345	0.224215089853856
DAOA	chr13	0.399727291797776	0.453814418572128	0.390147542129921	0.252150199286763
DAOA-AS1	chr13	0.587581288021817	0.474477309279071	0.511852318019719	0.3265855534578
DAP	chr5	0.337808544857003	0.139605621984477	0.565380043353612	0.772813089993707
DAP3	chr1	0.120935598909167	0.17156142927068	0.801657226767359	0.729913992028529
DAPK1	chr9	0.433501153765471	0.227991049576953	0.566813509544787	0.65421998461646
DAPK2	chr15	0.210299979022446	0.360883854275925	0.338367946297462	0.571603384378715
DAPK3	chr19	0.0493322145304524	0.0874064750716733	0.898993077407174	0.796447800853087
DAPL1	chr2	0.75669533599049	0.803160618138592	0.0628277742815188	0.15502412418712
DAPP1	chr4	0.266974337458919	0.165512901195721	0.639290958674219	0.727816236626809
DARS	chr2	0.159499335710789	0.253199076987623	0.755261869799315	0.800293685756241
DARS-AS1	chr2	0.223131249562968	0.451961401300608	0.783686455492623	0.491888679113349
DARS2	chr1	0.159394447940703	0.134361233480176	0.68708481924341	0.713971050975456
DAW1	chr2	0.884413677365219	0.733620026571568	0.338088245577232	0.123033354310887
DAXX	chr6	0.0575833857772184	0.0495769526606531	0.814313684357737	0.762988602195651
DAXX	chr6_cox_hap2	0.953150129361583	0.951436962450178	0.953080204181526	0.948709880427942
DAXX	chr6_dbb_hap3	0.953185091951612	0.951471925040207	0.953115166771554	0.948744843017971
DAXX	chr6_mcf_hap5	0.95322005454164	0.951506887630236	0.953150129361583	0.948779805607999
DAXX	chr6_qbl_hap6	0.953255017131669	0.951541850220264	0.953185091951612	0.948814768198028
DAZ1	chrY	0.953289979721698	0.951576812810293	0.95322005454164	0.948849730788057
DAZ2	chrY	0.953324942311726	0.951611775400322	0.953255017131669	0.948884693378085
DAZ3	chrY	0.953359904901755	0.95164673799035	0.953289979721698	0.948919655968114
DAZ4	chrY	0.953394867491784	0.951681700580379	0.953324942311726	0.948954618558143
DAZAP1	chr19	0.545661142577442	0.128976994615761	0.79190266414936	0.881966296063212
DAZAP2	chr12	0.19995105237396	0.337913432627089	0.849311236976435	0.859310537724635
DAZL	chr3	0.520173414446542	0.56989021746731	0.238235088455353	0.18813369694427
DBET	chr4	0.9337808544857	0.921543947975666	0.333263408153276	0.451856513530522
DBF4	chr7	0.175931753024264	0.267254038179148	0.814838123208167	0.832669044122789
DBF4B	chr17	0.403713027061045	0.134745821970492	0.602160688063772	0.765925459758059
DBH	chr9	0.802251590797846	0.811167051255157	0.125270960072722	0.118593105377246
DBH-AS1	chr9	0.888504300398574	0.869065100342633	0.329137822529893	0.0753443815117824
DBI	chr2	0.0499265785609398	0.292147402279561	0.872980910425844	0.905216418432278
DBIL5P	chr17	0.421648835745752	0.134431158660234	0.908153275994686	0.428046989720999
DBIL5P2	chr2	0.451262149500035	0.545731067757499	0.370533529123837	0.458324592685826
DBN1	chr5	0.661632053702538	0.522201244668205	0.572617299489546	0.587791063561989
DBNDD1	chr16	0.847772883015174	0.849031536256206	0.293615831060765	0.302391441157961
DBNDD2	chr20	0.864100412558562	0.893748688902874	0.512201943920006	0.486679253199077
DBNL	chr7	0.226732396335921	0.200650304174533	0.774106705824767	0.880847493182295
DBP	chr19	0.330746101671212	0.23935389133627	0.320991539053213	0.505663939584644
DBR1	chr3	0.441857212782323	0.215579330116775	0.715824068246976	0.810362911684498
DBT	chr1	0.447346339416824	0.15264666806517	0.559925879309139	0.73201174743025
DBX1	chr11	0.922522900496469	0.911859310537725	0.194601776099573	0.246765960422348
DBX2	chr12	0.842598419690931	0.688483322844556	0.394517865883505	0.153940283896231
DCAF1	chr3	0.0725124117194602	0.160058737151248	0.603419341304804	0.852457870079015
DCAF10	chr9	0.140339836375079	0.262848751835536	0.566848472134816	0.668100132857842
DCAF11	chr14	0.129466470876163	0.0508356059016852	0.852807495979302	0.767813439619607
DCAF12	chr9	0.106321236277183	0.316061813859171	0.694811551639746	0.885917068736452
DCAF12L1	chrX	0.466715614292707	0.271624361932732	0.212887210684568	0.0996783441717362
DCAF12L2	chrX	0.340920215369555	0.535591916649185	0.24040276903713	0.473148730857982
DCAF13	chr8	0.339416823998322	0.382420809733585	0.801132787916929	0.803580169218936
DCAF13P3	chr15	0.0585623382980211	0.398643451506888	0.866722606810713	0.766030347528145
DCAF15	chr19	0.149395147192504	0.047898748339277	0.767813439619607	0.797112090063632
DCAF16	chr4	0.264142367666597	0.378854625550661	0.811516677155444	0.850010488777009
DCAF17	chr2	0.423676665967415	0.188413397664499	0.915600307670792	0.806482064191315
DCAF4	chr14	0.509754562617999	0.130934899657367	0.547898748339277	0.725333892734774
DCAF4L1	chr4	0.347423257114887	0.494965387035872	0.416544297601566	0.460911824347948
