gene	chrom	status
cuff_4831	NA	Uncertain
cuff_4886	NA	Uncertain
cuff_4887	NA	Uncertain
cuff_4925	NA	Uncertain
cuff_4938	NA	Uncertain
cuff_4957	NA	Uncertain
cuff_5034	NA	Uncertain
cuff_5047	NA	Uncertain
cuff_506	NA	Uncertain
cuff_5097	NA	Uncertain
cuff_5104	NA	Uncertain
cuff_5105	NA	Uncertain
cuff_5106	NA	Uncertain
cuff_5135	NA	Uncertain
cuff_5136	NA	Uncertain
cuff_5137	NA	Uncertain
cuff_5146	NA	Uncertain
cuff_5148	NA	Uncertain
cuff_515	NA	Uncertain
cuff_5159	NA	Uncertain
cuff_517	NA	Uncertain
cuff_5186	NA	Uncertain
cuff_5188	NA	Uncertain
cuff_5217	NA	Uncertain
cuff_5219	NA	Uncertain
cuff_5220	NA	Uncertain
cuff_5221	NA	Uncertain
cuff_5222	NA	Uncertain
cuff_523	NA	Uncertain
cuff_5233	NA	Uncertain
cuff_5283	NA	Uncertain
cuff_5366	NA	Uncertain
cuff_5404	NA	Uncertain
cuff_541	NA	Uncertain
cuff_5446	NA	Uncertain
cuff_5452	NA	Uncertain
cuff_5472	NA	Uncertain
cuff_5482	NA	Uncertain
cuff_5495	NA	Uncertain
cuff_5496	NA	Uncertain
cuff_5497	NA	Uncertain
cuff_5498	NA	Uncertain
cuff_5500	NA	Uncertain
cuff_5501	NA	Uncertain
cuff_5568	NA	Uncertain
cuff_5576	NA	Uncertain
cuff_5589	NA	Uncertain
cuff_5593	NA	Uncertain
cuff_5594	NA	Uncertain
cuff_56	NA	Uncertain
cuff_562	NA	Uncertain
cuff_5652	NA	Uncertain
cuff_5663	NA	Uncertain
cuff_568	NA	Uncertain
cuff_5750	NA	Uncertain
cuff_5770	NA	Uncertain
cuff_578	NA	Uncertain
cuff_5792	NA	Uncertain
cuff_5846	NA	Uncertain
cuff_5884	NA	Uncertain
cuff_5885	NA	Uncertain
cuff_5888	NA	Uncertain
cuff_5889	NA	Uncertain
cuff_5893	NA	Uncertain
cuff_5930	NA	Uncertain
cuff_5950	NA	Uncertain
cuff_5951	NA	Uncertain
cuff_6009	NA	Uncertain
cuff_6064	NA	Uncertain
cuff_614	NA	Uncertain
cuff_6149	NA	Uncertain
cuff_6209	NA	Uncertain
cuff_6241	NA	Uncertain
cuff_6248	NA	Uncertain
cuff_6274	NA	Uncertain
cuff_6376	NA	Uncertain
cuff_6388	NA	Uncertain
cuff_6436	NA	Uncertain
cuff_6452	NA	Uncertain
cuff_6480	NA	Uncertain
cuff_6484	NA	Uncertain
cuff_6490	NA	Uncertain
cuff_6512	NA	Uncertain
cuff_6515	NA	Uncertain
cuff_6554	NA	Uncertain
cuff_6583	NA	Uncertain
cuff_6642	NA	Uncertain
cuff_6656	NA	Uncertain
cuff_6667	NA	Uncertain
cuff_6690	NA	Uncertain
cuff_6798	NA	Uncertain
cuff_6799	NA	Uncertain
cuff_6806	NA	Uncertain
cuff_6835	NA	Uncertain
cuff_6839	NA	Uncertain
cuff_6856	NA	Uncertain
cuff_6874	NA	Uncertain
cuff_6953	NA	Uncertain
cuff_699	NA	Uncertain
cuff_7122	NA	Uncertain
cuff_7130	NA	Uncertain
cuff_7159	NA	Uncertain
cuff_7160	NA	Uncertain
cuff_7188	NA	Uncertain
cuff_721	NA	Uncertain
cuff_7233	NA	Uncertain
cuff_7244	NA	Uncertain
cuff_7254	NA	Uncertain
cuff_7255	NA	Uncertain
cuff_7261	NA	Uncertain
cuff_7262	NA	Uncertain
cuff_7266	NA	Uncertain
cuff_7269	NA	Uncertain
cuff_7271	NA	Uncertain
cuff_7297	NA	Uncertain
cuff_7401	NA	Uncertain
cuff_7409	NA	Uncertain
cuff_7458	NA	Uncertain
cuff_7553	NA	Uncertain
cuff_7574	NA	Uncertain
cuff_7614	NA	Uncertain
cuff_7629	NA	Uncertain
cuff_7655	NA	Uncertain
cuff_7660	NA	Uncertain
cuff_7670	NA	Uncertain
cuff_7672	NA	Uncertain
cuff_7673	NA	Uncertain
cuff_7678	NA	Uncertain
cuff_7692	NA	Uncertain
cuff_7695	NA	Uncertain
cuff_7713	NA	Uncertain
cuff_7716	NA	Uncertain
cuff_7761	NA	Uncertain
cuff_7767	NA	Uncertain
cuff_7774	NA	Uncertain
cuff_778	NA	Uncertain
cuff_7809	NA	Uncertain
cuff_7850	NA	Uncertain
cuff_7874	NA	Uncertain
cuff_7897	NA	Uncertain
cuff_7898	NA	Uncertain
cuff_7916	NA	Uncertain
cuff_7917	NA	Uncertain
cuff_7920	NA	Uncertain
cuff_7925	NA	Uncertain
cuff_7937	NA	Uncertain
cuff_7966	NA	Uncertain
cuff_7989	NA	Uncertain
cuff_7990	NA	Uncertain
cuff_7991	NA	Uncertain
cuff_8004	NA	Uncertain
cuff_8006	NA	Uncertain
cuff_8040	NA	Uncertain
cuff_8048	NA	Uncertain
cuff_8104	NA	Uncertain
cuff_8122	NA	Uncertain
cuff_8133	NA	Uncertain
cuff_8136	NA	Uncertain
cuff_8140	NA	Uncertain
cuff_8158	NA	Uncertain
cuff_8189	NA	Uncertain
cuff_8203	NA	Uncertain
cuff_8205	NA	Uncertain
cuff_8224	NA	Uncertain
cuff_8226	NA	Uncertain
cuff_8229	NA	Uncertain
cuff_8230	NA	Uncertain
cuff_8261	NA	Uncertain
cuff_827	NA	Uncertain
cuff_828	NA	Uncertain
cuff_832	NA	Uncertain
cuff_8412	NA	Uncertain
cuff_8442	NA	Uncertain
cuff_8446	NA	Uncertain
cuff_8602	NA	Uncertain
cuff_8684	NA	Uncertain
cuff_8716	NA	Uncertain
cuff_8724	NA	Uncertain
cuff_8739	NA	Uncertain
cuff_875	NA	Uncertain
cuff_8797	NA	Uncertain
cuff_8826	NA	Uncertain
cuff_8881	NA	Uncertain
cuff_8920	NA	Uncertain
cuff_894	NA	Uncertain
cuff_8946	NA	Uncertain
cuff_8987	NA	Uncertain
cuff_9029	NA	Uncertain
cuff_9100	NA	Uncertain
cuff_9101	NA	Uncertain
cuff_9103	NA	Uncertain
cuff_9111	NA	Uncertain
cuff_9175	NA	Uncertain
cuff_9184	NA	Uncertain
cuff_919	NA	Uncertain
cuff_9195	NA	Uncertain
cuff_9201	NA	Uncertain
cuff_924	NA	Uncertain
cuff_9303	NA	Uncertain
cuff_9327	NA	Uncertain
cuff_934	NA	Uncertain
cuff_937	NA	Uncertain
cuff_9383	NA	Uncertain
cuff_9433	NA	Uncertain
cuff_9490	NA	Uncertain
cuff_9499	NA	Uncertain
cuff_953	NA	Uncertain
cuff_9532	NA	Uncertain
cuff_9535	NA	Uncertain
cuff_9536	NA	Uncertain
cuff_9552	NA	Uncertain
cuff_9553	NA	Uncertain
cuff_964	NA	Uncertain
cuff_9677	NA	Uncertain
cuff_9704	NA	Uncertain
cuff_9745	NA	Uncertain
cuff_9746	NA	Uncertain
cuff_9792	NA	Uncertain
cuff_9806	NA	Uncertain
cuff_981	NA	Uncertain
cuff_9842	NA	Uncertain
cuff_9886	NA	Uncertain
cuff_9923	NA	Uncertain
cuff_9927	NA	Uncertain
cuff_994	NA	Uncertain
cuff_9964	NA	Uncertain
cuff_998	NA	Uncertain
cuff_9993	NA	Uncertain
Cul1	chr6	rMAE
Cul2	chr18	Uncertain
Cul3	chr1	Uncertain
Cul4a	chr8	Uncertain
Cul5	chr9	Uncertain
Cul7	chr17	Uncertain
Cul9	chr17	Uncertain
Cuta	chr17	Uncertain
Cutc	chr19	Uncertain
Cux1	chr5	Uncertain
Cux2	chr5	Uncertain
Cuzd1	chr7	Uncertain
Cwc15	chr9	Uncertain
Cwc22	chr2	Uncertain
Cwc25	chr11	Uncertain
Cwc27	chr13	Uncertain
Cwf19l1	chr19	Uncertain
Cwf19l2	chr9	Uncertain
Cx3cl1	chr8	Uncertain
Cx3cr1	chr9	Uncertain
Cxadr	chr16	Uncertain
Cxcl1	chr5	Uncertain
Cxcl10	chr5	Uncertain
Cxcl11	chr5	Uncertain
Cxcl12	chr6	Uncertain
Cxcl14	chr13	Uncertain
Cxcl16	chr11	Uncertain
Cxcl17	chr7	Uncertain
Cxcl2	chr5	Uncertain
Cxcl3	chr5	Uncertain
Cxcl5	chr5	Uncertain
Cxcl9	chr5	Uncertain
Cxcr2	chr1	Uncertain
Cxcr3	NA	Uncertain
Cxcr4	chr1	Uncertain
Cxcr5	chr9	Uncertain
Cxcr6	chr9	Uncertain
Cxcr7	chr1	Uncertain
Cxx1c	NA	Uncertain
Cxxc1	chr18	BAE
Cxxc4	chr3	Uncertain
Cxxc5	chr18	rMAE
Cyb561	chr11	Uncertain
Cyb561d1	chr3	Uncertain
Cyb561d2	chr9	Uncertain
Cyb5b	chr8	BAE
Cyb5d1	chr11	Uncertain
Cyb5d2	chr11	Uncertain
Cyb5r1	chr1	Uncertain
Cyb5r2	chr7	Uncertain
Cyb5r3	chr15	Uncertain
Cyb5r4	chr9	Uncertain
Cyb5rl	chr4	Uncertain
Cyba	chr8	Uncertain
Cybasc3	chr19	Uncertain
Cybrd1	chr2	Uncertain
Cycs	chr6	Uncertain
Cyfip1	chr7	Uncertain
Cyfip2	chr11	BAE
Cygb	chr11	Uncertain
Cyhr1	chr15	Uncertain
Cyld	chr8	Uncertain
Cym	chr3	Uncertain
Cyp11b1	chr15	Uncertain
Cyp1a1	chr9	Uncertain
Cyp1a2	chr9	Uncertain
Cyp1b1	chr17	Uncertain
Cyp20a1	chr1	Uncertain
Cyp24a1	NA	Uncertain
Cyp26a1	chr19	Uncertain
Cyp26b1	chr6	Uncertain
Cyp26c1	chr19	Uncertain
Cyp27a1	chr1	Uncertain
Cyp27b1	chr10	Uncertain
Cyp2a12	chr7	Uncertain
Cyp2a22	chr7	Uncertain
Cyp2ab1	chr16	Uncertain
Cyp2b10	chr7	Uncertain
Cyp2b9	chr7	Uncertain
Cyp2c44	chr19	Uncertain
Cyp2c55	chr19	Uncertain
Cyp2c70	chr19	Uncertain
Cyp2d22	chr15	Uncertain
Cyp2e1	chr7	Uncertain
Cyp2f2	chr7	Uncertain
Cyp2j13	chr4	Uncertain
Cyp2j6	chr4	Uncertain
Cyp2j9	chr4	Uncertain
Cyp2s1	chr7	Uncertain
Cyp2t4	chr7	Uncertain
Cyp2u1	chr3	Uncertain
Cyp2w1	chr5	Uncertain
Cyp39a1	chr17	Uncertain
Cyp3a13	chr5	Uncertain
Cyp3a57	chr5	Uncertain
Cyp46a1	chr12	Uncertain
Cyp4b1	NA	Uncertain
Cyp4f13	chr17	BAE
Cyp4f14	chr17	Uncertain
Cyp4f15	NA	Uncertain
Cyp4f16	chr17	Uncertain
Cyp4f17	chr17	Uncertain
Cyp4f18	chr8	Uncertain
Cyp4f39	chr17	Uncertain
Cyp4f40	chr17	Uncertain
Cyp4f41-ps	chr17	Uncertain
Cyp4v3	chr8	Uncertain
Cyp51	chr5	Uncertain
Cyp7b1	chr3	Uncertain
Cyp8b1	chr9	Uncertain
Cyr61	chr3	Uncertain
Cys1	chr12	Uncertain
Cystm1	chr18	Uncertain
Cyth1	chr11	rMAE
Cyth2	chr7	Uncertain
Cyth3	chr5	Uncertain
Cyth4	chr15	Uncertain
Cytip	chr2	Uncertain
Cytl1	NA	Uncertain
Cyyr1	chr16	Uncertain
D030016E14Rik	NA	Uncertain
D030024E09Rik	chr15	Uncertain
D030025P21Rik	chr12	Uncertain
D030028A08Rik	chr11	Uncertain
D030040B21Rik	chr1	Uncertain
D030045P18Rik	chr10	Uncertain
D030047H15Rik	chr7	Uncertain
D030056L22Rik	chr19	Uncertain
D0H4S114	NA	Uncertain
D10Bwg1379e	chr10	Uncertain
D10Jhu81e	chr10	Uncertain
D10Wsu102e	chr10	BAE
D10Wsu52e	NA	Uncertain
D11Wsu47e	chr11	Uncertain
D11Wsu99e	NA	Uncertain
D130017N08Rik	chr5	Uncertain
D130020L05Rik	chr12	Uncertain
D130040H23Rik	chr8	Uncertain
D130043K22Rik	chr13	Uncertain
D14Abb1e	chr14	Uncertain
D15Ertd621e	chr15	Uncertain
D16Ertd472e	chr16	rMAE
D16H22S680E	NA	Uncertain
D17H6S53E	chr17	Uncertain
D17H6S56E-3	NA	Uncertain
D17Wsu104e	chr17	Uncertain
D17Wsu92e	chr17	Uncertain
D18Ertd653e	NA	Uncertain
D19Bwg1357e	chr19	Uncertain
D19Ertd386e	NA	Uncertain
D19Ertd737e	chr19	Uncertain
D19Wsu162e	NA	Uncertain
D1Bwg0212e	NA	BAE
D1Ertd622e	chr1	Uncertain
D230025D16Rik	chr8	Uncertain
D230037D09Rik	NA	Uncertain
D2Ertd750e	NA	Uncertain
D2hgdh	chr1	Uncertain
D2Wsu81e	chr2	Uncertain
D330012F22Rik	NA	Uncertain
D330022K07Rik	chr8	Uncertain
D330023K18Rik	chr2	Uncertain
D330028D13Rik	NA	Uncertain
D330041H03Rik	chr17	Uncertain
D330045A20Rik	NA	Uncertain
D330050G23Rik	chr2	Uncertain
D330050I16Rik	chr19	Uncertain
D3Bwg0562e	NA	Uncertain
D3Ertd254e	chr3	Uncertain
D3Ertd751e	chr3	Uncertain
D430019H16Rik	chr12	Uncertain
D430020J02Rik	chr12	Uncertain
D430041D05Rik	NA	Uncertain
D430042O09Rik	chr7	Uncertain
D430050G20	NA	Uncertain
D4Bwg0951e	NA	Uncertain
D4Ertd22e	NA	Uncertain
D4Ertd617e	NA	Uncertain
D4Wsu53e	chr4	Uncertain
D5Ertd579e	chr5	Uncertain
D5Ertd605e	chr5	Uncertain
D630003M21Rik	chr2	Uncertain
D630023F18Rik	chr1	Uncertain
D630029K05Rik	chr10	Uncertain
D630032N06Rik	chr11	Uncertain
D630037F22Rik	chr10	Uncertain
D630039A03Rik	chr4	Uncertain
D630041G03Rik	NA	Uncertain
D630045J12Rik	chr6	rMAE
D630045M09Rik	chr13	Uncertain
D6Ertd527e	chr6	Uncertain
D6Wsu116e	NA	Uncertain
D6Wsu163e	chr6	Uncertain
D730005E14Rik	chr15	Uncertain
D730039F16Rik	chr2	Uncertain
D730040F13Rik	NA	Uncertain
D7Ertd443e	chr7	Uncertain
D7Ertd715e	chr7	Uncertain
D830015G02Rik	NA	Uncertain
D830031N03Rik	chr4	Uncertain
D830046C22Rik	chr5	Uncertain
D8Ertd738e	chr8	Uncertain
D8Ertd82e	chr8	BAE
D930007P13Rik	chr15	Uncertain
D930014E17Rik	NA	Uncertain
D930015E06Rik	chr3	Uncertain
D930015M05Rik	chr2	Uncertain
D930016D06Rik	chr5	Uncertain
D930020B18Rik	chr10	Uncertain
D930020E02Rik	NA	Uncertain
D930048N14Rik	chr11	Uncertain
D9Ertd402e	NA	BAE
Daam1	chr12	Uncertain
Daam2	chr17	Uncertain
Dab1	NA	Uncertain
Dab2	chr15	Uncertain
Dab2ip	chr2	Uncertain
Dach1	NA	Uncertain
Dach2	NA	Uncertain
Dact1	chr12	Uncertain
Dact2	chr17	Uncertain
Dact3	chr7	Uncertain
Dad1	chr14	Uncertain
Daf2	NA	Uncertain
Dag1	chr9	Uncertain
Dagla	chr19	Uncertain
Daglb	chr5	BAE
Dak	chr19	Uncertain
Dalrd3	chr9	Uncertain
Dap	chr15	Uncertain
Dap3	chr3	Uncertain
Dapk1	chr13	Uncertain
Dapk2	chr9	Uncertain
Dapk3	chr10	Uncertain
Dapp1	chr3	Uncertain
Darc	NA	Uncertain
Dars	chr1	BAE
Dars2	chr1	Uncertain
Daxx	chr17	Uncertain
Dazap1	chr10	Uncertain
Dazap2	chr15	Uncertain
Dbc1	chr4	Uncertain
Dbf4	chr5	Uncertain
Dbi	chr1	Uncertain
Dbn1	chr13	Uncertain
Dbndd1	chr8	Uncertain
Dbndd2	chr2	Uncertain
Dbnl	chr11	Uncertain
Dbpht2	NA	Uncertain
Dbr1	chr9	BAE
Dbt	chr3	BAE
Dbx2	NA	Uncertain
Dcaf10	chr4	Uncertain
Dcaf11	chr14	Uncertain
Dcaf12	chr4	Uncertain
Dcaf12l1	NA	Uncertain
Dcaf13	chr15	Uncertain
Dcaf15	chr8	BAE
Dcaf17	chr2	Uncertain
Dcaf4	chr12	Uncertain
Dcaf5	chr12	Uncertain
Dcaf6	chr1	Uncertain
Dcaf7	chr11	Uncertain
Dcaf8	chr1	BAE
Dcakd	chr11	Uncertain
Dcbld1	chr10	Uncertain
Dcbld2	chr16	Uncertain
Dcc	chr18	Uncertain
Dcdc2a	chr13	Uncertain
Dcdc2b	chr4	Uncertain
Dchs1	chr7	Uncertain
Dck	chr5	BAE
Dclk1	chr3	Uncertain
Dclk2	chr3	Uncertain
Dclk3	NA	Uncertain
Dclre1a	chr19	Uncertain
Dclre1b	chr3	Uncertain
Dclre1c	chr2	Uncertain
Dcn	chr10	Uncertain
Dcp1a	chr14	BAE
Dcp1b	chr6	BAE
Dcp2	chr18	rMAE
Dcpp1	NA	Uncertain
Dcps	chr9	BAE
Dcst1	chr3	Uncertain
Dcstamp	chr15	Uncertain
Dct	chr14	Uncertain
Dctd	chr8	Uncertain
Dctn1	chr6	Uncertain
Dctn2	chr10	Uncertain
Dctn3	chr4	Uncertain
Dctn4	chr18	BAE
Dctn5	chr7	rMAE
Dctn6	chr8	Uncertain
Dctpp1	chr7	Uncertain
Dcun1d1	chr3	Uncertain
Dcun1d2	chr8	Uncertain
Dcun1d3	chr7	Uncertain
Dcun1d4	chr5	Uncertain
Dcun1d5	chr9	Uncertain
Dcx	NA	Uncertain
Dcxr	chr11	Uncertain
Dda1	chr8	Uncertain
Ddah1	chr3	Uncertain
Ddah2	chr17	Uncertain
Ddb1	chr19	BAE
Ddb2	chr2	Uncertain
Ddc	NA	Uncertain
Ddhd1	chr14	Uncertain
Ddhd2	chr8	Uncertain
Ddi2	chr4	Uncertain
Ddit4	chr10	Uncertain
Ddit4l	chr3	Uncertain
Ddn	chr15	Uncertain
Ddo	chr10	Uncertain
Ddost	chr4	Uncertain
Ddr1	chr17	Uncertain
Ddr2	chr1	Uncertain
Ddrgk1	chr2	Uncertain
Ddt	chr10	Uncertain
Ddx1	chr12	BAE
Ddx10	chr9	Uncertain
Ddx11	chr17	Uncertain
Ddx17	chr15	Uncertain
Ddx18	chr1	Uncertain
Ddx19a	chr8	Uncertain
Ddx19b	chr8	Uncertain
Ddx20	chr3	Uncertain
Ddx21	chr10	rMAE
Ddx23	chr15	Uncertain
Ddx24	chr12	BAE
Ddx25	NA	Uncertain
Ddx26b	NA	Uncertain
Ddx27	chr2	Uncertain
Ddx28	chr8	Uncertain
Ddx31	chr2	Uncertain
Ddx39	chr8	Uncertain
Ddx39b	chr17	Uncertain
Ddx3x	NA	Uncertain
Ddx4	chr13	Uncertain
Ddx41	chr13	Uncertain
Ddx42	chr11	Uncertain
Ddx43	NA	Uncertain
Ddx46	chr13	Uncertain
Ddx47	chr6	Uncertain
Ddx49	chr8	Uncertain
Ddx5	chr11	Uncertain
Ddx50	chr10	Uncertain
Ddx51	chr5	Uncertain
Ddx52	chr11	Uncertain
Ddx54	chr5	Uncertain
Ddx55	chr5	Uncertain
Ddx56	chr11	Uncertain
Ddx58	chr4	Uncertain
Ddx59	chr1	Uncertain
Ddx6	chr9	Uncertain
Ddx60	chr8	Uncertain
Deaf1	chr7	Uncertain
Dear1	NA	Uncertain
Deb1	chr9	Uncertain
Decr1	chr4	Uncertain
Decr2	chr17	Uncertain
Dedd	chr1	Uncertain
Dedd2	chr7	Uncertain
Def6	chr17	Uncertain
Def8	chr8	Uncertain
Defb1	chr8	Uncertain
Defb25	chr2	Uncertain
Degs1	chr1	Uncertain
Degs2	chr12	Uncertain
Dek	chr13	Uncertain
Dem1	NA	Uncertain
Dennd1a	chr2	Uncertain
Dennd1b	chr1	BAE
Dennd1c	chr17	Uncertain
Dennd2a	chr6	Uncertain
Dennd2c	chr3	Uncertain
Dennd2d	chr3	BAE
Dennd3	chr15	Uncertain
Dennd4a	chr9	BAE
Dennd4b	chr3	Uncertain
Dennd4c	chr4	rMAE
Dennd5a	chr7	Uncertain
Dennd5b	chr6	BAE
Dennd6a	chr14	Uncertain
Dennd6b	chr15	Uncertain
Denr	chr5	Uncertain
Depdc1a	chr3	Uncertain
Depdc1b	chr13	BAE
Depdc5	chr5	BAE
Depdc7	chr2	Uncertain
Deptor	chr15	Uncertain
Dera	chr6	Uncertain
Derl1	chr15	Uncertain
Derl2	chr11	Uncertain
Derl3	chr10	Uncertain
Des	chr1	Uncertain
Desi1	chr15	Uncertain
Desi2	chr1	Uncertain
Det1	chr7	Uncertain
Dexi	chr16	Uncertain
Dffa	chr4	Uncertain
Dffb	chr4	Uncertain
Dfna5	chr6	Uncertain
Dfnb59	chr2	Uncertain
Dgat1	NA	Uncertain
Dgat2	chr7	Uncertain
Dgcr14	chr16	Uncertain
Dgcr2	chr16	Uncertain
Dgcr6	chr16	Uncertain
Dgcr8	chr16	Uncertain
Dgka	chr10	Uncertain
Dgkb	NA	Uncertain
Dgkd	chr1	BAE
Dgke	chr11	Uncertain
Dgkg	chr16	Uncertain
Dgkh	chr14	BAE
Dgki	chr6	Uncertain
Dgkk	NA	Uncertain
Dgkq	chr5	BAE
Dgkz	chr2	Uncertain
Dguok	chr6	Uncertain
Dhcr24	chr4	Uncertain
Dhcr7	chr7	Uncertain
Dhdds	chr4	Uncertain
Dhdh	chr7	Uncertain
Dhfr	chr13	Uncertain
Dhh	NA	Uncertain
Dhodh	chr8	Uncertain
Dhps	chr8	Uncertain
Dhrs1	chr14	Uncertain
Dhrs11	chr11	Uncertain
Dhrs13	chr11	Uncertain
Dhrs3	chr4	Uncertain
Dhrs4	chr14	Uncertain
Dhrs7	chr12	Uncertain
Dhrs7b	chr11	Uncertain
Dhrs7c	NA	Uncertain
Dhrs9	chr2	Uncertain
Dhtkd1	chr2	Uncertain
Dhx15	chr5	Uncertain
Dhx29	chr13	Uncertain
Dhx30	chr9	Uncertain
Dhx32	chr7	Uncertain
Dhx33	chr11	BAE
Dhx34	chr7	BAE
Dhx35	chr2	Uncertain
Dhx36	chr3	Uncertain
Dhx37	chr5	Uncertain
Dhx38	chr8	Uncertain
Dhx40	chr11	Uncertain
Dhx57	chr17	Uncertain
Dhx58	chr11	Uncertain
Dhx8	chr11	Uncertain
Dhx9	chr1	Uncertain
Diablo	chr5	Uncertain
Diap1	chr18	Uncertain
Diap2	NA	Uncertain
Diap3	chr14	Uncertain
Dicer1	chr12	BAE
Dido1	chr2	Uncertain
Diexf	chr1	Uncertain
Dimt1	chr13	Uncertain
Dio2	chr12	Uncertain
Dio3	chr12	Uncertain
Dio3os	chr12	Uncertain
Dip2a	chr10	Uncertain
Dip2b	chr15	BAE
Dip2c	chr13	BAE
Diras1	chr10	Uncertain
Diras2	chr13	Uncertain
Dirc2	chr16	Uncertain
Dis3	chr14	Uncertain
Dis3l	chr9	Uncertain
Dis3l2	chr1	rMAE
Disc1	chr8	Uncertain
Disp2	NA	Uncertain
Dixdc1	chr9	Uncertain
Dkc1	NA	Uncertain
Dkk2	chr3	Uncertain
Dkk3	chr7	Uncertain
Dkk4	chr8	Uncertain
Dkkl1	NA	Uncertain
Dlat	chr9	Uncertain
Dlc1	chr8	Uncertain
Dld	chr12	Uncertain
Dlec1	chr9	Uncertain
Dleu2	chr14	Uncertain
Dleu7	NA	Uncertain
Dlg1	chr16	Uncertain
Dlg2	chr7	BAE
Dlg3	NA	Uncertain
Dlg4	chr11	Uncertain
Dlg5	chr14	Uncertain
Dlgap1	chr17	Uncertain
Dlgap2	chr8	Uncertain
Dlgap3	chr4	Uncertain
Dlgap4	chr2	Uncertain
Dlgap5	chr14	BAE
Dlk1	chr12	Uncertain
Dlk2	chr17	Uncertain
Dll1	chr17	Uncertain
Dll3	chr7	Uncertain
Dll4	chr2	Uncertain
Dlst	chr12	Uncertain
Dlx1	chr2	Uncertain
Dlx1as	chr2	Uncertain
Dlx2	chr2	Uncertain
Dlx3	chr11	Uncertain
Dlx4	chr11	Uncertain
Dlx5	chr6	Uncertain
Dlx6as1	chr6	Uncertain
Dlx6as2	chr6	Uncertain
Dmbx1	chr4	Uncertain
Dmd	NA	Uncertain
Dmkn	chr7	Uncertain
Dmp1	chr5	Uncertain
Dmpk	chr7	Uncertain
Dmrt2	chr19	Uncertain
Dmrta1	chr4	Uncertain
Dmrta2	chr4	Uncertain
Dmrtb1	NA	Uncertain
Dmrtc2	chr7	Uncertain
Dmtf1	chr5	Uncertain
Dmwd	chr7	Uncertain
Dmxl1	chr18	BAE
Dmxl2	chr9	Uncertain
Dna2	chr10	Uncertain
Dnaaf1	chr8	Uncertain
Dnaaf2	chr12	Uncertain
Dnaaf3	chr7	Uncertain
Dnahc1	chr14	Uncertain
Dnahc10	chr5	Uncertain
Dnahc11	NA	Uncertain
Dnahc17	chr11	Uncertain
Dnahc2	chr11	Uncertain
Dnahc5	chr15	Uncertain
Dnahc6	chr6	Uncertain
Dnahc7a	chr1	Uncertain
Dnahc7b	NA	Uncertain
Dnahc8	chr17	Uncertain
Dnahc9	chr11	Uncertain
Dnaic2	chr11	Uncertain
Dnaja1	chr4	Uncertain
Dnaja2	chr8	Uncertain
Dnaja3	chr16	Uncertain
Dnaja4	chr9	Uncertain
Dnajb1	chr8	Uncertain
Dnajb11	chr16	Uncertain
Dnajb12	chr10	Uncertain
Dnajb13	NA	Uncertain
Dnajb14	chr3	Uncertain
Dnajb2	chr1	Uncertain
Dnajb4	chr3	Uncertain
Dnajb5	chr4	Uncertain
Dnajb6	NA	Uncertain
Dnajb7	chr15	Uncertain
Dnajb9	chr12	Uncertain
Dnajc1	chr2	Uncertain
Dnajc10	chr2	rMAE
Dnajc11	chr4	Uncertain
Dnajc12	chr10	Uncertain
Dnajc13	chr9	Uncertain
Dnajc14	chr10	Uncertain
Dnajc16	chr4	Uncertain
Dnajc17	chr2	Uncertain
Dnajc18	chr18	Uncertain
Dnajc19	chr3	Uncertain
Dnajc2	chr5	BAE
Dnajc21	chr15	Uncertain
Dnajc22	chr15	Uncertain
Dnajc24	chr2	Uncertain
Dnajc25	chr4	Uncertain
Dnajc27	chr12	Uncertain
Dnajc28	chr16	Uncertain
Dnajc3	chr14	Uncertain
Dnajc4	chr19	Uncertain
Dnajc5	chr2	BAE
Dnajc6	chr4	Uncertain
Dnajc7	chr11	Uncertain
Dnajc8	chr4	Uncertain
Dnajc9	chr14	Uncertain
Dnalc1	chr12	Uncertain
Dnalc4	chr15	Uncertain
Dnali1	chr4	Uncertain
Dnase1	chr16	Uncertain
Dnase1l1	NA	Uncertain
Dnase1l2	chr17	Uncertain
Dnase1l3	chr14	Uncertain
Dnase2a	chr8	Uncertain
Dnase2b	chr3	Uncertain
Dnd1	chr18	Uncertain
Dner	NA	Uncertain
Dnm1l	chr16	Uncertain
Dnm2	chr9	Uncertain
Dnm3	chr1	Uncertain
Dnm3os	chr1	Uncertain
Dnmbp	chr19	Uncertain
Dnmt1	chr9	BAE
Dnmt3a	chr12	Uncertain
Dnmt3b	chr2	Uncertain
Dnmt3l	chr10	Uncertain
Dnpep	chr1	Uncertain
Dnph1	chr17	Uncertain
Dntt	chr19	Uncertain
Dnttip1	chr2	Uncertain
Dnttip2	chr3	Uncertain
Doc2a	chr7	Uncertain
Doc2b	chr11	Uncertain
Doc2g	chr19	Uncertain
Doc2g1	NA	Uncertain
Dock1	chr7	Uncertain
Dock10	chr1	BAE
Dock11	NA	Uncertain
Dock2	chr11	BAE
Dock3	chr9	Uncertain
Dock4	chr12	Uncertain
Dock5	chr14	Uncertain
Dock6	chr9	Uncertain
Dock7	chr4	Uncertain
Dock8	chr19	Uncertain
Dock9	chr14	Uncertain
Dohh	chr10	Uncertain
Dok1	chr6	Uncertain
Dok2	chr14	Uncertain
Dok3	chr13	Uncertain
Dok4	NA	Uncertain
Dok5	chr2	Uncertain
Dok6	NA	Uncertain
